Nitab04g020540.1	Nitab04g019680.1
Nitab03g011240.1	Nitab04g014850.1
Nitab06g021020.1	Nitab21g011820.1
Nitab07g016290.1	Nitab09g022660.1
Nitab20g024970.1	Nitab09g021640.1
Nitab09g007610.1	Nitab09g008340.1
Nitab11g022310.1	Nitab02g024640.1
Nitab01g008670.1	Nitab23g009120.1
Nitab16g009240.1	Nitab02g008700.1
Nitab22g029710.1	Nitab19g015070.1
Nitab21g005230.1	Nitab02g008600.1
Nitab05g015120.1	Nitab15g014970.1
Nitab16g016200.1	Nitab06g035390.1
Nitab03g021740.1	Nitab17g034350.1
Nitab03g008680.1	Nitab17g015030.1
Nitab10g019330.1	Nitab02g020500.1
Nitab03g006460.1	Nitab17g018540.1
Nitab11g026440.1	Nitab23g023020.1
Nitab01g023330.1	Nitab23g024120.1
Nitab01g028290.1	Nitab01g027720.1
Nitab10g008350.1	Nitab24g011460.1
Nitab06g020260.1	Nitab04g019020.1
Nitab11g012500.1	Nitab13g019930.1
Nitab06g007350.1	Nitab04g030710.1
Nitab16g020460.1	Nitab12g019220.1
Nitab20g020740.1	Nitab22g009720.1
Nitab07g024180.1	Nitab23g021540.1
Nitab16g011440.1	Nitab12g008730.1
Nitab17g019660.1	Nitab17g036690.1
Nitab05g009380.1	Nitab02g009830.1
Nitab08g020060.1	Nitab22g016630.1
Nitab11g020860.1	Nitab13g011530.1
Nitab08g018760.1	Nitab02g009030.1
Nitab20g023580.1	Nitab13g016470.1
Nitab20g015180.1	Nitab15g021330.1
Nitab22g032120.1	Nitab24g010520.1
Nitab03g015310.1	Nitab17g038250.1
Nitab08g007640.1	Nitab22g008960.1
Nitab17g012800.1	Nitab18g007310.1
Nitab06g016180.1	Nitab13g015540.1
Nitab08g026430.1	Nitab13g016550.1
Nitab03g021690.1	Nitab17g034230.1
Nitab06g009770.1	Nitab19g035420.1
Nitab11g020750.1	Nitab09g015210.1
Nitab10g024070.1	Nitab02g025860.1
Nitab16g011510.1	Nitab24g023030.1
Nitab06g027770.1	Nitab04g006700.1
Nitab07g013720.1	Nitab07g013130.1
Nitab20g022040.1	Nitab15g008660.1
Nitab06g016910.1	Nitab04g021830.1
Nitab01g007930.1	Nitab23g008410.1
Nitab21g007700.1	Nitab14g019950.1
Nitab01g024880.1	Nitab23g025320.1
Nitab05g009320.1	Nitab24g012270.1
Nitab06g021310.1	Nitab04g017370.1
Nitab07g017210.1	Nitab19g029600.1
Nitab06g032820.1	Nitab22g009290.1
Nitab05g018840.1	Nitab24g017270.1
Nitab06g020000.1	Nitab04g019150.1
Nitab05g006680.1	Nitab19g026430.1
Nitab07g015890.1	Nitab19g029010.1
Nitab11g009100.1	Nitab22g016370.1
Nitab18g018760.1	Nitab19g019570.1
Nitab08g027000.1	Nitab02g027840.1
Nitab10g009590.1	Nitab13g020450.1
Nitab05g024300.1	Nitab15g021300.1
Nitab10g023250.1	Nitab18g024490.1
Nitab11g018870.1	Nitab21g018770.1
Nitab22g021860.1	Nitab17g023520.1
Nitab16g005160.1	Nitab15g024230.1
Nitab08g008680.1	Nitab04g012680.1
Nitab18g015820.1	Nitab24g014980.1
Nitab18g020860.1	Nitab15g018520.1
Nitab20g005200.1	Nitab13g011020.1
Nitab21g005190.1	Nitab23g013290.1
Nitab06g029350.1	Nitab22g015460.1
Nitab18g023130.1	Nitab09g008390.1
Nitab05g011350.1	Nitab24g008950.1
Nitab08g024790.1	Nitab21g015780.1
Nitab03g031100.1	Nitab03g024890.1
Nitab07g011650.1	Nitab19g025900.1
Nitab06g013730.1	Nitab19g020210.1
Nitab08g017480.1	Nitab09g019410.1
