Nitab05g024350.1	Nitab15g014280.1
Nitab16g007940.1	Nitab17g011340.1
Nitab07g030770.1	Nitab19g036010.1
Nitab11g014330.1	Nitab12g022410.1
Nitab08g021780.1	Nitab21g011130.1
Nitab22g024670.1	Nitab19g016870.1
Nitab03g023550.1	Nitab06g024950.1
Nitab08g012900.1	Nitab22g012710.1
Nitab03g016490.1	Nitab17g024380.1
Nitab17g022730.1	Nitab17g018430.1
Nitab22g036140.1	Nitab24g007870.1
Nitab05g018300.1	Nitab16g014890.1
Nitab11g012300.1	Nitab13g008640.1
Nitab06g016720.1	Nitab04g022170.1
Nitab08g023050.1	Nitab10g005180.1
Nitab03g013810.1	Nitab14g016520.1
Nitab02g021180.1	Nitab02g019810.1
Nitab11g013150.1	Nitab04g032470.1
Nitab03g020210.1	Nitab17g035790.1
Nitab03g026250.1	Nitab17g031750.1
Nitab10g006900.1	Nitab23g020370.1
Nitab18g008020.1	Nitab09g017010.1
Nitab06g011450.1	Nitab04g029820.1
Nitab11g010030.1	Nitab13g014430.1
Nitab19g016100.1	Nitab19g016110.1
Nitab01g024400.1	Nitab09g014910.1
Nitab16g019800.1	Nitab12g017230.1
Nitab10g007100.1	Nitab02g006840.1
Nitab20g020260.1	Nitab04g007850.1
Nitab20g015500.1	Nitab15g013910.1
Nitab13g021050.1	Nitab04g010580.1
Nitab06g029100.1	Nitab04g008170.1
Nitab16g011140.1	Nitab12g008280.1
Nitab07g030800.1	Nitab19g012220.1
Nitab07g005150.1	Nitab19g021420.1
Nitab10g016900.1	Nitab02g017340.1
Nitab10g025250.1	Nitab02g027140.1
Nitab10g009300.1	Nitab16g009190.1
Nitab07g011230.1	Nitab19g025520.1
Nitab06g025710.1	Nitab22g020840.1
Nitab11g018560.1	Nitab24g010560.1
Nitab03g007970.1	Nitab17g016000.1
Nitab10g007520.1	Nitab13g011820.1
Nitab11g024880.1	Nitab04g025390.1
Nitab07g015070.1	Nitab22g017150.1
Nitab10g025470.1	Nitab13g013090.1
Nitab07g028390.1	Nitab12g018560.1
Nitab20g006030.1	Nitab24g024540.1
Nitab08g007260.1	Nitab22g009610.1
Nitab08g018110.1	Nitab22g022860.1
Nitab16g026100.1	Nitab12g023310.1
Nitab20g013780.1	Nitab24g016340.1
Nitab07g032400.1	Nitab13g006590.1
Nitab03g034700.1	Nitab03g027100.1
Nitab24g020820.1	Nitab09g014490.1
Nitab10g009210.1	Nitab02g008640.1
Nitab16g023060.1	Nitab12g020310.1
Nitab06g017790.1	Nitab04g021040.1
Nitab07g013700.1	Nitab07g013140.1
Nitab11g009090.1	Nitab23g006430.1
Nitab20g006830.1	Nitab04g023860.1
Nitab13g005940.1	Nitab02g006280.1
Nitab06g011100.1	Nitab04g026060.1
Nitab08g027180.1	Nitab21g018560.1
Nitab03g015430.1	Nitab24g024000.1
Nitab11g016740.1	Nitab02g011310.1
Nitab18g012050.1	Nitab09g017190.1
Nitab20g015300.1	Nitab15g014540.1
Nitab20g006850.1	Nitab12g009710.1
Nitab07g013810.1	Nitab13g005430.1
Nitab18g020610.1	Nitab09g012030.1
Nitab14g005580.1	Nitab13g006210.1
Nitab19g031520.1	Nitab15g016940.1
Nitab10g020450.1	Nitab02g020960.1
Nitab16g005290.1	Nitab23g029480.1
Nitab07g010230.1	Nitab19g026480.1
Nitab06g019890.1	Nitab21g011160.1
Nitab03g031840.1	Nitab17g021310.1
Nitab10g005950.1	Nitab02g005880.1
Nitab16g016430.1	Nitab12g015750.1
Nitab06g022470.1	Nitab22g021690.1
Nitab05g018290.1	Nitab19g008910.1
Nitab08g005940.1	Nitab04g006380.1
Nitab22g034730.1	Nitab19g007180.1
Nitab10g009320.1	Nitab24g011810.1
Nitab06g032700.1	Nitab04g011160.1
Nitab11g021100.1	Nitab24g015800.1
Nitab18g011860.1	Nitab09g017760.1
Nitab08g018710.1	Nitab22g019340.1
Nitab22g034200.1	Nitab15g005890.1
Nitab13g026840.1	Nitab23g026530.1
Nitab07g027090.1	Nitab14g012030.1
Nitab20g021260.1	Nitab19g034010.1
Nitab08g029260.1	Nitab21g020610.1
Nitab08g025000.1	Nitab21g016140.1
Nitab01g007450.1	Nitab15g011260.1
Nitab03g011700.1	Nitab09g015450.1
Nitab12g025490.1	Nitab02g009470.1
Nitab08g006220.1	Nitab15g010200.1
Nitab17g025890.1	Nitab21g010860.1
Nitab16g021300.1	Nitab15g013010.1
Nitab13g027220.1	Nitab23g026610.1
Nitab05g019980.1	Nitab23g029270.1
Nitab06g027990.1	Nitab04g007020.1
Nitab10g009040.1	Nitab02g024030.1
Nitab03g025780.1	Nitab01g026640.1
Nitab05g015020.1	Nitab24g005060.1
Nitab20g021390.1	Nitab15g009170.1
Nitab03g022310.1	Nitab17g017680.1
Nitab10g006770.1	Nitab02g006370.1
Nitab05g016180.1	Nitab24g005800.1
Nitab11g015360.1	Nitab04g019590.1
Nitab01g009830.1	Nitab22g010200.1
Nitab21g005340.1	Nitab03g035090.1
Nitab01g006270.1	Nitab15g023770.1
Nitab11g015340.1	Nitab23g027300.1
Nitab10g019550.1	Nitab21g016540.1
Nitab07g031260.1	Nitab14g021410.1
Nitab07g013590.1	Nitab07g013220.1
Nitab09g006800.1	Nitab21g020870.1
Nitab01g019010.1	Nitab19g035990.1
Nitab07g020860.1	Nitab22g010350.1
Nitab06g035240.1	Nitab24g017990.1
Nitab21g008260.1	Nitab23g024400.1
Nitab14g005510.1	Nitab15g006740.1
Nitab08g021620.1	Nitab21g011030.1
Nitab06g007210.1	Nitab04g030830.1
Nitab10g020280.1	Nitab02g019590.1
Nitab01g019360.1	Nitab13g010170.1
Nitab05g010020.1	Nitab02g007800.1
Nitab10g017090.1	Nitab02g017180.1
Nitab08g013710.1	Nitab22g014540.1
Nitab09g020220.1	Nitab04g015400.1
Nitab03g009530.1	Nitab14g017270.1
Nitab03g031770.1	Nitab03g032850.1
Nitab10g021240.1	Nitab12g006940.1
Nitab10g009200.1	Nitab02g008630.1
Nitab03g026310.1	Nitab14g007170.1
Nitab13g026950.1	Nitab13g009570.1
Nitab01g012440.1	Nitab23g014410.1
Nitab05g025940.1	Nitab23g021020.1
Nitab22g027150.1	Nitab17g009470.1
Nitab18g015450.1	Nitab24g021800.1
Nitab01g009030.1	Nitab23g018890.1
Nitab06g032680.1	Nitab04g011190.1
Nitab20g012860.1	Nitab12g011790.1
Nitab07g010190.1	Nitab24g016860.1
Nitab05g007490.1	Nitab09g010890.1
Nitab06g033690.1	Nitab04g012290.1
Nitab06g025980.1	Nitab04g014170.1
Nitab18g019110.1	Nitab18g024200.1
Nitab20g009520.1	Nitab09g014530.1
Nitab01g009500.1	Nitab23g010380.1
Nitab01g023670.1	Nitab23g024350.1
Nitab16g020430.1	Nitab12g019240.1
Nitab16g009920.1	Nitab23g025500.1
Nitab18g012150.1	Nitab22g017810.1
Nitab11g018100.1	Nitab13g016870.1
Nitab05g023840.1	Nitab15g019970.1
Nitab10g023880.1	Nitab13g016460.1
Nitab08g027150.1	Nitab02g028010.1
Nitab01g010370.1	Nitab23g012540.1
Nitab10g014150.1	Nitab24g010470.1
Nitab06g031880.1	Nitab17g007300.1
Nitab10g018250.1	Nitab02g018460.1
Nitab20g022660.1	Nitab21g013600.1
Nitab01g028500.1	Nitab02g021030.1
Nitab11g026910.1	Nitab19g026230.1
Nitab21g009860.1	Nitab17g039420.1
Nitab18g018110.1	Nitab21g013060.1
Nitab03g034760.1	Nitab12g005300.1
Nitab07g012780.1	Nitab23g023370.1
Nitab08g006630.1	Nitab04g008420.1
Nitab08g015440.1	Nitab05g016030.1
Nitab16g021660.1	Nitab19g035590.1
Nitab23g011040.1	Nitab22g012560.1
Nitab06g022150.1	Nitab04g017380.1
Nitab03g030570.1	Nitab03g030250.1
Nitab03g021140.1	Nitab22g006960.1
Nitab06g013470.1	Nitab04g028050.1
Nitab20g019340.1	Nitab04g025010.1
Nitab16g005210.1	Nitab23g029420.1
Nitab03g008090.1	Nitab09g021350.1
Nitab07g010890.1	Nitab19g012990.1
Nitab19g031490.1	Nitab15g016930.1
Nitab20g007780.1	Nitab09g015150.1
Nitab07g015550.1	Nitab14g007880.1
Nitab06g009110.1	Nitab23g013550.1
Nitab06g023500.1	Nitab24g018280.1
Nitab07g006620.1	Nitab24g013770.1
Nitab07g027280.1	Nitab22g011770.1
Nitab06g019170.1	Nitab17g007840.1
Nitab11g006920.1	Nitab14g012830.1
Nitab08g026850.1	Nitab02g027470.1
Nitab03g034330.1	Nitab03g024960.1
Nitab01g027250.1	Nitab02g018290.1
Nitab16g023900.1	Nitab04g015280.1
Nitab21g006470.1	Nitab14g020810.1
Nitab08g023970.1	Nitab21g014270.1
Nitab05g026930.1	Nitab23g010620.1
Nitab08g007710.1	Nitab17g007410.1
Nitab22g035350.1	Nitab09g021750.1
Nitab17g019610.1	Nitab17g015770.1
Nitab06g017290.1	Nitab04g021700.1
Nitab22g023140.1	Nitab14g014530.1
Nitab20g010310.1	Nitab12g010990.1
Nitab18g022690.1	Nitab04g029850.1
Nitab16g022770.1	Nitab12g018550.1
Nitab22g031410.1	Nitab15g015440.1
Nitab03g009260.1	Nitab17g025040.1
Nitab03g035560.1	Nitab14g021960.1
Nitab10g016860.1	Nitab02g017100.1
Nitab06g011300.1	Nitab24g013610.1
Nitab08g006590.1	Nitab22g014220.1
Nitab21g005420.1	Nitab03g035210.1
Nitab10g010770.1	Nitab24g012200.1
Nitab10g013810.1	Nitab02g013350.1
Nitab10g013020.1	Nitab02g011740.1
Nitab08g010470.1	Nitab22g006020.1
Nitab07g008550.1	Nitab19g018010.1
Nitab06g031210.1	Nitab15g009000.1
Nitab08g024190.1	Nitab02g018910.1
Nitab03g005870.1	Nitab19g011390.1
Nitab22g023170.1	Nitab15g006430.1
Nitab11g006260.1	Nitab12g018940.1
Nitab10g026020.1	Nitab23g014970.1
Nitab21g010580.1	Nitab14g016420.1
Nitab04g026140.1	Nitab04g026150.1
Nitab11g015190.1	Nitab13g018650.1
Nitab03g014450.1	Nitab17g039710.1
Nitab12g025470.1	Nitab13g014960.1
Nitab10g016870.1	Nitab12g005750.1
Nitab16g020720.1	Nitab12g019670.1
Nitab06g032320.1	Nitab04g010770.1
Nitab06g017460.1	Nitab19g024160.1
Nitab20g025150.1	Nitab09g021890.1
Nitab22g035770.1	Nitab19g006460.1
Nitab18g008560.1	Nitab08g015620.1
Nitab20g017780.1	Nitab23g005060.1
Nitab11g021940.1	Nitab04g026600.1
Nitab10g026420.1	Nitab02g028360.1
Nitab10g006910.1	Nitab24g011750.1
Nitab10g005850.1	Nitab02g005740.1
Nitab06g034010.1	Nitab22g008000.1
Nitab03g017620.1	Nitab23g005390.1
Nitab10g026190.1	Nitab02g014540.1
Nitab08g024650.1	Nitab21g015570.1
Nitab21g008940.1	Nitab19g018550.1
Nitab03g008860.1	Nitab17g037980.1
Nitab03g014760.1	Nitab17g039460.1
Nitab03g027980.1	Nitab04g011210.1
Nitab03g034560.1	Nitab17g026460.1
Nitab06g033950.1	Nitab04g012420.1
Nitab22g031820.1	Nitab19g009880.1
Nitab06g016820.1	Nitab04g010890.1
Nitab11g009860.1	Nitab04g026790.1
Nitab08g017310.1	Nitab09g019050.1
Nitab07g032200.1	Nitab14g007960.1
Nitab22g023380.1	Nitab15g015740.1
Nitab18g019630.1	Nitab09g010360.1
Nitab16g009620.1	Nitab12g012160.1
Nitab23g011210.1	Nitab23g008480.1
Nitab01g025460.1	Nitab09g011160.1
