Nitab20g006780.1	Nitab24g024020.1
Nitab06g030350.1	Nitab04g009410.1
Nitab06g033710.1	Nitab04g012330.1
Nitab13g013360.1	Nitab15g013900.1
Nitab13g016970.1	Nitab22g013660.1
Nitab13g017440.1	Nitab21g018290.1
Nitab13g017420.1	Nitab02g027300.1
Nitab13g027130.1	Nitab02g012160.1
Nitab03g006030.1	Nitab14g008820.1
Nitab03g006100.1	Nitab17g010930.1
Nitab03g006190.1	Nitab02g012770.1
Nitab03g006620.1	Nitab09g019260.1
Nitab03g007310.1	Nitab17g017520.1
Nitab03g007860.1	Nitab17g028250.1
Nitab03g008880.1	Nitab17g014690.1
Nitab03g008780.1	Nitab17g038020.1
Nitab03g009090.1	Nitab17g014670.1
Nitab03g009200.1	Nitab17g038620.1
Nitab03g009660.1	Nitab17g023970.1
Nitab03g011380.1	Nitab02g011030.1
Nitab03g011750.1	Nitab13g007050.1
Nitab03g012390.1	Nitab17g020420.1
Nitab03g012870.1	Nitab14g019110.1
Nitab03g013070.1	Nitab02g007550.1
Nitab03g014800.1	Nitab17g039560.1
Nitab03g014810.1	Nitab24g025100.1
Nitab03g015110.1	Nitab17g039380.1
Nitab03g015590.1	Nitab15g012880.1
Nitab03g015790.1	Nitab17g023870.1
Nitab03g016320.1	Nitab09g011330.1
Nitab03g016470.1	Nitab17g024390.1
Nitab03g017060.1	Nitab17g038410.1
Nitab03g016980.1	Nitab22g012690.1
Nitab03g018180.1	Nitab14g010100.1
Nitab03g018730.1	Nitab14g018530.1
Nitab03g018860.1	Nitab17g037080.1
Nitab03g019160.1	Nitab24g013680.1
Nitab03g019710.1	Nitab17g036280.1
Nitab03g019840.1	Nitab17g015980.1
Nitab03g021480.1	Nitab17g017190.1
Nitab03g021100.1	Nitab04g027260.1
Nitab03g021900.1	Nitab17g023410.1
Nitab03g022240.1	Nitab17g039480.1
Nitab03g023440.1	Nitab17g032780.1
Nitab03g024420.1	Nitab03g025170.1
Nitab03g024530.1	Nitab03g025060.1
Nitab03g023110.1	Nitab17g033050.1
Nitab03g026680.1	Nitab23g024800.1
Nitab03g027130.1	Nitab19g023790.1
Nitab03g028300.1	Nitab17g030210.1
Nitab03g029090.1	Nitab22g005250.1
Nitab03g030360.1	Nitab22g021640.1
Nitab03g031920.1	Nitab03g032980.1
Nitab03g034480.1	Nitab24g007660.1
Nitab03g034190.1	Nitab17g026810.1
Nitab03g034950.1	Nitab14g021780.1
Nitab11g005190.1	Nitab11g007230.1
Nitab11g006740.1	Nitab13g024890.1
Nitab11g006760.1	Nitab23g026140.1
Nitab11g008860.1	Nitab13g024530.1
Nitab11g009230.1	Nitab11g008720.1
Nitab11g010930.1	Nitab12g009090.1
Nitab11g011780.1	Nitab13g022140.1
Nitab11g014530.1	Nitab24g005390.1
Nitab11g014610.1	Nitab13g012240.1
Nitab11g015310.1	Nitab13g018590.1
Nitab11g016850.1	Nitab04g021680.1
Nitab11g016970.1	Nitab04g022190.1
Nitab11g017120.1	Nitab13g015500.1
Nitab11g017510.1	Nitab04g025340.1
Nitab11g017750.1	Nitab09g009040.1
Nitab11g018170.1	Nitab19g037050.1
Nitab11g018420.1	Nitab21g019540.1
Nitab11g020550.1	Nitab24g011590.1
Nitab11g020750.1	Nitab09g015210.1
Nitab11g020860.1	Nitab13g011530.1
Nitab11g021090.1	Nitab13g011300.1
Nitab11g021140.1	Nitab02g011770.1
Nitab11g021170.1	Nitab11g008550.1
Nitab11g021660.1	Nitab13g010800.1
Nitab11g022270.1	Nitab02g024590.1
Nitab11g022600.1	Nitab13g009930.1
Nitab11g023120.1	Nitab11g005590.1
Nitab11g023420.1	Nitab11g007940.1
Nitab11g023680.1	Nitab13g025200.1
Nitab11g024040.1	Nitab13g020190.1
Nitab11g024110.1	Nitab13g020400.1
Nitab11g024480.1	Nitab04g024120.1
Nitab11g024970.1	Nitab04g025550.1
Nitab11g025490.1	Nitab24g024550.1
Nitab11g025790.1	Nitab09g008470.1
Nitab11g026370.1	Nitab19g036180.1
Nitab11g026440.1	Nitab23g023020.1
Nitab11g026670.1	Nitab23g023470.1
Nitab11g026960.1	Nitab13g005030.1
Nitab10g005290.1	Nitab23g028050.1
Nitab10g006520.1	Nitab03g033720.1
Nitab10g006990.1	Nitab24g009420.1
Nitab10g008710.1	Nitab24g008970.1
Nitab10g009380.1	Nitab02g008790.1
Nitab10g009590.1	Nitab13g020450.1
Nitab10g010720.1	Nitab13g010270.1
Nitab10g011310.1	Nitab22g018590.1
Nitab10g011680.1	Nitab02g013290.1
Nitab10g012200.1	Nitab13g005730.1
Nitab10g013140.1	Nitab22g020020.1
Nitab10g014790.1	Nitab18g023700.1
Nitab10g015120.1	Nitab12g009500.1
Nitab10g015220.1	Nitab23g015590.1
Nitab10g015740.1	Nitab12g013260.1
Nitab10g016260.1	Nitab02g016280.1
Nitab10g016880.1	Nitab02g017230.1
Nitab10g017190.1	Nitab02g017420.1
Nitab10g017340.1	Nitab02g017530.1
Nitab10g018680.1	Nitab02g018950.1
Nitab10g019330.1	Nitab02g020500.1
Nitab10g019490.1	Nitab02g020690.1
Nitab10g020130.1	Nitab02g019740.1
Nitab10g020300.1	Nitab01g027980.1
Nitab10g021290.1	Nitab13g013650.1
Nitab10g021950.1	Nitab24g021910.1
Nitab10g022750.1	Nitab21g012600.1
Nitab10g023000.1	Nitab02g024670.1
Nitab10g022940.1	Nitab02g024620.1
Nitab10g023250.1	Nitab18g024490.1
Nitab10g023570.1	Nitab02g025190.1
Nitab10g024030.1	Nitab02g025780.1
Nitab10g024070.1	Nitab02g025860.1
Nitab10g024420.1	Nitab13g012890.1
Nitab10g024600.1	Nitab21g016150.1
Nitab10g025230.1	Nitab21g018240.1
Nitab10g025900.1	Nitab12g010790.1
Nitab10g025990.1	Nitab02g027870.1
Nitab10g026460.1	Nitab02g028380.1
Nitab01g005160.1	Nitab23g005480.1
Nitab01g005540.1	Nitab15g024040.1
Nitab01g006000.1	Nitab23g006550.1
Nitab01g006210.1	Nitab23g006760.1
Nitab01g006640.1	Nitab17g010400.1
Nitab01g006890.1	Nitab04g020650.1
Nitab01g007730.1	Nitab23g008090.1
Nitab01g008100.1	Nitab23g008940.1
Nitab01g008670.1	Nitab23g009120.1
Nitab01g009770.1	Nitab23g010680.1
Nitab01g010240.1	Nitab07g011880.1
Nitab01g010660.1	Nitab13g013790.1
Nitab01g011180.1	Nitab23g013560.1
Nitab01g011380.1	Nitab23g013590.1
Nitab01g012930.1	Nitab23g014630.1
Nitab01g013270.1	Nitab14g014860.1
Nitab01g013110.1	Nitab23g014920.1
Nitab01g013830.1	Nitab23g015840.1
Nitab01g014780.1	Nitab23g016540.1
Nitab01g015080.1	Nitab23g017140.1
Nitab01g015040.1	Nitab23g017120.1
Nitab01g015860.1	Nitab23g018080.1
Nitab01g016730.1	Nitab15g020740.1
Nitab01g016790.1	Nitab23g022130.1
Nitab01g016850.1	Nitab12g013500.1
Nitab01g017100.1	Nitab23g018780.1
Nitab01g017190.1	Nitab15g021380.1
Nitab01g017670.1	Nitab04g028440.1
Nitab01g018300.1	Nitab19g023390.1
Nitab01g019290.1	Nitab19g036670.1
Nitab01g020130.1	Nitab01g022810.1
Nitab01g021080.1	Nitab09g008880.1
Nitab01g021770.1	Nitab23g020060.1
Nitab01g022260.1	Nitab19g036950.1
Nitab01g022430.1	Nitab19g026000.1
Nitab01g022920.1	Nitab19g025210.1
Nitab01g023330.1	Nitab23g024120.1
Nitab01g024440.1	Nitab23g024900.1
Nitab01g025920.1	Nitab02g017440.1
Nitab01g026540.1	Nitab02g017920.1
Nitab01g025780.1	Nitab01g027060.1
Nitab01g028520.1	Nitab01g029130.1
Nitab19g016360.1	Nitab19g015790.1
Nitab19g021230.1	Nitab04g029270.1
Nitab19g022600.1	Nitab19g021340.1
Nitab19g026750.1	Nitab19g026700.1
Nitab16g005120.1	Nitab24g005660.1
Nitab16g005330.1	Nitab23g029580.1
Nitab16g006430.1	Nitab02g025820.1
Nitab16g006650.1	Nitab11g005420.1
Nitab16g008750.1	Nitab23g027540.1
Nitab16g009240.1	Nitab02g008700.1
Nitab16g009870.1	Nitab23g025520.1
Nitab16g010040.1	Nitab12g007160.1
Nitab16g010050.1	Nitab12g007180.1
Nitab16g010060.1	Nitab12g007210.1
Nitab16g010590.1	Nitab12g007730.1
Nitab16g010740.1	Nitab12g007910.1
Nitab16g011510.1	Nitab24g023030.1
Nitab16g012370.1	Nitab09g014440.1
Nitab16g012660.1	Nitab12g010060.1
Nitab16g014280.1	Nitab22g009980.1
Nitab16g014320.1	Nitab22g014530.1
Nitab16g015650.1	Nitab12g007390.1
Nitab16g015790.1	Nitab24g009160.1
Nitab16g016180.1	Nitab24g015930.1
Nitab16g016200.1	Nitab06g035390.1
Nitab16g016490.1	Nitab15g011670.1
Nitab16g016620.1	Nitab12g015380.1
Nitab16g017870.1	Nitab12g014090.1
Nitab16g019470.1	Nitab12g016790.1
Nitab16g020900.1	Nitab13g021920.1
Nitab16g022960.1	Nitab09g010770.1
Nitab16g023020.1	Nitab17g024410.1
Nitab16g023140.1	Nitab12g020280.1
Nitab02g020100.1	Nitab02g020110.1
Nitab07g005050.1	Nitab19g017170.1
Nitab07g007850.1	Nitab19g020340.1
Nitab07g011080.1	Nitab13g006000.1
Nitab07g012730.1	Nitab19g024550.1
Nitab07g015890.1	Nitab19g029010.1
Nitab07g016160.1	Nitab19g029530.1
Nitab07g015960.1	Nitab19g029130.1
Nitab07g016290.1	Nitab09g022660.1
Nitab07g015400.1	Nitab19g028940.1
Nitab07g017600.1	Nitab19g030140.1
Nitab07g017230.1	Nitab19g029620.1
Nitab07g017840.1	Nitab24g017800.1
Nitab07g018010.1	Nitab13g023060.1
Nitab07g018680.1	Nitab17g035980.1
Nitab07g019590.1	Nitab19g032770.1
Nitab07g020730.1	Nitab19g033850.1
Nitab07g021730.1	Nitab23g015460.1
Nitab07g022340.1	Nitab19g035690.1
Nitab07g022490.1	Nitab21g012420.1
Nitab07g022250.1	Nitab19g035600.1
Nitab07g024180.1	Nitab23g021540.1
Nitab07g025400.1	Nitab14g013480.1
Nitab07g026150.1	Nitab14g014170.1
Nitab07g026830.1	Nitab02g013930.1
Nitab07g026940.1	Nitab14g012290.1
Nitab07g028340.1	Nitab14g011030.1
Nitab07g028520.1	Nitab13g010050.1
Nitab07g028530.1	Nitab22g005300.1
Nitab07g027960.1	Nitab14g011150.1
Nitab07g029070.1	Nitab13g006670.1
Nitab07g030710.1	Nitab14g008790.1
Nitab07g031470.1	Nitab12g019510.1
Nitab07g032260.1	Nitab14g021650.1
Nitab07g032380.1	Nitab14g007760.1
Nitab07g033100.1	Nitab14g007050.1
Nitab04g020250.1	Nitab09g011150.1
Nitab18g006450.1	Nitab09g021830.1
Nitab18g007980.1	Nitab09g020570.1
Nitab18g008260.1	Nitab18g007080.1
Nitab18g009610.1	Nitab18g007800.1
Nitab18g010680.1	Nitab09g018320.1
Nitab18g014210.1	Nitab09g015610.1
Nitab18g014300.1	Nitab19g033840.1
Nitab18g014340.1	Nitab09g015530.1
Nitab18g015500.1	Nitab04g005590.1
Nitab18g015820.1	Nitab24g014980.1
Nitab18g016260.1	Nitab18g016910.1
Nitab18g017250.1	Nitab24g010250.1
Nitab18g018140.1	Nitab19g035650.1
Nitab18g018400.1	Nitab12g006380.1
Nitab18g018500.1	Nitab09g011110.1
Nitab18g018780.1	Nitab12g023340.1
Nitab18g019550.1	Nitab12g020990.1
Nitab18g019730.1	Nitab13g014090.1
Nitab18g020240.1	Nitab09g012570.1
Nitab18g020720.1	Nitab12g010830.1
Nitab18g021240.1	Nitab13g012500.1
Nitab18g021210.1	Nitab09g009740.1
Nitab18g022900.1	Nitab23g010240.1
Nitab18g023130.1	Nitab09g008390.1
Nitab18g023060.1	Nitab23g010000.1
Nitab21g005190.1	Nitab23g013290.1
Nitab21g005520.1	Nitab17g025260.1
Nitab21g005580.1	Nitab19g024630.1
Nitab21g006690.1	Nitab14g020590.1
Nitab21g006910.1	Nitab02g027850.1
Nitab21g007830.1	Nitab17g030420.1
Nitab21g008230.1	Nitab14g009640.1
Nitab21g008540.1	Nitab17g035740.1
Nitab21g008550.1	Nitab17g016160.1
Nitab21g008790.1	Nitab14g018730.1
Nitab21g009230.1	Nitab17g039050.1
Nitab21g009520.1	Nitab14g018250.1
Nitab21g010300.1	Nitab17g024110.1
Nitab21g012360.1	Nitab04g020670.1
Nitab21g012400.1	Nitab21g013170.1
Nitab21g014370.1	Nitab21g014790.1
Nitab17g005170.1	Nitab19g010980.1
Nitab17g005860.1	Nitab18g024190.1
Nitab17g005810.1	Nitab17g010720.1
Nitab17g005910.1	Nitab17g011520.1
Nitab17g006400.1	Nitab12g019600.1
Nitab17g006480.1	Nitab17g009250.1
Nitab17g008040.1	Nitab17g018950.1
Nitab17g019660.1	Nitab17g036690.1
Nitab17g019510.1	Nitab17g037410.1
Nitab17g021620.1	Nitab17g038850.1
Nitab05g005470.1	Nitab24g017440.1
Nitab05g006500.1	Nitab24g016960.1
Nitab05g006520.1	Nitab17g025010.1
Nitab05g006660.1	Nitab19g026440.1
Nitab05g007140.1	Nitab15g011840.1
Nitab05g007380.1	Nitab19g020760.1
Nitab05g009050.1	Nitab03g024820.1
Nitab05g009200.1	Nitab24g012380.1
Nitab05g009480.1	Nitab24g012120.1
Nitab05g009770.1	Nitab02g008710.1
Nitab05g010530.1	Nitab24g010050.1
Nitab05g011050.1	Nitab10g010200.1
Nitab05g011430.1	Nitab24g008560.1
Nitab05g011650.1	Nitab17g007340.1
Nitab05g011810.1	Nitab24g009020.1
Nitab05g011820.1	Nitab24g009030.1
Nitab05g012750.1	Nitab13g011790.1
Nitab05g013080.1	Nitab19g017130.1
Nitab05g014990.1	Nitab17g011020.1
Nitab05g015180.1	Nitab15g022590.1
Nitab05g014390.1	Nitab15g016530.1
Nitab05g015790.1	Nitab15g019000.1
Nitab05g016510.1	Nitab24g006050.1
Nitab05g016870.1	Nitab24g006810.1
Nitab05g017940.1	Nitab19g010180.1
Nitab05g017860.1	Nitab19g008270.1
Nitab05g018380.1	Nitab24g007780.1
Nitab05g018900.1	Nitab24g007480.1
Nitab05g019350.1	Nitab19g011490.1
Nitab05g019860.1	Nitab19g007390.1
Nitab05g019870.1	Nitab15g014910.1
Nitab05g019780.1	Nitab24g005830.1
Nitab05g020380.1	Nitab04g030460.1
Nitab05g018840.1	Nitab24g017270.1
Nitab05g022240.1	Nitab21g012480.1
Nitab05g024040.1	Nitab22g011820.1
Nitab05g026560.1	Nitab23g011950.1
Nitab05g024240.1	Nitab15g021190.1
Nitab05g027260.1	Nitab15g011430.1
Nitab05g027800.1	Nitab15g023680.1
Nitab05g027960.1	Nitab23g005670.1
Nitab05g027690.1	Nitab23g006790.1
Nitab22g022580.1	Nitab14g015370.1
Nitab22g022590.1	Nitab14g015360.1
Nitab22g023010.1	Nitab04g005620.1
Nitab22g024170.1	Nitab19g016590.1
Nitab22g024880.1	Nitab22g024990.1
Nitab22g026800.1	Nitab23g024300.1
Nitab22g028650.1	Nitab19g013790.1
Nitab22g029280.1	Nitab24g013080.1
Nitab22g029730.1	Nitab19g031000.1
Nitab22g031270.1	Nitab19g010290.1
Nitab22g032120.1	Nitab24g010520.1
Nitab22g032500.1	Nitab19g009290.1
Nitab22g032770.1	Nitab19g008920.1
Nitab22g033170.1	Nitab19g008650.1
Nitab22g033400.1	Nitab19g008440.1
Nitab22g033540.1	Nitab19g008370.1
Nitab22g033550.1	Nitab09g018490.1
Nitab22g033580.1	Nitab19g006540.1
Nitab22g033780.1	Nitab09g022450.1
Nitab22g035810.1	Nitab18g011500.1
Nitab22g036320.1	Nitab21g019050.1
Nitab20g011450.1	Nitab24g015710.1
Nitab08g010750.1	Nitab19g013980.1
Nitab08g016960.1	Nitab22g019980.1
Nitab08g021100.1	Nitab21g010730.1
Nitab08g026710.1	Nitab23g007470.1
Nitab06g027080.1	Nitab04g005970.1
Nitab06g030870.1	Nitab04g010110.1
Nitab06g031790.1	Nitab17g007380.1
Nitab11g015210.1	Nitab14g016590.1
Nitab11g025840.1	Nitab23g017920.1
Nitab01g017760.1	Nitab23g019550.1
Nitab17g006660.1	Nitab22g006830.1
Nitab17g010470.1	Nitab04g018340.1
Nitab05g011860.1	Nitab24g011480.1
Nitab05g012220.1	Nitab24g009570.1
Nitab05g020040.1	Nitab23g028790.1
Nitab05g021770.1	Nitab15g016020.1
Nitab20g017490.1	Nitab22g018460.1
Nitab06g008550.1	Nitab04g027960.1
Nitab03g009210.1	Nitab02g020070.1
Nitab03g009330.1	Nitab17g014460.1
Nitab16g020400.1	Nitab12g019260.1
Nitab05g008150.1	Nitab24g013360.1
Nitab22g030530.1	Nitab17g029650.1
Nitab08g020870.1	Nitab17g026160.1
Nitab08g022750.1	Nitab21g014690.1
Nitab06g021830.1	Nitab12g023890.1
Nitab03g016040.1	Nitab15g016710.1
Nitab01g005240.1	Nitab15g010770.1
Nitab17g029560.1	Nitab17g030050.1
Nitab05g010440.1	Nitab24g011010.1
Nitab05g021310.1	Nitab19g030880.1
Nitab20g007830.1	Nitab24g022910.1
Nitab20g019210.1	Nitab15g010910.1
Nitab09g005930.1	Nitab18g025420.1
Nitab07g009100.1	Nitab19g017620.1
Nitab17g008250.1	Nitab23g014370.1
Nitab05g020520.1	Nitab15g017580.1
Nitab09g006130.1	Nitab18g025190.1
Nitab09g007600.1	Nitab18g024550.1
Nitab24g020840.1	Nitab12g015010.1
Nitab10g017630.1	Nitab02g017870.1
Nitab16g010750.1	Nitab12g007950.1
Nitab11g009990.1	Nitab13g023850.1
Nitab07g009090.1	Nitab17g022590.1
Nitab07g025160.1	Nitab22g020090.1
Nitab21g011930.1	Nitab23g025160.1
Nitab18g018280.1	Nitab09g012910.1
Nitab05g020010.1	Nitab15g014700.1
Nitab08g012970.1	Nitab22g012650.1
Nitab08g020680.1	Nitab22g020210.1
Nitab06g030030.1	Nitab04g009070.1
Nitab07g019880.1	Nitab19g033100.1
Nitab01g024020.1	Nitab21g016900.1
Nitab07g018610.1	Nitab19g031700.1
Nitab07g019600.1	Nitab19g032760.1
Nitab05g014680.1	Nitab09g015220.1
Nitab16g020460.1	Nitab12g019220.1
Nitab08g022650.1	Nitab09g010900.1
Nitab18g009810.1	Nitab22g018560.1
Nitab05g008000.1	Nitab24g013530.1
Nitab08g025560.1	Nitab02g022790.1
Nitab20g012940.1	Nitab24g019140.1
Nitab06g007550.1	Nitab04g030480.1
Nitab20g021230.1	Nitab04g010940.1
Nitab21g007220.1	Nitab14g020360.1
Nitab22g026170.1	Nitab19g017250.1
Nitab08g024170.1	Nitab21g015160.1
Nitab06g029910.1	Nitab21g018790.1
Nitab03g011950.1	Nitab17g026410.1
Nitab03g015310.1	Nitab17g038250.1
Nitab03g031230.1	Nitab24g011770.1
Nitab06g015150.1	Nitab19g038530.1
Nitab20g019990.1	Nitab04g005660.1
Nitab17g012800.1	Nitab18g007310.1
Nitab16g011430.1	Nitab12g008720.1
Nitab08g024750.1	Nitab02g018120.1
Nitab09g006930.1	Nitab18g024620.1
Nitab06g006300.1	Nitab13g024560.1
Nitab16g007090.1	Nitab23g026190.1
Nitab11g014510.1	Nitab13g021520.1
Nitab01g008120.1	Nitab15g023530.1
Nitab20g008590.1	Nitab24g021990.1
Nitab18g018860.1	Nitab24g014130.1
Nitab18g006420.1	Nitab15g005930.1
Nitab16g006480.1	Nitab23g026770.1
Nitab05g013740.1	Nitab21g013450.1
Nitab18g013580.1	Nitab19g006610.1
Nitab11g020820.1	Nitab13g018340.1
Nitab17g006460.1	Nitab18g023580.1
Nitab11g017060.1	Nitab13g015610.1
Nitab20g017620.1	Nitab15g012810.1
Nitab06g020260.1	Nitab04g019020.1
Nitab03g011240.1	Nitab04g014850.1
Nitab03g031150.1	Nitab03g033650.1
Nitab06g008660.1	Nitab04g026620.1
Nitab03g009290.1	Nitab17g014480.1
Nitab20g014770.1	Nitab19g030010.1
Nitab05g020160.1	Nitab15g014560.1
Nitab03g021690.1	Nitab17g034230.1
Nitab22g035250.1	Nitab17g019130.1
Nitab05g025000.1	Nitab23g011940.1
Nitab06g009560.1	Nitab19g022990.1
Nitab03g012260.1	Nitab17g025630.1
Nitab07g016670.1	Nitab19g030660.1
Nitab10g016160.1	Nitab01g027170.1
Nitab03g007240.1	Nitab17g017500.1
Nitab05g026350.1	Nitab15g022610.1
Nitab08g014070.1	Nitab12g014430.1
Nitab20g011120.1	Nitab12g011170.1
Nitab20g017980.1	Nitab15g012620.1
Nitab03g023680.1	Nitab14g020700.1
Nitab20g005200.1	Nitab13g011020.1
Nitab03g021240.1	Nitab17g034780.1
Nitab07g031060.1	Nitab23g029060.1
Nitab01g006040.1	Nitab15g010920.1
Nitab20g017470.1	Nitab23g019380.1
Nitab01g022580.1	Nitab19g024660.1
Nitab03g005190.1	Nitab17g008900.1
Nitab05g011110.1	Nitab10g010440.1
Nitab08g017390.1	Nitab09g019110.1
Nitab01g016710.1	Nitab23g018640.1
Nitab05g021410.1	Nitab19g031590.1
Nitab07g011300.1	Nitab19g025610.1
Nitab06g017510.1	Nitab04g021540.1
Nitab06g029940.1	Nitab17g029680.1
Nitab08g025090.1	Nitab12g018260.1
Nitab05g019760.1	Nitab15g014860.1
Nitab03g015890.1	Nitab17g014140.1
Nitab07g022260.1	Nitab19g035610.1
Nitab11g005010.1	Nitab11g007030.1
Nitab16g007070.1	Nitab23g026210.1
Nitab05g018970.1	Nitab24g023230.1
Nitab11g022720.1	Nitab12g011650.1
Nitab05g016980.1	Nitab24g006720.1
Nitab08g020400.1	Nitab04g014160.1
Nitab16g019530.1	Nitab12g016860.1
Nitab06g011640.1	Nitab22g005550.1
Nitab20g022710.1	Nitab13g024670.1
Nitab03g029100.1	Nitab22g015660.1
Nitab06g010380.1	Nitab11g008700.1
Nitab10g008350.1	Nitab24g011460.1
Nitab18g015110.1	Nitab09g014760.1
Nitab11g021680.1	Nitab13g010770.1
Nitab11g024220.1	Nitab13g021340.1
Nitab01g024800.1	Nitab23g025240.1
Nitab11g017460.1	Nitab04g024650.1
Nitab20g020650.1	Nitab15g009630.1
Nitab06g023640.1	Nitab02g007510.1
Nitab07g010250.1	Nitab17g014400.1
Nitab03g018670.1	Nitab17g037200.1
Nitab10g006140.1	Nitab02g006060.1
Nitab03g010660.1	Nitab03g030220.1
Nitab20g021750.1	Nitab04g009990.1
Nitab07g019520.1	Nitab19g032710.1
Nitab05g026160.1	Nitab22g010610.1
Nitab01g022710.1	Nitab15g018320.1
