augustus-Nitab20-processed-gene-16.2	maker-Nitab13-augustus-gene-241.15
augustus-Nitab08-processed-gene-1042.15	maker-Nitab22-pred_gff_Mikado_loci-gene-537.13
maker-Nitab08-augustus-gene-1172.2	maker-Nitab04-pred_gff_Mikado_loci-gene-483.1
maker-Nitab08-augustus-gene-1205.3	maker-Nitab21-augustus-gene-399.1
maker-Nitab08-augustus-gene-1330.1	maker-Nitab21-augustus-gene-610.4
maker-Nitab08-augustus-gene-1385.1	maker-Nitab21-pred_gff_Mikado_loci-gene-800.4
maker-Nitab08-augustus-gene-1443.0	augustus-Nitab21-processed-gene-790.1
maker-Nitab08-pred_gff_Mikado_loci-gene-1467.0	maker-Nitab21-pred_gff_Mikado_loci-gene-802.11
maker-Nitab08-augustus-gene-1656.2	maker-Nitab02-pred_gff_Mikado_loci-gene-1159.210
maker-Nitab08-pred_gff_Mikado_loci-gene-1698.23	maker-Nitab09-augustus-gene-305.10
maker-Nitab08-augustus-gene-1743.4	maker-Nitab18-pred_gff_Mikado_loci-gene-1432.10
maker-Nitab08-augustus-gene-1749.5	maker-Nitab18-augustus-gene-1374.1
maker-Nitab09-augustus-gene-54.8	maker-Nitab24-augustus-gene-972.4
maker-Nitab09-augustus-gene-99.3	maker-Nitab09-pred_gff_Mikado_loci-gene-142.20
maker-Nitab09-augustus-gene-138.13	maker-Nitab18-augustus-gene-1337.1
maker-Nitab09-augustus-gene-947.7	augustus-Nitab19-processed-gene-1173.10
maker-Nitab09-augustus-gene-951.4	maker-Nitab09-augustus-gene-961.13
maker-Nitab06-augustus-gene-0.9	maker-Nitab19-augustus-gene-1332.17
maker-Nitab06-augustus-gene-72.13	maker-Nitab04-augustus-gene-1296.0
maker-Nitab06-augustus-gene-164.0	maker-Nitab04-pred_gff_Mikado_loci-gene-1221.4
maker-Nitab06-augustus-gene-304.7	maker-Nitab04-pred_gff_Mikado_loci-gene-857.0
augustus-Nitab06-processed-gene-533.5	augustus-Nitab15-processed-gene-809.2
maker-Nitab06-augustus-gene-686.3	maker-Nitab19-augustus-gene-806.1
maker-Nitab06-pred_gff_Mikado_loci-gene-779.6	maker-Nitab02-pred_gff_Mikado_loci-gene-245.5
maker-Nitab06-augustus-gene-900.9	maker-Nitab13-augustus-gene-582.3
maker-Nitab06-augustus-gene-917.7	maker-Nitab19-augustus-gene-882.6
augustus-Nitab06-processed-gene-1078.0	maker-Nitab04-pred_gff_Mikado_loci-gene-649.8
maker-Nitab06-augustus-gene-1109.9	maker-Nitab19-augustus-gene-1060.10
maker-Nitab06-augustus-gene-1186.8	maker-Nitab04-pred_gff_Mikado_loci-gene-591.13
maker-Nitab06-pred_gff_Mikado_loci-gene-1219.18	maker-Nitab09-pred_gff_Mikado_loci-gene-1043.0
maker-Nitab06-augustus-gene-1234.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1220.0
augustus-Nitab06-processed-gene-1365.2	maker-Nitab21-pred_gff_Mikado_loci-gene-428.1
maker-Nitab06-pred_gff_Mikado_loci-gene-1519.6	maker-Nitab04-augustus-gene-337.4
maker-Nitab06-augustus-gene-1623.0	augustus-Nitab04-processed-gene-23.4
maker-Nitab06-augustus-gene-1621.21	maker-Nitab04-pred_gff_Mikado_loci-gene-21.19
maker-Nitab06-augustus-gene-1648.14	maker-Nitab04-augustus-gene-733.2
maker-Nitab06-augustus-gene-1662.7	maker-Nitab23-pred_gff_Mikado_loci-gene-524.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1672.0	maker-Nitab22-augustus-gene-388.11
maker-Nitab06-augustus-gene-1686.11	maker-Nitab15-augustus-gene-170.2
maker-Nitab06-augustus-gene-1697.12	maker-Nitab15-augustus-gene-156.0
maker-Nitab06-augustus-gene-1717.26	maker-Nitab22-augustus-gene-402.2
augustus-Nitab06-processed-gene-1744.7	maker-Nitab04-pred_gff_Mikado_loci-gene-114.5
maker-Nitab06-augustus-gene-1797.14	maker-Nitab17-pred_gff_Mikado_loci-gene-97.11
maker-Nitab13-pred_gff_Mikado_loci-gene-873.0	maker-Nitab13-pred_gff_Mikado_loci-gene-412.0
maker-Nitab13-pred_gff_Mikado_loci-gene-1396.38	maker-Nitab14-pred_gff_Mikado_loci-gene-373.19
augustus-Nitab13-processed-gene-1425.6	maker-Nitab02-pred_gff_Mikado_loci-gene-401.1
maker-Nitab03-augustus-gene-34.0	maker-Nitab17-augustus-gene-280.6
augustus-Nitab03-processed-gene-145.4	maker-Nitab01-augustus-gene-1900.12
maker-Nitab03-augustus-gene-280.0	maker-Nitab17-augustus-gene-1305.33
maker-Nitab03-augustus-gene-557.10	maker-Nitab04-augustus-gene-338.3
augustus-Nitab03-processed-gene-568.2	maker-Nitab02-augustus-gene-278.6
maker-Nitab03-augustus-gene-604.5	maker-Nitab17-pred_gff_Mikado_loci-gene-972.2
maker-Nitab03-augustus-gene-654.9	maker-Nitab14-pred_gff_Mikado_loci-gene-1007.0
maker-Nitab03-augustus-gene-708.0	maker-Nitab19-pred_gff_Mikado_loci-gene-744.6
maker-Nitab03-augustus-gene-763.11	maker-Nitab24-pred_gff_Mikado_loci-gene-1077.0
maker-Nitab03-augustus-gene-780.2	maker-Nitab17-pred_gff_Mikado_loci-gene-1683.4
maker-Nitab03-augustus-gene-828.5	maker-Nitab17-augustus-gene-482.2
maker-Nitab03-augustus-gene-1107.1	maker-Nitab17-augustus-gene-1584.20
maker-Nitab03-pred_gff_Mikado_loci-gene-1141.1	augustus-Nitab17-processed-gene-1557.5
maker-Nitab03-augustus-gene-1417.6	maker-Nitab17-pred_gff_Mikado_loci-gene-1432.8
augustus-Nitab03-processed-gene-1432.4	augustus-Nitab23-processed-gene-1288.20
maker-Nitab03-pred_gff_Mikado_loci-gene-1572.15	maker-Nitab12-augustus-gene-1156.9
augustus-Nitab11-processed-gene-47.4	augustus-Nitab23-processed-gene-436.15
maker-Nitab11-augustus-gene-53.14	maker-Nitab13-augustus-gene-1347.2
maker-Nitab11-augustus-gene-121.0	maker-Nitab13-pred_gff_Mikado_loci-gene-1337.30
maker-Nitab11-augustus-gene-129.9	maker-Nitab22-augustus-gene-519.19
maker-Nitab11-augustus-gene-138.1	maker-Nitab11-pred_gff_Mikado_loci-gene-111.1
maker-Nitab11-augustus-gene-816.4	maker-Nitab04-pred_gff_Mikado_loci-gene-738.1
maker-Nitab11-augustus-gene-894.10	maker-Nitab19-pred_gff_Mikado_loci-gene-1455.9
maker-Nitab11-augustus-gene-929.9	maker-Nitab21-pred_gff_Mikado_loci-gene-982.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1003.1	maker-Nitab13-pred_gff_Mikado_loci-gene-828.2
augustus-Nitab11-processed-gene-1156.2	maker-Nitab09-pred_gff_Mikado_loci-gene-798.28
maker-Nitab11-augustus-gene-1168.7	maker-Nitab13-augustus-gene-269.1
augustus-Nitab11-processed-gene-1192.1	maker-Nitab11-pred_gff_Mikado_loci-gene-106.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1257.2	maker-Nitab02-augustus-gene-1112.15
maker-Nitab11-augustus-gene-1325.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1164.15
maker-Nitab11-pred_gff_Mikado_loci-gene-1364.0	maker-Nitab13-augustus-gene-1201.4
maker-Nitab10-augustus-gene-67.14	maker-Nitab17-augustus-gene-866.9
maker-Nitab10-pred_gff_Mikado_loci-gene-154.11	maker-Nitab24-pred_gff_Mikado_loci-gene-264.34
maker-Nitab10-augustus-gene-209.4	maker-Nitab02-augustus-gene-160.3
maker-Nitab10-augustus-gene-668.0	maker-Nitab02-pred_gff_Mikado_loci-gene-101.13
augustus-Nitab10-processed-gene-713.2	maker-Nitab18-augustus-gene-1373.9
maker-Nitab10-augustus-gene-720.0	maker-Nitab02-augustus-gene-665.1
maker-Nitab10-augustus-gene-778.8	maker-Nitab02-pred_gff_Mikado_loci-gene-720.15
augustus-Nitab10-processed-gene-851.0	maker-Nitab02-augustus-gene-774.10
maker-Nitab10-augustus-gene-876.2	maker-Nitab19-augustus-gene-1121.24
maker-Nitab10-pred_gff_Mikado_loci-gene-1119.11	augustus-Nitab02-processed-gene-1007.2
maker-Nitab10-augustus-gene-1210.8	maker-Nitab24-augustus-gene-923.3
maker-Nitab10-augustus-gene-1289.7	maker-Nitab02-pred_gff_Mikado_loci-gene-1112.0
maker-Nitab10-augustus-gene-1313.0	augustus-Nitab18-processed-gene-1420.1
augustus-Nitab10-processed-gene-1388.4	maker-Nitab21-augustus-gene-837.7
maker-Nitab10-augustus-gene-1393.32	maker-Nitab17-augustus-gene-1552.6
maker-Nitab10-augustus-gene-1483.12	maker-Nitab02-augustus-gene-1248.10
maker-Nitab01-pred_gff_Mikado_loci-gene-4.36	maker-Nitab23-pred_gff_Mikado_loci-gene-26.24
maker-Nitab01-augustus-gene-35.13	maker-Nitab17-augustus-gene-247.2
maker-Nitab01-augustus-gene-44.11	maker-Nitab04-augustus-gene-553.2
augustus-Nitab01-processed-gene-90.4	maker-Nitab23-pred_gff_Mikado_loci-gene-186.0
maker-Nitab01-pred_gff_Mikado_loci-gene-103.1	maker-Nitab23-pred_gff_Mikado_loci-gene-194.28
maker-Nitab01-pred_gff_Mikado_loci-gene-238.2	maker-Nitab23-pred_gff_Mikado_loci-gene-391.16
maker-Nitab01-pred_gff_Mikado_loci-gene-252.23	maker-Nitab15-pred_gff_Mikado_loci-gene-934.11
maker-Nitab01-pred_gff_Mikado_loci-gene-409.0	maker-Nitab23-pred_gff_Mikado_loci-gene-510.3
maker-Nitab01-augustus-gene-512.7	maker-Nitab23-pred_gff_Mikado_loci-gene-587.1
maker-Nitab01-augustus-gene-727.2	maker-Nitab23-augustus-gene-679.6
maker-Nitab01-augustus-gene-1082.4	maker-Nitab19-pred_gff_Mikado_loci-gene-1446.1
maker-Nitab01-augustus-gene-1405.0	maker-Nitab09-pred_gff_Mikado_loci-gene-184.1
maker-Nitab01-pred_gff_Mikado_loci-gene-1556.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1452.6
maker-Nitab01-pred_gff_Mikado_loci-gene-1534.3	maker-Nitab19-augustus-gene-1456.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1565.1	maker-Nitab23-pred_gff_Mikado_loci-gene-1192.6
maker-Nitab01-augustus-gene-1568.0	augustus-Nitab19-processed-gene-1059.5
maker-Nitab01-augustus-gene-1603.18	maker-Nitab15-augustus-gene-796.2
augustus-Nitab01-processed-gene-1663.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1246.3
maker-Nitab01-pred_gff_Mikado_loci-gene-1724.3	maker-Nitab23-augustus-gene-1232.2
maker-Nitab01-augustus-gene-1809.5	augustus-Nitab12-processed-gene-48.2
maker-Nitab01-augustus-gene-1837.11	maker-Nitab02-pred_gff_Mikado_loci-gene-772.28
maker-Nitab01-augustus-gene-1915.2	maker-Nitab02-pred_gff_Mikado_loci-gene-885.21
maker-Nitab19-augustus-gene-912.14	maker-Nitab19-augustus-gene-856.6
maker-Nitab19-augustus-gene-1088.14	maker-Nitab19-augustus-gene-1088.11
maker-Nitab16-augustus-gene-2.13	maker-Nitab24-pred_gff_Mikado_loci-gene-23.22
maker-Nitab16-augustus-gene-7.11	maker-Nitab23-augustus-gene-1478.4
augustus-Nitab16-processed-gene-43.6	maker-Nitab11-augustus-gene-7.13
maker-Nitab16-augustus-gene-54.4	maker-Nitab23-augustus-gene-1351.2
maker-Nitab16-pred_gff_Mikado_loci-gene-124.0	maker-Nitab23-augustus-gene-1394.5
maker-Nitab16-augustus-gene-246.0	maker-Nitab12-pred_gff_Mikado_loci-gene-106.0
maker-Nitab16-augustus-gene-291.4	maker-Nitab12-pred_gff_Mikado_loci-gene-141.1
maker-Nitab16-augustus-gene-299.3	maker-Nitab24-pred_gff_Mikado_loci-gene-979.13
maker-Nitab16-augustus-gene-403.1	maker-Nitab24-augustus-gene-993.14
maker-Nitab16-augustus-gene-576.16	maker-Nitab22-pred_gff_Mikado_loci-gene-189.1
augustus-Nitab16-processed-gene-689.0	maker-Nitab12-augustus-gene-423.0
maker-Nitab16-augustus-gene-740.2	maker-Nitab06-augustus-gene-1925.1
maker-Nitab16-augustus-gene-762.8	maker-Nitab15-augustus-gene-246.13
maker-Nitab16-augustus-gene-784.1	maker-Nitab12-pred_gff_Mikado_loci-gene-607.2
maker-Nitab16-pred_gff_Mikado_loci-gene-999.1	maker-Nitab12-pred_gff_Mikado_loci-gene-831.5
maker-Nitab16-augustus-gene-1052.0	maker-Nitab12-pred_gff_Mikado_loci-gene-862.6
maker-Nitab16-pred_gff_Mikado_loci-gene-1130.7	maker-Nitab09-pred_gff_Mikado_loci-gene-316.6
maker-Nitab16-pred_gff_Mikado_loci-gene-1296.7	augustus-Nitab09-processed-gene-401.12
maker-Nitab16-pred_gff_Mikado_loci-gene-1264.27	maker-Nitab12-pred_gff_Mikado_loci-gene-911.4
maker-Nitab16-pred_gff_Mikado_loci-gene-1302.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1165.27
maker-Nitab07-pred_gff_Mikado_loci-gene-137.39	augustus-Nitab15-processed-gene-148.29
maker-Nitab07-pred_gff_Mikado_loci-gene-169.51	maker-Nitab13-augustus-gene-27.17
maker-Nitab07-pred_gff_Mikado_loci-gene-233.1	maker-Nitab13-pred_gff_Mikado_loci-gene-7.0
maker-Nitab07-pred_gff_Mikado_loci-gene-382.49	maker-Nitab24-pred_gff_Mikado_loci-gene-755.16
maker-Nitab07-augustus-gene-405.1	maker-Nitab19-augustus-gene-1189.2
maker-Nitab07-pred_gff_Mikado_loci-gene-397.0	maker-Nitab19-augustus-gene-1180.20
maker-Nitab07-augustus-gene-397.27	maker-Nitab19-pred_gff_Mikado_loci-gene-1180.37
augustus-Nitab07-processed-gene-419.0	maker-Nitab24-pred_gff_Mikado_loci-gene-560.0
maker-Nitab07-augustus-gene-437.3	maker-Nitab19-pred_gff_Mikado_loci-gene-1251.12
maker-Nitab07-pred_gff_Mikado_loci-gene-448.1	augustus-Nitab17-processed-gene-1607.13
maker-Nitab07-augustus-gene-728.0	maker-Nitab19-augustus-gene-1457.26
maker-Nitab07-augustus-gene-847.0	maker-Nitab14-augustus-gene-496.1
augustus-Nitab07-processed-gene-1149.4	maker-Nitab04-augustus-gene-1008.1
augustus-Nitab07-processed-gene-1114.0	maker-Nitab14-augustus-gene-362.2
augustus-Nitab07-processed-gene-1386.6	maker-Nitab22-pred_gff_Mikado_loci-gene-522.1
maker-Nitab04-augustus-gene-539.0	augustus-Nitab09-processed-gene-427.2
maker-Nitab04-augustus-gene-544.0	maker-Nitab04-augustus-gene-525.11
maker-Nitab04-augustus-gene-1147.20	maker-Nitab09-augustus-gene-631.5
maker-Nitab18-augustus-gene-494.2	maker-Nitab09-pred_gff_Mikado_loci-gene-826.1
maker-Nitab18-augustus-gene-560.1	maker-Nitab23-augustus-gene-1290.9
maker-Nitab18-augustus-gene-575.12	maker-Nitab09-pred_gff_Mikado_loci-gene-772.1
maker-Nitab18-augustus-gene-576.0	augustus-Nitab09-processed-gene-771.26
augustus-Nitab18-processed-gene-617.17	maker-Nitab24-pred_gff_Mikado_loci-gene-402.0
augustus-Nitab18-processed-gene-832.5	maker-Nitab09-pred_gff_Mikado_loci-gene-629.1
maker-Nitab18-augustus-gene-1117.5	maker-Nitab15-pred_gff_Mikado_loci-gene-826.0
maker-Nitab18-augustus-gene-1328.1	maker-Nitab09-augustus-gene-147.0
augustus-Nitab21-processed-gene-11.4	maker-Nitab23-augustus-gene-382.3
maker-Nitab21-pred_gff_Mikado_loci-gene-12.6	maker-Nitab02-pred_gff_Mikado_loci-gene-151.1
maker-Nitab21-augustus-gene-17.32	maker-Nitab17-pred_gff_Mikado_loci-gene-1208.0
augustus-Nitab21-processed-gene-81.0	augustus-Nitab14-processed-gene-1065.0
augustus-Nitab17-processed-gene-37.2	maker-Nitab18-pred_gff_Mikado_loci-gene-1402.5
augustus-Nitab17-processed-gene-57.4	maker-Nitab12-augustus-gene-976.6
augustus-Nitab17-processed-gene-116.1	maker-Nitab17-augustus-gene-866.0
maker-Nitab17-augustus-gene-410.7	maker-Nitab18-pred_gff_Mikado_loci-gene-88.1
maker-Nitab05-augustus-gene-46.6	maker-Nitab24-augustus-gene-527.0
maker-Nitab05-augustus-gene-48.4	maker-Nitab24-pred_gff_Mikado_loci-gene-525.20
augustus-Nitab05-processed-gene-79.4	maker-Nitab24-pred_gff_Mikado_loci-gene-509.9
maker-Nitab05-augustus-gene-83.4	maker-Nitab19-augustus-gene-1079.0
maker-Nitab05-augustus-gene-110.9	maker-Nitab19-augustus-gene-833.4
maker-Nitab05-pred_gff_Mikado_loci-gene-111.0	maker-Nitab24-augustus-gene-373.1
maker-Nitab05-augustus-gene-139.7	maker-Nitab24-augustus-gene-346.7
maker-Nitab05-pred_gff_Mikado_loci-gene-137.23	maker-Nitab19-pred_gff_Mikado_loci-gene-846.9
maker-Nitab05-augustus-gene-206.0	maker-Nitab24-augustus-gene-296.4
maker-Nitab05-pred_gff_Mikado_loci-gene-208.5	maker-Nitab02-augustus-gene-208.3
maker-Nitab05-augustus-gene-227.0	augustus-Nitab17-processed-gene-294.0
maker-Nitab05-augustus-gene-301.2	maker-Nitab24-augustus-gene-282.8
maker-Nitab05-pred_gff_Mikado_loci-gene-332.7	maker-Nitab24-augustus-gene-148.2
maker-Nitab05-augustus-gene-348.1	maker-Nitab17-augustus-gene-92.18
maker-Nitab05-augustus-gene-360.12	maker-Nitab24-augustus-gene-264.23
maker-Nitab05-pred_gff_Mikado_loci-gene-386.41	maker-Nitab02-augustus-gene-78.11
maker-Nitab05-augustus-gene-390.9	maker-Nitab24-augustus-gene-178.8
maker-Nitab05-pred_gff_Mikado_loci-gene-406.0	maker-Nitab13-augustus-gene-279.0
maker-Nitab05-pred_gff_Mikado_loci-gene-537.1	maker-Nitab15-augustus-gene-624.2
maker-Nitab05-pred_gff_Mikado_loci-gene-736.3	augustus-Nitab15-processed-gene-926.1
maker-Nitab05-augustus-gene-762.6	maker-Nitab24-augustus-gene-603.6
maker-Nitab05-augustus-gene-918.3	maker-Nitab19-pred_gff_Mikado_loci-gene-386.21
augustus-Nitab05-processed-gene-993.11	maker-Nitab09-augustus-gene-926.1
maker-Nitab05-augustus-gene-1066.4	augustus-Nitab19-processed-gene-1043.3
maker-Nitab05-augustus-gene-1293.4	maker-Nitab01-augustus-gene-1900.13
augustus-Nitab05-processed-gene-1331.0	maker-Nitab15-augustus-gene-1000.0
augustus-Nitab05-processed-gene-1502.23	maker-Nitab12-pred_gff_Mikado_loci-gene-1185.21
maker-Nitab05-augustus-gene-1528.3	maker-Nitab15-pred_gff_Mikado_loci-gene-1131.11
maker-Nitab05-pred_gff_Mikado_loci-gene-1546.8	maker-Nitab23-augustus-gene-340.2
maker-Nitab05-augustus-gene-1601.8	maker-Nitab23-pred_gff_Mikado_loci-gene-32.8
augustus-Nitab23-processed-gene-268.3	maker-Nitab15-augustus-gene-1192.1
maker-Nitab22-augustus-gene-1373.5	maker-Nitab22-pred_gff_Mikado_loci-gene-39.2
maker-Nitab22-augustus-gene-1466.0	maker-Nitab19-augustus-gene-578.2
maker-Nitab22-augustus-gene-1564.1	maker-Nitab19-pred_gff_Mikado_loci-gene-639.12
maker-Nitab22-augustus-gene-1596.1	maker-Nitab22-augustus-gene-67.10
maker-Nitab22-pred_gff_Mikado_loci-gene-1709.8	maker-Nitab19-augustus-gene-352.0
maker-Nitab22-augustus-gene-1715.1	maker-Nitab19-augustus-gene-355.0
maker-Nitab22-pred_gff_Mikado_loci-gene-1736.11	maker-Nitab24-augustus-gene-229.7
maker-Nitab22-pred_gff_Mikado_loci-gene-2067.6	maker-Nitab19-augustus-gene-61.0
maker-Nitab22-augustus-gene-2116.9	maker-Nitab23-pred_gff_Mikado_loci-gene-535.7
maker-Nitab08-augustus-gene-142.8	maker-Nitab04-augustus-gene-241.15
maker-Nitab08-augustus-gene-1756.4	maker-Nitab18-augustus-gene-1484.7
maker-Nitab09-augustus-gene-14.17	augustus-Nitab18-processed-gene-1490.19
maker-Nitab11-pred_gff_Mikado_loci-gene-1303.15	maker-Nitab11-augustus-gene-14.5
maker-Nitab11-pred_gff_Mikado_loci-gene-1344.11	maker-Nitab13-pred_gff_Mikado_loci-gene-1344.0
maker-Nitab11-augustus-gene-1435.0	maker-Nitab14-pred_gff_Mikado_loci-gene-76.20
maker-Nitab01-pred_gff_Mikado_loci-gene-1841.24	maker-Nitab21-augustus-gene-627.7
augustus-Nitab16-processed-gene-635.0	augustus-Nitab23-processed-gene-93.4
augustus-Nitab07-processed-gene-366.3	maker-Nitab09-pred_gff_Mikado_loci-gene-1153.2
maker-Nitab07-pred_gff_Mikado_loci-gene-1415.0	maker-Nitab14-augustus-gene-149.1
maker-Nitab05-augustus-gene-596.3	maker-Nitab15-augustus-gene-934.17
maker-Nitab22-augustus-gene-1607.2	maker-Nitab17-pred_gff_Mikado_loci-gene-1373.4
maker-Nitab20-pred_gff_Mikado_loci-gene-620.2	maker-Nitab24-pred_gff_Mikado_loci-gene-560.1
augustus-Nitab20-processed-gene-732.4	augustus-Nitab15-processed-gene-87.4
augustus-Nitab06-processed-gene-1318.6	maker-Nitab04-pred_gff_Mikado_loci-gene-498.9
maker-Nitab06-augustus-gene-1441.4	maker-Nitab04-augustus-gene-472.4
maker-Nitab11-augustus-gene-853.3	augustus-Nitab11-processed-gene-11.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1667.4	maker-Nitab15-pred_gff_Mikado_loci-gene-353.4
maker-Nitab01-augustus-gene-1921.21	maker-Nitab01-pred_gff_Mikado_loci-gene-1938.28
maker-Nitab19-augustus-gene-1543.4	augustus-Nitab23-processed-gene-996.2
maker-Nitab07-pred_gff_Mikado_loci-gene-282.0	maker-Nitab13-augustus-gene-11.9
maker-Nitab17-pred_gff_Mikado_loci-gene-998.8	maker-Nitab17-pred_gff_Mikado_loci-gene-1605.7
augustus-Nitab22-processed-gene-1550.6	maker-Nitab19-pred_gff_Mikado_loci-gene-633.13
maker-Nitab22-augustus-gene-2014.0	augustus-Nitab19-processed-gene-84.1
maker-Nitab06-augustus-gene-441.3	maker-Nitab04-augustus-gene-996.9
maker-Nitab05-augustus-gene-234.0	maker-Nitab02-augustus-gene-154.24
maker-Nitab03-augustus-gene-1704.21	maker-Nitab17-augustus-gene-1252.8
maker-Nitab05-augustus-gene-430.15	maker-Nitab19-pred_gff_Mikado_loci-gene-726.10
maker-Nitab05-augustus-gene-926.19	maker-Nitab19-augustus-gene-278.0
augustus-Nitab06-processed-gene-258.18	augustus-Nitab04-processed-gene-920.14
maker-Nitab06-augustus-gene-1670.0	maker-Nitab04-augustus-gene-79.0
maker-Nitab05-pred_gff_Mikado_loci-gene-1548.6	maker-Nitab23-pred_gff_Mikado_loci-gene-310.2
maker-Nitab06-augustus-gene-828.2	maker-Nitab04-augustus-gene-765.1
maker-Nitab01-augustus-gene-1827.65	maker-Nitab01-pred_gff_Mikado_loci-gene-1868.40
maker-Nitab16-augustus-gene-157.27	maker-Nitab02-pred_gff_Mikado_loci-gene-154.8
maker-Nitab17-augustus-gene-1278.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1320.17
augustus-Nitab06-processed-gene-641.28	maker-Nitab04-augustus-gene-1157.13
maker-Nitab01-augustus-gene-224.2	augustus-Nitab12-processed-gene-828.1
maker-Nitab22-pred_gff_Mikado_loci-gene-1958.2	maker-Nitab19-pred_gff_Mikado_loci-gene-149.0
maker-Nitab03-augustus-gene-557.9	maker-Nitab14-augustus-gene-752.8
maker-Nitab03-pred_gff_Mikado_loci-gene-725.10	maker-Nitab17-pred_gff_Mikado_loci-gene-1140.7
maker-Nitab10-augustus-gene-168.6	maker-Nitab17-pred_gff_Mikado_loci-gene-689.0
maker-Nitab17-augustus-gene-901.22	maker-Nitab17-pred_gff_Mikado_loci-gene-1636.0
maker-Nitab07-pred_gff_Mikado_loci-gene-978.3	maker-Nitab22-pred_gff_Mikado_loci-gene-483.12
maker-Nitab03-augustus-gene-1053.17	augustus-Nitab24-processed-gene-339.2
maker-Nitab03-augustus-gene-1715.58	augustus-Nitab17-processed-gene-1237.0
maker-Nitab07-pred_gff_Mikado_loci-gene-623.17	augustus-Nitab12-processed-gene-891.30
maker-Nitab21-pred_gff_Mikado_loci-gene-264.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1183.5
maker-Nitab05-pred_gff_Mikado_loci-gene-120.29	maker-Nitab17-augustus-gene-545.5
maker-Nitab07-augustus-gene-708.5	maker-Nitab23-augustus-gene-1137.5
maker-Nitab01-augustus-gene-748.1	maker-Nitab02-pred_gff_Mikado_loci-gene-896.11
maker-Nitab20-pred_gff_Mikado_loci-gene-1316.0	augustus-Nitab04-processed-gene-149.18
