augustus-Nitab20-processed-gene-16.2	maker-Nitab13-augustus-gene-241.15
maker-Nitab20-augustus-gene-1204.2	maker-Nitab15-augustus-gene-195.6
maker-Nitab20-augustus-gene-1205.8	maker-Nitab04-pred_gff_Mikado_loci-gene-20.26
maker-Nitab20-pred_gff_Mikado_loci-gene-1252.2	maker-Nitab22-augustus-gene-180.7
maker-Nitab20-augustus-gene-1256.10	maker-Nitab22-augustus-gene-180.16
maker-Nitab20-augustus-gene-1266.14	maker-Nitab15-augustus-gene-143.13
maker-Nitab20-augustus-gene-1297.0	maker-Nitab15-pred_gff_Mikado_loci-gene-127.14
maker-Nitab20-augustus-gene-1294.0	maker-Nitab22-pred_gff_Mikado_loci-gene-156.0
augustus-Nitab20-processed-gene-1335.6	maker-Nitab15-augustus-gene-110.8
maker-Nitab20-pred_gff_Mikado_loci-gene-1316.0	augustus-Nitab04-processed-gene-149.18
maker-Nitab20-augustus-gene-1408.6	maker-Nitab13-augustus-gene-56.18
maker-Nitab20-pred_gff_Mikado_loci-gene-1425.5	augustus-Nitab15-processed-gene-45.5
maker-Nitab20-pred_gff_Mikado_loci-gene-1376.14	maker-Nitab15-pred_gff_Mikado_loci-gene-76.17
maker-Nitab20-augustus-gene-1426.5	maker-Nitab13-pred_gff_Mikado_loci-gene-803.8
maker-Nitab20-pred_gff_Mikado_loci-gene-1437.19	maker-Nitab06-augustus-gene-1600.17
maker-Nitab20-pred_gff_Mikado_loci-gene-1441.22	maker-Nitab13-pred_gff_Mikado_loci-gene-73.8
maker-Nitab20-pred_gff_Mikado_loci-gene-1464.0	augustus-Nitab15-processed-gene-12.5
maker-Nitab20-pred_gff_Mikado_loci-gene-1434.29	maker-Nitab14-pred_gff_Mikado_loci-gene-236.33
maker-Nitab20-pred_gff_Mikado_loci-gene-1473.5	maker-Nitab09-augustus-gene-1119.16
maker-Nitab20-pred_gff_Mikado_loci-gene-1466.40	maker-Nitab09-augustus-gene-1120.32
augustus-Nitab08-processed-gene-4.7	augustus-Nitab22-processed-gene-349.23
maker-Nitab08-augustus-gene-24.32	maker-Nitab04-pred_gff_Mikado_loci-gene-42.26
maker-Nitab08-augustus-gene-26.11	maker-Nitab22-augustus-gene-383.9
maker-Nitab08-pred_gff_Mikado_loci-gene-78.6	maker-Nitab22-augustus-gene-152.8
maker-Nitab08-augustus-gene-79.2	maker-Nitab22-augustus-gene-154.5
maker-Nitab08-augustus-gene-90.5	maker-Nitab22-pred_gff_Mikado_loci-gene-148.2
maker-Nitab08-pred_gff_Mikado_loci-gene-128.9	maker-Nitab24-augustus-gene-143.8
maker-Nitab08-augustus-gene-142.8	maker-Nitab04-augustus-gene-241.15
maker-Nitab08-augustus-gene-171.2	maker-Nitab19-augustus-gene-403.2
maker-Nitab08-augustus-gene-204.8	maker-Nitab22-augustus-gene-47.5
maker-Nitab08-pred_gff_Mikado_loci-gene-225.20	maker-Nitab19-pred_gff_Mikado_loci-gene-563.5
maker-Nitab08-pred_gff_Mikado_loci-gene-239.0	maker-Nitab17-pred_gff_Mikado_loci-gene-188.7
maker-Nitab08-augustus-gene-251.0	maker-Nitab02-augustus-gene-975.1
maker-Nitab08-augustus-gene-253.4	maker-Nitab19-augustus-gene-637.2
augustus-Nitab08-processed-gene-256.19	maker-Nitab22-pred_gff_Mikado_loci-gene-20.3
maker-Nitab08-augustus-gene-286.8	maker-Nitab12-augustus-gene-575.2
maker-Nitab08-augustus-gene-304.16	augustus-Nitab22-processed-gene-255.5
maker-Nitab08-pred_gff_Mikado_loci-gene-329.1	maker-Nitab23-pred_gff_Mikado_loci-gene-428.7
maker-Nitab08-pred_gff_Mikado_loci-gene-413.0	maker-Nitab04-pred_gff_Mikado_loci-gene-95.13
maker-Nitab08-pred_gff_Mikado_loci-gene-489.0	maker-Nitab12-augustus-gene-711.0
maker-Nitab08-pred_gff_Mikado_loci-gene-507.20	maker-Nitab22-pred_gff_Mikado_loci-gene-468.6
maker-Nitab08-augustus-gene-530.5	maker-Nitab22-augustus-gene-471.7
maker-Nitab08-augustus-gene-535.1	maker-Nitab22-pred_gff_Mikado_loci-gene-502.0
maker-Nitab08-augustus-gene-580.17	maker-Nitab24-pred_gff_Mikado_loci-gene-603.14
maker-Nitab08-augustus-gene-594.2	maker-Nitab22-augustus-gene-546.2
maker-Nitab08-pred_gff_Mikado_loci-gene-632.6	augustus-Nitab21-processed-gene-920.15
maker-Nitab08-augustus-gene-754.1	maker-Nitab04-pred_gff_Mikado_loci-gene-913.0
maker-Nitab08-pred_gff_Mikado_loci-gene-772.0	maker-Nitab09-pred_gff_Mikado_loci-gene-1004.1
maker-Nitab08-augustus-gene-773.0	maker-Nitab11-pred_gff_Mikado_loci-gene-15.5
maker-Nitab08-pred_gff_Mikado_loci-gene-787.0	maker-Nitab09-pred_gff_Mikado_loci-gene-1018.11
maker-Nitab08-pred_gff_Mikado_loci-gene-831.0	maker-Nitab13-augustus-gene-997.18
maker-Nitab08-augustus-gene-843.3	maker-Nitab18-pred_gff_Mikado_loci-gene-108.0
maker-Nitab08-augustus-gene-893.5	maker-Nitab19-augustus-gene-797.5
maker-Nitab08-augustus-gene-928.9	augustus-Nitab02-processed-gene-173.4
maker-Nitab08-pred_gff_Mikado_loci-gene-1028.5	maker-Nitab22-pred_gff_Mikado_loci-gene-516.9
augustus-Nitab08-processed-gene-1042.15	maker-Nitab22-pred_gff_Mikado_loci-gene-537.13
maker-Nitab08-augustus-gene-1059.1	maker-Nitab04-pred_gff_Mikado_loci-gene-314.12
maker-Nitab08-augustus-gene-1074.4	maker-Nitab22-pred_gff_Mikado_loci-gene-761.0
maker-Nitab08-pred_gff_Mikado_loci-gene-1115.0	maker-Nitab22-pred_gff_Mikado_loci-gene-797.2
maker-Nitab08-augustus-gene-1114.7	maker-Nitab21-augustus-gene-331.1
maker-Nitab08-augustus-gene-1177.0	maker-Nitab21-pred_gff_Mikado_loci-gene-361.24
augustus-Nitab08-processed-gene-1178.3	maker-Nitab04-pred_gff_Mikado_loci-gene-501.11
augustus-Nitab08-processed-gene-1341.5	maker-Nitab15-augustus-gene-781.3
maker-Nitab08-pred_gff_Mikado_loci-gene-1364.5	maker-Nitab21-pred_gff_Mikado_loci-gene-602.7
maker-Nitab08-augustus-gene-1417.3	maker-Nitab02-augustus-gene-865.9
maker-Nitab08-augustus-gene-1443.0	augustus-Nitab21-processed-gene-790.1
maker-Nitab08-augustus-gene-1474.8	maker-Nitab02-pred_gff_Mikado_loci-gene-829.18
maker-Nitab08-augustus-gene-1487.2	maker-Nitab21-augustus-gene-815.5
maker-Nitab08-pred_gff_Mikado_loci-gene-1500.11	maker-Nitab21-augustus-gene-822.4
maker-Nitab08-augustus-gene-1637.6	maker-Nitab23-augustus-gene-109.2
maker-Nitab08-pred_gff_Mikado_loci-gene-1648.7	maker-Nitab02-pred_gff_Mikado_loci-gene-1231.8
maker-Nitab08-augustus-gene-1656.2	maker-Nitab02-pred_gff_Mikado_loci-gene-1159.210
maker-Nitab08-pred_gff_Mikado_loci-gene-1697.1	augustus-Nitab21-processed-gene-983.10
maker-Nitab08-pred_gff_Mikado_loci-gene-1698.23	maker-Nitab09-augustus-gene-305.10
maker-Nitab08-augustus-gene-1727.2	maker-Nitab21-augustus-gene-1010.6
augustus-Nitab08-processed-gene-1745.9	maker-Nitab21-augustus-gene-1050.12
maker-Nitab08-augustus-gene-1749.5	maker-Nitab18-augustus-gene-1374.1
maker-Nitab08-augustus-gene-1756.4	maker-Nitab18-augustus-gene-1484.7
maker-Nitab09-augustus-gene-14.17	augustus-Nitab18-processed-gene-1490.19
maker-Nitab09-pred_gff_Mikado_loci-gene-66.19	maker-Nitab18-pred_gff_Mikado_loci-gene-1435.5
augustus-Nitab09-processed-gene-98.12	maker-Nitab18-pred_gff_Mikado_loci-gene-1394.6
maker-Nitab09-augustus-gene-99.3	maker-Nitab09-pred_gff_Mikado_loci-gene-142.20
maker-Nitab09-augustus-gene-947.7	augustus-Nitab19-processed-gene-1173.10
maker-Nitab09-augustus-gene-951.4	maker-Nitab09-augustus-gene-961.13
maker-Nitab06-augustus-gene-0.9	maker-Nitab19-augustus-gene-1332.17
maker-Nitab06-augustus-gene-9.0	maker-Nitab04-augustus-gene-1317.24
augustus-Nitab06-processed-gene-59.0	maker-Nitab04-augustus-gene-1301.8
maker-Nitab06-augustus-gene-85.9	maker-Nitab13-augustus-gene-252.5
maker-Nitab06-pred_gff_Mikado_loci-gene-88.4	augustus-Nitab13-processed-gene-259.0
maker-Nitab06-pred_gff_Mikado_loci-gene-93.6	maker-Nitab13-augustus-gene-1083.5
maker-Nitab06-augustus-gene-164.0	maker-Nitab04-pred_gff_Mikado_loci-gene-1221.4
maker-Nitab06-augustus-gene-256.6	maker-Nitab18-pred_gff_Mikado_loci-gene-2.11
augustus-Nitab06-processed-gene-258.18	augustus-Nitab04-processed-gene-920.14
maker-Nitab06-augustus-gene-304.7	maker-Nitab04-pred_gff_Mikado_loci-gene-857.0
maker-Nitab06-augustus-gene-356.11	maker-Nitab06-pred_gff_Mikado_loci-gene-356.5
maker-Nitab06-augustus-gene-441.3	maker-Nitab04-augustus-gene-996.9
maker-Nitab06-pred_gff_Mikado_loci-gene-450.15	maker-Nitab19-pred_gff_Mikado_loci-gene-1395.24
maker-Nitab06-pred_gff_Mikado_loci-gene-462.4	maker-Nitab04-pred_gff_Mikado_loci-gene-853.16
augustus-Nitab06-processed-gene-533.5	augustus-Nitab15-processed-gene-809.2
maker-Nitab06-augustus-gene-534.11	maker-Nitab04-augustus-gene-818.6
maker-Nitab06-augustus-gene-663.9	maker-Nitab22-augustus-gene-28.7
maker-Nitab06-pred_gff_Mikado_loci-gene-779.6	maker-Nitab02-pred_gff_Mikado_loci-gene-245.5
maker-Nitab06-augustus-gene-805.6	maker-Nitab04-pred_gff_Mikado_loci-gene-915.0
maker-Nitab06-pred_gff_Mikado_loci-gene-842.21	maker-Nitab04-augustus-gene-759.20
maker-Nitab06-augustus-gene-871.11	maker-Nitab19-augustus-gene-818.14
maker-Nitab06-augustus-gene-900.9	maker-Nitab13-augustus-gene-582.3
maker-Nitab06-augustus-gene-905.1	maker-Nitab22-augustus-gene-364.3
maker-Nitab06-augustus-gene-917.7	maker-Nitab19-augustus-gene-882.6
maker-Nitab06-pred_gff_Mikado_loci-gene-951.7	maker-Nitab04-augustus-gene-728.13
maker-Nitab06-pred_gff_Mikado_loci-gene-995.10	maker-Nitab24-augustus-gene-612.1
maker-Nitab06-augustus-gene-1035.5	maker-Nitab19-augustus-gene-574.16
maker-Nitab06-pred_gff_Mikado_loci-gene-1041.12	maker-Nitab04-pred_gff_Mikado_loci-gene-665.1
maker-Nitab06-pred_gff_Mikado_loci-gene-1075.0	maker-Nitab13-augustus-gene-719.7
maker-Nitab06-augustus-gene-1109.9	maker-Nitab19-augustus-gene-1060.10
maker-Nitab06-augustus-gene-1145.9	maker-Nitab04-pred_gff_Mikado_loci-gene-599.39
maker-Nitab06-augustus-gene-1143.11	augustus-Nitab04-processed-gene-599.0
maker-Nitab06-augustus-gene-1186.8	maker-Nitab04-pred_gff_Mikado_loci-gene-591.13
maker-Nitab06-augustus-gene-1192.6	maker-Nitab13-augustus-gene-697.4
maker-Nitab06-augustus-gene-1210.1	maker-Nitab04-augustus-gene-574.7
maker-Nitab06-pred_gff_Mikado_loci-gene-1219.18	maker-Nitab09-pred_gff_Mikado_loci-gene-1043.0
maker-Nitab06-augustus-gene-1234.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1220.0
augustus-Nitab06-processed-gene-1318.6	maker-Nitab04-pred_gff_Mikado_loci-gene-498.9
maker-Nitab06-pred_gff_Mikado_loci-gene-1328.6	maker-Nitab04-pred_gff_Mikado_loci-gene-495.12
augustus-Nitab06-processed-gene-1365.2	maker-Nitab21-pred_gff_Mikado_loci-gene-428.1
maker-Nitab06-augustus-gene-1392.8	maker-Nitab04-pred_gff_Mikado_loci-gene-406.22
maker-Nitab06-pred_gff_Mikado_loci-gene-1401.16	maker-Nitab12-augustus-gene-1172.7
maker-Nitab06-augustus-gene-1425.10	maker-Nitab12-pred_gff_Mikado_loci-gene-281.4
maker-Nitab06-augustus-gene-1441.4	maker-Nitab04-augustus-gene-472.4
maker-Nitab06-pred_gff_Mikado_loci-gene-1486.18	maker-Nitab09-augustus-gene-684.0
augustus-Nitab06-processed-gene-1516.1	maker-Nitab04-pred_gff_Mikado_loci-gene-341.0
maker-Nitab06-augustus-gene-1520.1	augustus-Nitab04-processed-gene-141.34
maker-Nitab06-pred_gff_Mikado_loci-gene-1519.6	maker-Nitab04-augustus-gene-337.4
maker-Nitab06-augustus-gene-1535.24	maker-Nitab04-pred_gff_Mikado_loci-gene-334.15
augustus-Nitab06-processed-gene-1541.4	maker-Nitab04-pred_gff_Mikado_loci-gene-327.14
maker-Nitab06-pred_gff_Mikado_loci-gene-1539.1	maker-Nitab04-pred_gff_Mikado_loci-gene-328.0
maker-Nitab06-augustus-gene-1594.2	maker-Nitab04-augustus-gene-45.9
maker-Nitab06-pred_gff_Mikado_loci-gene-1614.0	augustus-Nitab09-processed-gene-1153.14
maker-Nitab06-augustus-gene-1623.0	augustus-Nitab04-processed-gene-23.4
maker-Nitab06-augustus-gene-1648.14	maker-Nitab04-augustus-gene-733.2
maker-Nitab06-augustus-gene-1668.3	maker-Nitab04-augustus-gene-80.30
maker-Nitab06-pred_gff_Mikado_loci-gene-1690.2	maker-Nitab14-pred_gff_Mikado_loci-gene-764.0
maker-Nitab06-augustus-gene-1686.11	maker-Nitab15-augustus-gene-170.2
maker-Nitab06-augustus-gene-1697.12	maker-Nitab15-augustus-gene-156.0
maker-Nitab06-augustus-gene-1706.4	maker-Nitab09-pred_gff_Mikado_loci-gene-1028.7
maker-Nitab06-augustus-gene-1725.6	maker-Nitab15-augustus-gene-152.2
maker-Nitab06-augustus-gene-1717.26	maker-Nitab22-augustus-gene-402.2
maker-Nitab06-augustus-gene-1737.4	maker-Nitab21-augustus-gene-954.7
augustus-Nitab06-processed-gene-1744.7	maker-Nitab04-pred_gff_Mikado_loci-gene-114.5
augustus-Nitab06-processed-gene-1769.1	maker-Nitab04-augustus-gene-140.9
maker-Nitab06-pred_gff_Mikado_loci-gene-1781.1	maker-Nitab22-augustus-gene-142.5
maker-Nitab06-pred_gff_Mikado_loci-gene-1779.6	maker-Nitab04-pred_gff_Mikado_loci-gene-152.8
maker-Nitab06-augustus-gene-1797.6	maker-Nitab17-augustus-gene-97.40
maker-Nitab06-augustus-gene-1797.14	maker-Nitab17-pred_gff_Mikado_loci-gene-97.11
maker-Nitab06-augustus-gene-1806.0	maker-Nitab22-augustus-gene-204.10
maker-Nitab06-augustus-gene-1916.10	maker-Nitab24-augustus-gene-956.1
maker-Nitab13-augustus-gene-402.15	maker-Nitab15-pred_gff_Mikado_loci-gene-383.4
maker-Nitab13-pred_gff_Mikado_loci-gene-886.0	maker-Nitab23-pred_gff_Mikado_loci-gene-823.10
maker-Nitab13-augustus-gene-933.0	maker-Nitab21-pred_gff_Mikado_loci-gene-939.9
maker-Nitab13-pred_gff_Mikado_loci-gene-1396.38	maker-Nitab14-pred_gff_Mikado_loci-gene-373.19
augustus-Nitab13-processed-gene-1425.6	maker-Nitab02-pred_gff_Mikado_loci-gene-401.1
maker-Nitab03-augustus-gene-2.0	maker-Nitab17-augustus-gene-165.4
maker-Nitab03-pred_gff_Mikado_loci-gene-0.9	maker-Nitab17-augustus-gene-168.14
maker-Nitab03-pred_gff_Mikado_loci-gene-30.25	maker-Nitab14-augustus-gene-167.13
maker-Nitab03-augustus-gene-34.0	maker-Nitab17-augustus-gene-280.6
maker-Nitab03-pred_gff_Mikado_loci-gene-70.4	maker-Nitab09-augustus-gene-1060.12
maker-Nitab03-augustus-gene-41.8	maker-Nitab02-augustus-gene-513.3
maker-Nitab03-pred_gff_Mikado_loci-gene-116.0	maker-Nitab22-augustus-gene-620.1
maker-Nitab03-augustus-gene-280.0	maker-Nitab17-augustus-gene-1305.33
maker-Nitab03-pred_gff_Mikado_loci-gene-388.2	maker-Nitab17-augustus-gene-1679.14
maker-Nitab03-pred_gff_Mikado_loci-gene-414.5	maker-Nitab19-augustus-gene-1080.3
maker-Nitab03-augustus-gene-460.15	maker-Nitab19-augustus-gene-811.2
maker-Nitab03-augustus-gene-557.9	maker-Nitab14-augustus-gene-752.8
maker-Nitab03-augustus-gene-557.10	maker-Nitab04-augustus-gene-338.3
augustus-Nitab03-processed-gene-568.2	maker-Nitab02-augustus-gene-278.6
maker-Nitab03-pred_gff_Mikado_loci-gene-622.10	maker-Nitab17-pred_gff_Mikado_loci-gene-1218.6
maker-Nitab03-augustus-gene-616.15	maker-Nitab17-augustus-gene-966.13
maker-Nitab03-augustus-gene-632.5	maker-Nitab23-pred_gff_Mikado_loci-gene-1252.10
maker-Nitab03-pred_gff_Mikado_loci-gene-645.13	maker-Nitab17-pred_gff_Mikado_loci-gene-940.35
maker-Nitab03-augustus-gene-654.9	maker-Nitab14-pred_gff_Mikado_loci-gene-1007.0
maker-Nitab03-augustus-gene-708.0	maker-Nitab19-pred_gff_Mikado_loci-gene-744.6
maker-Nitab03-pred_gff_Mikado_loci-gene-725.10	maker-Nitab17-pred_gff_Mikado_loci-gene-1140.7
maker-Nitab03-augustus-gene-763.11	maker-Nitab24-pred_gff_Mikado_loci-gene-1077.0
maker-Nitab03-pred_gff_Mikado_loci-gene-769.0	maker-Nitab14-pred_gff_Mikado_loci-gene-933.0
maker-Nitab03-augustus-gene-780.2	maker-Nitab17-pred_gff_Mikado_loci-gene-1683.4
maker-Nitab03-augustus-gene-809.6	maker-Nitab15-augustus-gene-325.4
maker-Nitab03-pred_gff_Mikado_loci-gene-824.1	maker-Nitab17-augustus-gene-1146.8
maker-Nitab03-augustus-gene-828.1	maker-Nitab17-pred_gff_Mikado_loci-gene-485.0
maker-Nitab03-augustus-gene-828.5	maker-Nitab17-augustus-gene-482.2
augustus-Nitab03-processed-gene-833.2	maker-Nitab15-pred_gff_Mikado_loci-gene-634.5
maker-Nitab03-augustus-gene-846.12	maker-Nitab17-augustus-gene-1157.7
augustus-Nitab03-processed-gene-984.0	maker-Nitab14-pred_gff_Mikado_loci-gene-969.3
maker-Nitab03-pred_gff_Mikado_loci-gene-991.0	maker-Nitab14-augustus-gene-976.16
maker-Nitab03-pred_gff_Mikado_loci-gene-1052.3	maker-Nitab17-augustus-gene-1619.12
maker-Nitab03-augustus-gene-1053.17	augustus-Nitab24-processed-gene-339.2
maker-Nitab03-augustus-gene-1059.9	maker-Nitab17-pred_gff_Mikado_loci-gene-574.23
maker-Nitab03-pred_gff_Mikado_loci-gene-1124.8	maker-Nitab02-pred_gff_Mikado_loci-gene-622.0
maker-Nitab03-augustus-gene-1109.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1583.2
maker-Nitab03-pred_gff_Mikado_loci-gene-1141.1	augustus-Nitab17-processed-gene-1557.5
maker-Nitab03-augustus-gene-1148.1	maker-Nitab17-augustus-gene-1552.8
maker-Nitab03-pred_gff_Mikado_loci-gene-1274.10	maker-Nitab17-augustus-gene-1497.11
maker-Nitab03-pred_gff_Mikado_loci-gene-1370.22	maker-Nitab03-augustus-gene-1334.25
maker-Nitab03-augustus-gene-1395.21	maker-Nitab17-augustus-gene-1457.26
maker-Nitab03-augustus-gene-1456.0	augustus-Nitab19-processed-gene-989.4
maker-Nitab03-augustus-gene-1529.12	maker-Nitab23-augustus-gene-1388.8
maker-Nitab03-augustus-gene-1530.14	maker-Nitab17-augustus-gene-1309.0
maker-Nitab03-augustus-gene-1570.6	maker-Nitab12-augustus-gene-1158.7
maker-Nitab03-pred_gff_Mikado_loci-gene-1572.15	maker-Nitab12-augustus-gene-1156.9
maker-Nitab03-pred_gff_Mikado_loci-gene-1641.3	maker-Nitab03-pred_gff_Mikado_loci-gene-1664.5
augustus-Nitab03-processed-gene-1712.19	maker-Nitab24-augustus-gene-106.3
maker-Nitab03-augustus-gene-1704.12	maker-Nitab17-pred_gff_Mikado_loci-gene-1252.27
maker-Nitab03-augustus-gene-1704.21	maker-Nitab17-augustus-gene-1252.8
maker-Nitab03-augustus-gene-1715.58	augustus-Nitab17-processed-gene-1237.0
maker-Nitab03-augustus-gene-1303.38	augustus-Nitab14-processed-gene-538.4
augustus-Nitab11-processed-gene-0.12	maker-Nitab11-pred_gff_Mikado_loci-gene-65.11
augustus-Nitab11-processed-gene-47.4	augustus-Nitab23-processed-gene-436.15
maker-Nitab11-augustus-gene-53.14	maker-Nitab13-augustus-gene-1347.2
maker-Nitab11-augustus-gene-121.0	maker-Nitab13-pred_gff_Mikado_loci-gene-1337.30
maker-Nitab11-augustus-gene-129.9	maker-Nitab22-augustus-gene-519.19
maker-Nitab11-augustus-gene-138.1	maker-Nitab11-pred_gff_Mikado_loci-gene-111.1
maker-Nitab11-augustus-gene-185.7	maker-Nitab13-augustus-gene-1305.5
maker-Nitab11-augustus-gene-384.1	maker-Nitab13-augustus-gene-1085.5
maker-Nitab11-augustus-gene-556.4	maker-Nitab13-augustus-gene-1265.6
maker-Nitab11-augustus-gene-611.4	maker-Nitab04-pred_gff_Mikado_loci-gene-223.16
maker-Nitab11-pred_gff_Mikado_loci-gene-616.0	maker-Nitab13-pred_gff_Mikado_loci-gene-999.1
maker-Nitab11-pred_gff_Mikado_loci-gene-737.5	maker-Nitab04-pred_gff_Mikado_loci-gene-596.1
maker-Nitab11-pred_gff_Mikado_loci-gene-785.1	maker-Nitab13-pred_gff_Mikado_loci-gene-712.0
maker-Nitab11-pred_gff_Mikado_loci-gene-801.6	maker-Nitab04-pred_gff_Mikado_loci-gene-704.1
maker-Nitab11-augustus-gene-816.4	maker-Nitab04-pred_gff_Mikado_loci-gene-738.1
maker-Nitab11-augustus-gene-853.3	augustus-Nitab11-processed-gene-11.2
maker-Nitab11-augustus-gene-894.10	maker-Nitab19-pred_gff_Mikado_loci-gene-1455.9
augustus-Nitab11-processed-gene-915.0	maker-Nitab13-augustus-gene-516.0
maker-Nitab11-augustus-gene-929.9	maker-Nitab21-pred_gff_Mikado_loci-gene-982.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1003.1	maker-Nitab13-pred_gff_Mikado_loci-gene-828.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1011.12	maker-Nitab13-pred_gff_Mikado_loci-gene-833.12
maker-Nitab11-pred_gff_Mikado_loci-gene-1053.0	maker-Nitab13-augustus-gene-803.13
maker-Nitab11-augustus-gene-1141.1	maker-Nitab24-augustus-gene-268.14
maker-Nitab11-augustus-gene-1148.3	maker-Nitab13-pred_gff_Mikado_loci-gene-993.20
augustus-Nitab11-processed-gene-1156.2	maker-Nitab09-pred_gff_Mikado_loci-gene-798.28
maker-Nitab11-augustus-gene-1168.7	maker-Nitab13-augustus-gene-269.1
augustus-Nitab11-processed-gene-1185.3	maker-Nitab13-pred_gff_Mikado_loci-gene-262.1
maker-Nitab11-augustus-gene-1187.6	maker-Nitab13-pred_gff_Mikado_loci-gene-1087.7
augustus-Nitab11-processed-gene-1192.1	maker-Nitab11-pred_gff_Mikado_loci-gene-106.2
maker-Nitab11-augustus-gene-1247.4	maker-Nitab23-pred_gff_Mikado_loci-gene-1407.16
maker-Nitab11-pred_gff_Mikado_loci-gene-1257.2	maker-Nitab02-augustus-gene-1112.15
maker-Nitab11-pred_gff_Mikado_loci-gene-1303.15	maker-Nitab11-augustus-gene-14.5
maker-Nitab11-augustus-gene-1322.8	maker-Nitab11-pred_gff_Mikado_loci-gene-85.31
maker-Nitab11-augustus-gene-1325.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1164.15
maker-Nitab11-pred_gff_Mikado_loci-gene-1331.3	maker-Nitab13-pred_gff_Mikado_loci-gene-1364.0
maker-Nitab11-pred_gff_Mikado_loci-gene-1344.11	maker-Nitab13-pred_gff_Mikado_loci-gene-1344.0
maker-Nitab11-augustus-gene-1340.23	maker-Nitab14-augustus-gene-941.5
maker-Nitab11-pred_gff_Mikado_loci-gene-1364.0	maker-Nitab13-augustus-gene-1201.4
maker-Nitab11-pred_gff_Mikado_loci-gene-1426.23	maker-Nitab14-augustus-gene-94.7
augustus-Nitab11-processed-gene-1422.38	maker-Nitab14-pred_gff_Mikado_loci-gene-618.0
maker-Nitab11-augustus-gene-1435.0	maker-Nitab14-pred_gff_Mikado_loci-gene-76.20
maker-Nitab11-pred_gff_Mikado_loci-gene-1439.7	maker-Nitab19-pred_gff_Mikado_loci-gene-1417.8
augustus-Nitab10-processed-gene-22.0	maker-Nitab23-augustus-gene-1414.16
augustus-Nitab10-processed-gene-26.28	augustus-Nitab02-processed-gene-9.17
augustus-Nitab10-processed-gene-46.4	maker-Nitab24-pred_gff_Mikado_loci-gene-190.6
