Nsyl,Ntom,HEB,p_value,q_value
Nitab11g020860.1,Nitab13g011530.1,-7.144434287727419,2.56383803077e-12,2.30871809151e-10
Nitab06g008180.1,Nitab04g027680.1,-7.7977949171107275,2.59847698914e-12,2.32354722098e-10
Nitab05g005980.1,Nitab24g007390.1,-7.715534091203143,2.60813592945e-12,2.31598848124e-10
Nitab19g022600.1,Nitab19g021340.1,-7.248322294905595,2.85893531071e-12,2.52118660814e-10
Nitab09g007610.1,Nitab09g008340.1,-6.8155221638247845,4.07496258958e-12,3.45076467768e-10
Nitab11g023490.1,Nitab17g024350.1,-6.983940804570197,4.43156622509e-12,3.67963878703e-10
Nitab10g006520.1,Nitab03g033720.1,-7.365083471385392,4.74187356048e-12,3.91189272373e-10
Nitab21g006910.1,Nitab02g027850.1,-7.1972442216200365,5.39079891837e-12,4.39058253307e-10
Nitab01g006640.1,Nitab17g010400.1,-6.741162917579841,5.75495207045e-12,4.62821208332e-10
Nitab08g011320.1,Nitab22g011960.1,-7.210666136320963,6.33337826628e-12,5.06155674318e-10
Nitab05g007960.1,Nitab19g021070.1,-6.656768636065222,7.06601444023e-12,5.57735349674e-10
Nitab10g024600.1,Nitab21g016150.1,-7.143967873561021,7.16571246784e-12,5.62134756603e-10
Nitab20g018630.1,Nitab17g007520.1,-7.790605678826449,7.26718685229e-12,5.66619013904e-10
Nitab03g007860.1,Nitab17g028250.1,-6.665890298469886,8.39861513668e-12,6.43072405705e-10
Nitab16g016490.1,Nitab15g011670.1,-6.6323219493488015,8.80706618744e-12,6.66366599638e-10
Nitab20g015050.1,Nitab15g008130.1,-8.064920726420056,8.87856455023e-12,6.67824734728e-10
Nitab21g009110.1,Nitab17g033840.1,-7.2016221436923935,9.42479427835e-12,7.04765172147e-10
Nitab10g014910.1,Nitab02g014290.1,-6.723960922496828,9.9820152144e-12,7.37803633217e-10
Nitab22g029940.1,Nitab19g015190.1,-7.45408369308401,1.00256469793e-11,7.36769815655e-10
Nitab16g016200.1,Nitab06g035390.1,-6.63876466876895,1.06306075054e-11,7.76763303837e-10
Nitab16g010590.1,Nitab12g007730.1,-6.97858593803831,1.11315401341e-11,8.04175162117e-10
Nitab18g014210.1,Nitab09g015610.1,-6.689059138180146,1.26417765145e-11,9.08148293769e-10
Nitab03g014800.1,Nitab17g039560.1,-6.752230365255472,1.45876644098e-11,1.04208080898e-09
Nitab01g013270.1,Nitab14g014860.1,-7.256020989057937,1.53753676457e-11,1.08621450876e-09
Nitab08g023650.1,Nitab21g015400.1,-6.958402648116877,1.60451651965e-11,1.12730509543e-09
Nitab07g027180.1,Nitab14g011950.1,-6.5343353263523785,1.83775217266e-11,1.2841167777e-09
Nitab11g010420.1,Nitab13g023430.1,-6.906158566889934,2.02726724297e-11,1.39369173311e-09
Nitab10g020570.1,Nitab02g022200.1,-6.628664081821592,2.12491135798e-11,1.45300756869e-09
Nitab03g006100.1,Nitab17g010930.1,-7.215942783377366,2.21468399175e-11,1.49836847632e-09
Nitab10g021950.1,Nitab24g021910.1,-6.912447881518165,2.9338864671e-11,1.97450559236e-09
Nitab16g010740.1,Nitab12g007910.1,-6.582759304341688,2.97312174879e-11,1.99043496345e-09
Nitab18g020240.1,Nitab09g012570.1,-7.805624359990212,3.19398951731e-11,2.12716374781e-09
Nitab19g026750.1,Nitab19g026700.1,-6.861003836686398,3.34214877995e-11,2.21430344296e-09
Nitab07g019590.1,Nitab19g032770.1,-7.613271601641204,3.40892869488e-11,2.24690573306e-09
Nitab21g010560.1,Nitab14g016390.1,-6.638577028666051,3.51836337842e-11,2.30714423179e-09
Nitab06g009340.1,Nitab04g028810.1,-7.2094485726938,3.52010642857e-11,2.29651025011e-09
Nitab01g021080.1,Nitab09g008880.1,-6.467505696860906,3.71457309356e-11,2.41107848464e-09
Nitab05g009900.1,Nitab24g011670.1,-6.653541654604256,3.8377745426e-11,2.47846581193e-09
Nitab03g014810.1,Nitab24g025100.1,-6.295803172492782,4.04265509957e-11,2.59765983709e-09
Nitab20g009720.1,Nitab22g021620.1,-6.611052033029541,4.0994874162e-11,2.62100727955e-09
Nitab05g026900.1,Nitab22g010150.1,-6.7865198141043965,4.33032498748e-11,2.75481918482e-09
Nitab20g023410.1,Nitab13g006560.1,-6.265542499664299,4.71445105177e-11,2.98434087124e-09
Nitab06g005000.1,Nitab19g033700.1,-6.2593387950067765,4.86255480325e-11,3.06293045661e-09
Nitab11g017780.1,Nitab11g005510.1,-7.213151918436345,4.93018958991e-11,3.07523581884e-09
Nitab06g009060.1,Nitab06g009080.1,-6.6720583718478546,5.47532019723e-11,3.39868540592e-09
Nitab08g023140.1,Nitab21g013520.1,-6.470152855229042,5.82671688676e-11,3.59933472613e-09
Nitab17g006430.1,Nitab17g009770.1,-6.235699188782065,5.9825477905e-11,3.6778287787e-09
Nitab01g011480.1,Nitab15g019050.1,-6.197790492424864,6.26106944068e-11,3.83063612144e-09
Nitab01g020030.1,Nitab21g013830.1,-7.141949208132744,6.55513421322e-11,3.99145243735e-09
Nitab08g021120.1,Nitab22g021800.1,-6.413588143169146,7.12798708946e-11,4.31969530393e-09
Nitab07g029320.1,Nitab19g037150.1,-7.438499550237075,7.27148341539e-11,4.38587068079e-09
Nitab21g005190.1,Nitab23g013290.1,-6.262547861478552,7.51144701994e-11,4.50933676263e-09
Nitab08g024480.1,Nitab21g015470.1,-6.314231272238214,8.93294327398e-11,5.26385002969e-09
Nitab16g009990.1,Nitab24g006330.1,-7.055623610227433,9.40381106318e-11,5.46575145749e-09
Nitab10g019900.1,Nitab02g021090.1,-7.398294224621823,1.02244435141e-10,5.91583525857e-09
Nitab10g017210.1,Nitab19g027850.1,-6.124123845083752,1.39787958986e-10,7.8397746998e-09
Nitab11g022310.1,Nitab02g024640.1,-6.098398566373886,1.41463729619e-10,7.89911227355e-09
Nitab07g028530.1,Nitab22g005300.1,-6.955753433234725,1.44346423703e-10,8.02503356473e-09
Nitab22g029280.1,Nitab24g013080.1,-6.251575358321569,1.57718282878e-10,8.69286070329e-09
Nitab18g015500.1,Nitab04g005590.1,-7.289578223647528,1.64087299304e-10,9.00508281629e-09
Nitab03g011380.1,Nitab02g011030.1,-6.1146792905211145,1.70083058748e-10,9.25468966899e-09
Nitab14g016940.1,Nitab14g015720.1,-6.263261608164156,1.91084814638e-10,1.0309711075e-08
Nitab01g013830.1,Nitab23g015840.1,-6.014549192298397,2.06063943686e-10,1.10711749912e-08
Nitab01g017160.1,Nitab02g019840.1,-5.994918837533759,2.08429717929e-10,1.11514259547e-08
Nitab05g011860.1,Nitab24g011480.1,-6.115794462878245,2.08436379268e-10,1.11053165904e-08
Nitab07g018680.1,Nitab17g035980.1,-6.017560283281607,2.32904473485e-10,1.23064029027e-08
Nitab03g015790.1,Nitab17g023870.1,-6.245535139965479,2.79622991428e-10,1.4714153051e-08
Nitab06g029090.1,Nitab15g009760.1,-5.999403817850997,2.83583267979e-10,1.48613903592e-08
Nitab08g011450.1,Nitab12g012730.1,-5.958532626560987,3.19345550004e-10,1.6599477837e-08
Nitab20g019990.1,Nitab04g005660.1,-6.888084416521853,3.61407792582e-10,1.86343606603e-08
Nitab11g017460.1,Nitab04g024650.1,-5.888872060380846,3.86716436651e-10,1.98592091384e-08
Nitab20g020740.1,Nitab22g009720.1,-6.091547574596537,4.21225387903e-10,2.14590001399e-08
Nitab07g023740.1,Nitab19g037160.1,-6.6970019707585156,4.35176561453e-10,2.20817567115e-08
Nitab16g014210.1,Nitab17g019160.1,-6.626583506224831,4.68867389358e-10,2.36039657784e-08
Nitab20g023810.1,Nitab14g009960.1,-5.795129965382049,4.71553573966e-10,2.35537326184e-08
Nitab08g029860.1,Nitab18g025640.1,-6.00312439260456,4.7476222953e-10,2.36217300739e-08
Nitab01g010990.1,Nitab17g021950.1,-6.294949282259468,5.16506282189e-10,2.53048499247e-08
Nitab03g024120.1,Nitab14g014010.1,-6.3951000772391415,5.42918154878e-10,2.61973375337e-08
Nitab08g011040.1,Nitab02g021520.1,-6.354419667588138,6.20026807674e-10,2.96939430327e-08
Nitab03g026300.1,Nitab14g007150.1,-6.261246370585995,6.79028500095e-10,3.22778343149e-08
Nitab06g020000.1,Nitab04g019150.1,-6.01125748927908,6.79335254716e-10,3.21728144521e-08
Nitab06g005220.1,Nitab04g032360.1,-5.94259562499563,1.0184574295e-09,4.71848375038e-08
Nitab10g014790.1,Nitab18g023700.1,-6.606872823000041,1.33853994555e-09,6.15680226034e-08
Nitab21g005580.1,Nitab19g024630.1,-5.785515938817789,1.35207656182e-09,6.19677526739e-08
Nitab10g009380.1,Nitab02g008790.1,-5.942663263613332,1.48135859135e-09,6.71706819418e-08
Nitab01g005540.1,Nitab15g024040.1,-5.84390330632738,1.65097513438e-09,7.38147518998e-08
Nitab19g021230.1,Nitab04g029270.1,-5.9526005479996655,1.73596892417e-09,7.65442573562e-08
Nitab08g019140.1,Nitab22g018000.1,-6.63846090214201,1.92807714239e-09,8.44326110264e-08
Nitab05g008010.1,Nitab24g013520.1,-6.049173384632173,2.39582886863e-09,1.01441932924e-07
Nitab11g009100.1,Nitab22g016370.1,-5.582714270143116,2.77750200617e-09,1.1721425133e-07
Nitab03g024370.1,Nitab03g025190.1,-5.740089773047533,3.39285011197e-09,1.40858358382e-07
Nitab10g022140.1,Nitab02g023550.1,-5.5241965284178685,3.59423080187e-09,1.48256223431e-07
Nitab03g007700.1,Nitab17g016810.1,-5.531180219351662,3.62872432103e-09,1.49197742421e-07
Nitab08g009860.1,Nitab17g009740.1,-6.235731210857719,4.11107570208e-09,1.66883571437e-07
Nitab06g010590.1,Nitab15g018390.1,-5.660272420339393,4.13223633089e-09,1.67211727731e-07
Nitab05g011810.1,Nitab24g009020.1,-5.437547196477714,4.73761507802e-09,1.90502779883e-07
Nitab03g029920.1,Nitab12g023580.1,-5.329679150505229,4.89726714736e-09,1.95691734417e-07
Nitab10g022940.1,Nitab02g024620.1,-5.374777773908274,5.03763974979e-09,2.00673830158e-07
Nitab16g010050.1,Nitab12g007180.1,-6.591803844012158,5.06062769468e-09,2.00341319913e-07
Nitab11g020750.1,Nitab09g015210.1,-5.363181508835484,5.13604037078e-09,2.02699222905e-07
Nitab08g015080.1,Nitab24g018390.1,-5.851145271705582,5.23205534453e-09,2.05221753652e-07
Nitab22g036340.1,Nitab19g005330.1,-6.38417994085931,7.26886106861e-09,2.74990906758e-07
Nitab08g023270.1,Nitab15g018270.1,-5.406653968561769,7.27721538585e-09,2.74494847017e-07
Nitab08g026710.1,Nitab23g007470.1,-6.006995682477523,8.78674477622e-09,3.28526624133e-07
Nitab05g019060.1,Nitab09g017540.1,-5.2647783386552405,9.43461198055e-09,3.49682270711e-07
Nitab11g015600.1,Nitab13g018250.1,-5.666580324637161,9.97255722446e-09,3.68552281009e-07
Nitab09g018250.1,Nitab09g018430.1,-5.2839068379892575,1.04032396031e-08,3.81163967922e-07
Nitab01g026030.1,Nitab02g017110.1,-5.259752587257001,1.22056883489e-08,4.39645456106e-07
Nitab10g024800.1,Nitab17g034440.1,-5.171601287366584,1.25965414766e-08,4.51182005212e-07
Nitab03g005130.1,Nitab17g007080.1,-5.6483459194875,1.29421748873e-08,4.60979360124e-07
Nitab08g020060.1,Nitab22g016630.1,-5.132776098305228,1.41187445069e-08,5.01489961136e-07
Nitab03g016470.1,Nitab17g024390.1,-5.154744341740919,1.47256151717e-08,5.20155914918e-07
Nitab17g006460.1,Nitab18g023580.1,-5.921978536733805,1.57032371551e-08,5.50129571237e-07
Nitab16g014620.1,Nitab13g007410.1,-5.095736857114954,1.60190443133e-08,5.59659889709e-07
Nitab16g005120.1,Nitab24g005660.1,-5.12703090785187,1.64989808482e-08,5.73294750288e-07
Nitab01g022390.1,Nitab23g023260.1,-5.1408418767732496,1.81664375765e-08,6.2613001965e-07
Nitab06g015710.1,Nitab19g013590.1,-5.2652601889691715,1.8597323681e-08,6.39258005133e-07
Nitab05g013080.1,Nitab19g017130.1,-5.585313496277773,2.04116971103e-08,6.94160561036e-07
Nitab08g017480.1,Nitab09g019410.1,-5.028857695470323,2.07422312659e-08,7.03530268428e-07
Nitab10g006780.1,Nitab24g011100.1,-5.802900894080592,2.28635499422e-08,7.73429135214e-07
Nitab22g033650.1,Nitab19g008310.1,-5.514269701247767,2.31341101831e-08,7.80516799237e-07
Nitab06g006020.1,Nitab04g032070.1,-5.384692039434439,2.55977390395e-08,8.61363918681e-07
Nitab05g005470.1,Nitab24g017440.1,-5.111098567791494,2.58174389645e-08,8.66476619524e-07
Nitab20g017470.1,Nitab23g019380.1,-5.0265368314043,2.59656133261e-08,8.69168318328e-07
Nitab11g018070.1,Nitab13g014640.1,-5.998922738223383,2.66481519073e-08,8.8968647112e-07
Nitab11g025790.1,Nitab09g008470.1,-5.465838200988412,2.76773729491e-08,9.19248228311e-07
Nitab20g015260.1,Nitab15g021480.1,-4.991854574967264,2.79443123086e-08,9.25709641165e-07
Nitab16g019950.1,Nitab15g012240.1,-4.995486010816054,3.09882121075e-08,1.02389216594e-06
Nitab01g023330.1,Nitab23g024120.1,-5.64469375651865,3.11292936983e-08,1.02590277969e-06
Nitab20g018020.1,Nitab15g012460.1,-6.192260968005447,3.34839997951e-08,1.09784591123e-06
Nitab01g024640.1,Nitab19g005340.1,-5.6705780167304205,3.3603646421e-08,1.09895096365e-06
Nitab03g016040.1,Nitab15g016710.1,-5.035789587092217,3.42300585654e-08,1.11373984447e-06
Nitab05g015790.1,Nitab15g019000.1,-5.004364010478993,3.49567209623e-08,1.13449642372e-06
Nitab22g036300.1,Nitab23g016340.1,-4.951913881354661,3.93536386811e-08,1.27396196915e-06
Nitab05g009770.1,Nitab02g008710.1,-5.064037779053304,4.21861119371e-08,1.35536134005e-06
Nitab01g024250.1,Nitab23g024780.1,-5.776864144451897,4.28150231935e-08,1.37211955282e-06
Nitab11g014510.1,Nitab13g021520.1,-5.489861699840537,4.65386787996e-08,1.476650337e-06
Nitab03g021470.1,Nitab17g034580.1,-4.854586886031865,4.91934681879e-08,1.55702197455e-06
Nitab18g021970.1,Nitab09g009020.1,-4.876019677343395,5.27421867291e-08,1.66111906824e-06
Nitab07g012440.1,Nitab19g024700.1,-6.07919224030084,5.63598199221e-08,1.75773906669e-06
Nitab07g024850.1,Nitab09g022320.1,-4.805934825751909,6.08480874575e-08,1.87938283652e-06
Nitab08g014650.1,Nitab22g015690.1,-4.945530830972838,6.46575486485e-08,1.99223150498e-06
Nitab18g020860.1,Nitab15g018520.1,-4.817078761596357,6.55468359589e-08,2.01477738319e-06
Nitab11g022270.1,Nitab02g024590.1,-4.900222926086419,6.74511000387e-08,2.06339046937e-06
Nitab06g019190.1,Nitab17g007970.1,-4.808338607718876,6.76603012506e-08,2.06485029139e-06
Nitab07g023420.1,Nitab23g022640.1,-5.60019069009573,6.78446365754e-08,2.06554611402e-06
Nitab07g024520.1,Nitab19g038110.1,-5.722319711346941,8.16324726705e-08,2.46187365103e-06
Nitab05g019760.1,Nitab15g014860.1,-4.9389841852327825,8.23213620604e-08,2.47680766275e-06
Nitab08g024790.1,Nitab21g015780.1,-4.935869493831919,8.2518738509e-08,2.47691809698e-06
Nitab03g015310.1,Nitab17g038250.1,-5.22819189327239,8.7380451097e-08,2.60450775799e-06
Nitab16g017290.1,Nitab21g014800.1,-5.007744022861779,8.75243746368e-08,2.60273064763e-06
Nitab01g022210.1,Nitab19g037100.1,-4.735485790451495,8.88472461158e-08,2.63593906284e-06
Nitab18g013980.1,Nitab09g016380.1,-4.822660306432082,9.22463370134e-08,2.72414298243e-06
Nitab08g011050.1,Nitab19g015140.1,-4.75298911204252,9.3012000324e-08,2.74042499572e-06
Nitab08g017970.1,Nitab18g007870.1,-4.706604141393055,1.10262924347e-07,3.23378902206e-06
Nitab05g006680.1,Nitab19g026430.1,-4.761886040708348,1.12216617221e-07,3.28355579955e-06
Nitab03g019730.1,Nitab17g036250.1,-5.3966407116593755,1.16733517519e-07,3.40792577286e-06
Nitab22g031260.1,Nitab19g010280.1,-5.338233802903374,1.19430071721e-07,3.4708007434e-06
Nitab06g028180.1,Nitab06g028490.1,-5.9233436459302125,1.19660378606e-07,3.46960830211e-06
Nitab01g008100.1,Nitab23g008940.1,-4.828121892309219,1.20242347634e-07,3.47859479457e-06
Nitab16g022960.1,Nitab09g010770.1,-4.6670527349874105,1.23985178124e-07,3.57877759069e-06
Nitab06g011410.1,Nitab04g029780.1,-4.87099784412852,1.2879328426e-07,3.70085331647e-06
Nitab01g009770.1,Nitab23g010680.1,-5.356915812325533,1.35020480241e-07,3.86243150076e-06
Nitab08g021850.1,Nitab04g019230.1,-4.773735194418067,1.41225282357e-07,4.02193248442e-06
Nitab03g028730.1,Nitab23g027390.1,-4.7724212605985326,1.46193382289e-07,4.15416617628e-06
Nitab22g029530.1,Nitab19g014680.1,-5.14617364296215,1.47231395964e-07,4.17438549931e-06
Nitab21g007700.1,Nitab14g019950.1,-4.7959767988149755,1.50380102926e-07,4.24483526735e-06
Nitab06g015840.1,Nitab04g023210.1,-4.594133702841908,1.75374459732e-07,4.92860047603e-06
Nitab20g013990.1,Nitab24g017810.1,-4.623839878944524,1.88938148238e-07,5.28654726809e-06
Nitab20g012960.1,Nitab24g007350.1,-4.793411677761508,2.15568682238e-07,6.00539594723e-06
Nitab03g019840.1,Nitab17g015980.1,-4.60813181964855,2.25449049429e-07,6.2669934675e-06
Nitab03g034190.1,Nitab17g026810.1,-4.541382795946736,2.41647092669e-07,6.68818479212e-06
Nitab05g026560.1,Nitab23g011950.1,-4.608492922149386,2.52870091644e-07,6.96864194364e-06
Nitab20g005210.1,Nitab13g024140.1,-4.750766202766865,2.59936727476e-07,7.13264148977e-06
Nitab05g018840.1,Nitab24g017270.1,-4.558629520124225,2.65669754307e-07,7.27434507135e-06
Nitab20g015030.1,Nitab15g008090.1,-4.744666389774693,2.66728091169e-07,7.2877181662e-06
Nitab05g017940.1,Nitab19g010180.1,-4.568782480961222,2.72664855361e-07,7.41822447978e-06
Nitab22g021860.1,Nitab17g023520.1,-4.534321452453573,2.80327871693e-07,7.57833508529e-06
Nitab11g018810.1,Nitab23g012920.1,-5.041810847454772,2.87525998899e-07,7.74019989036e-06
Nitab06g029530.1,Nitab22g014250.1,-4.501327819356503,2.90175142026e-07,7.77876214064e-06
Nitab22g032310.1,Nitab13g021830.1,-4.969531987806289,2.99094469858e-07,8.00108992902e-06
Nitab18g018280.1,Nitab09g012910.1,-4.836773933302664,3.03609027363e-07,8.1049032002e-06
Nitab10g023570.1,Nitab02g025190.1,-4.592243713357941,3.07391519905e-07,8.18878201046e-06
Nitab10g020040.1,Nitab02g019770.1,-4.676332015665476,3.11309592216e-07,8.27591633194e-06
Nitab06g021660.1,Nitab04g016600.1,-4.504735208114972,3.16886814899e-07,8.38929959031e-06
Nitab07g020170.1,Nitab13g018550.1,-4.473881893387025,3.17630954205e-07,8.39162605666e-06
Nitab11g017160.1,Nitab13g015450.1,-5.025745890402961,3.26001875606e-07,8.59502264612e-06
Nitab17g012200.1,Nitab17g016450.1,-5.152617855563306,3.26870383871e-07,8.6001884744e-06
Nitab18g015110.1,Nitab09g014760.1,-4.5310034967967585,3.31409238274e-07,8.701704168e-06
Nitab18g018400.1,Nitab12g006380.1,-4.522760968686156,3.44367756866e-07,9.02342317017e-06
Nitab16g023020.1,Nitab17g024410.1,-4.487888739241074,3.54514075207e-07,9.25137036668e-06
Nitab22g032770.1,Nitab19g008920.1,-4.4383446695604,4.06149242793e-07,1.04917785204e-05
Nitab22g028650.1,Nitab19g013790.1,-4.436169389441796,4.09740221641e-07,1.05632020446e-05
Nitab16g019470.1,Nitab12g016790.1,-5.256612972421459,4.10674332652e-07,1.05659812709e-05
Nitab16g014000.1,Nitab24g019910.1,-5.0724803053025935,4.30573231514e-07,1.10557026333e-05
Nitab20g011490.1,Nitab24g015610.1,-4.447499887014432,4.50688016906e-07,1.15258953444e-05
Nitab08g028890.1,Nitab21g020220.1,-4.39817576527066,4.50905270344e-07,1.15084345147e-05
