augustus-Nitab20-processed-gene-152.38	maker-Nitab19-augustus-gene-1209.0
augustus-Nitab10-processed-gene-1388.4	maker-Nitab21-augustus-gene-837.7
maker-Nitab20-pred_gff_Mikado_loci-gene-1098.1	maker-Nitab17-augustus-gene-96.15
maker-Nitab03-augustus-gene-280.0	maker-Nitab17-augustus-gene-1305.33
maker-Nitab16-augustus-gene-762.8	maker-Nitab15-augustus-gene-246.13
maker-Nitab21-augustus-gene-193.0	maker-Nitab17-augustus-gene-1533.13
maker-Nitab10-augustus-gene-720.0	maker-Nitab02-augustus-gene-665.1
maker-Nitab22-augustus-gene-1564.1	maker-Nitab19-pred_gff_Mikado_loci-gene-639.12
maker-Nitab16-augustus-gene-740.2	maker-Nitab06-augustus-gene-1925.1
augustus-Nitab16-processed-gene-231.14	augustus-Nitab12-processed-gene-98.6
maker-Nitab18-augustus-gene-494.2	maker-Nitab09-pred_gff_Mikado_loci-gene-826.1
augustus-Nitab20-processed-gene-733.2	maker-Nitab15-pred_gff_Mikado_loci-gene-88.7
maker-Nitab03-augustus-gene-763.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1759.23
augustus-Nitab01-processed-gene-357.3	maker-Nitab14-pred_gff_Mikado_loci-gene-681.10
augustus-Nitab07-processed-gene-1114.0	maker-Nitab14-augustus-gene-362.2
augustus-Nitab11-processed-gene-199.0	maker-Nitab13-augustus-gene-1295.9
maker-Nitab10-pred_gff_Mikado_loci-gene-1119.11	augustus-Nitab02-processed-gene-1007.2
maker-Nitab03-augustus-gene-34.0	maker-Nitab17-augustus-gene-280.6
maker-Nitab10-augustus-gene-1210.8	maker-Nitab24-augustus-gene-923.3
maker-Nitab16-augustus-gene-246.0	maker-Nitab12-pred_gff_Mikado_loci-gene-106.0
augustus-Nitab08-processed-gene-256.19	maker-Nitab22-pred_gff_Mikado_loci-gene-20.3
augustus-Nitab18-processed-gene-1060.4	augustus-Nitab09-processed-gene-572.1
maker-Nitab08-augustus-gene-1385.1	maker-Nitab21-pred_gff_Mikado_loci-gene-800.4
maker-Nitab19-augustus-gene-1088.14	maker-Nitab19-augustus-gene-1088.11
maker-Nitab07-augustus-gene-489.8	augustus-Nitab19-processed-gene-1292.41
maker-Nitab21-augustus-gene-314.0	maker-Nitab14-augustus-gene-840.1
augustus-Nitab06-processed-gene-384.0	maker-Nitab04-augustus-gene-1054.3
augustus-Nitab05-processed-gene-243.0	maker-Nitab24-pred_gff_Mikado_loci-gene-270.3
maker-Nitab03-augustus-gene-763.11	maker-Nitab24-pred_gff_Mikado_loci-gene-1077.0
augustus-Nitab20-processed-gene-224.2	maker-Nitab22-pred_gff_Mikado_loci-gene-780.2
augustus-Nitab05-processed-gene-1572.1	maker-Nitab22-augustus-gene-196.8
maker-Nitab20-augustus-gene-1408.6	maker-Nitab13-augustus-gene-56.18
maker-Nitab06-augustus-gene-0.9	maker-Nitab19-augustus-gene-1332.17
maker-Nitab09-augustus-gene-99.3	maker-Nitab09-pred_gff_Mikado_loci-gene-142.20
maker-Nitab11-augustus-gene-853.3	augustus-Nitab11-processed-gene-11.2
maker-Nitab06-augustus-gene-356.11	maker-Nitab06-pred_gff_Mikado_loci-gene-356.5
maker-Nitab08-augustus-gene-1330.1	maker-Nitab21-augustus-gene-610.4
maker-Nitab17-augustus-gene-59.4	maker-Nitab17-augustus-gene-218.8
maker-Nitab01-augustus-gene-1251.2	augustus-Nitab21-processed-gene-630.2
maker-Nitab08-pred_gff_Mikado_loci-gene-1115.0	maker-Nitab22-pred_gff_Mikado_loci-gene-797.2
maker-Nitab01-augustus-gene-1405.0	maker-Nitab09-pred_gff_Mikado_loci-gene-184.1
maker-Nitab07-augustus-gene-1285.0	maker-Nitab19-augustus-gene-1457.25
augustus-Nitab21-processed-gene-11.4	maker-Nitab23-augustus-gene-382.3
maker-Nitab08-pred_gff_Mikado_loci-gene-1467.0	maker-Nitab21-pred_gff_Mikado_loci-gene-802.11
augustus-Nitab16-processed-gene-197.11	augustus-Nitab24-processed-gene-43.3
maker-Nitab10-augustus-gene-1071.0	maker-Nitab02-augustus-gene-949.28
maker-Nitab10-augustus-gene-876.2	maker-Nitab19-augustus-gene-1121.24
maker-Nitab11-pred_gff_Mikado_loci-gene-1257.2	maker-Nitab02-augustus-gene-1112.15
maker-Nitab01-pred_gff_Mikado_loci-gene-409.0	maker-Nitab23-pred_gff_Mikado_loci-gene-510.3
maker-Nitab07-augustus-gene-1216.13	maker-Nitab22-pred_gff_Mikado_loci-gene-20.4
augustus-Nitab22-processed-gene-1514.4	maker-Nitab24-pred_gff_Mikado_loci-gene-329.56
augustus-Nitab18-processed-gene-599.1	maker-Nitab04-augustus-gene-18.11
augustus-Nitab03-processed-gene-568.2	maker-Nitab02-augustus-gene-278.6
augustus-Nitab14-processed-gene-889.0	maker-Nitab14-augustus-gene-789.2
maker-Nitab01-augustus-gene-748.1	maker-Nitab02-pred_gff_Mikado_loci-gene-896.11
maker-Nitab05-augustus-gene-360.12	maker-Nitab24-augustus-gene-264.23
maker-Nitab07-pred_gff_Mikado_loci-gene-448.1	augustus-Nitab17-processed-gene-1607.13
maker-Nitab03-pred_gff_Mikado_loci-gene-824.1	maker-Nitab17-augustus-gene-1146.8
maker-Nitab06-augustus-gene-1697.12	maker-Nitab15-augustus-gene-156.0
maker-Nitab08-augustus-gene-286.8	maker-Nitab12-augustus-gene-575.2
maker-Nitab20-augustus-gene-1205.8	maker-Nitab04-pred_gff_Mikado_loci-gene-20.26
maker-Nitab11-augustus-gene-816.4	maker-Nitab04-pred_gff_Mikado_loci-gene-738.1
maker-Nitab20-pred_gff_Mikado_loci-gene-1252.2	maker-Nitab22-augustus-gene-180.7
maker-Nitab07-augustus-gene-728.0	maker-Nitab19-augustus-gene-1457.26
augustus-Nitab16-processed-gene-564.0	maker-Nitab17-pred_gff_Mikado_loci-gene-878.4
maker-Nitab20-pred_gff_Mikado_loci-gene-1434.29	maker-Nitab14-pred_gff_Mikado_loci-gene-236.33
maker-Nitab08-augustus-gene-1756.4	maker-Nitab18-augustus-gene-1484.7
maker-Nitab01-augustus-gene-233.5	augustus-Nitab17-processed-gene-1026.11
maker-Nitab03-augustus-gene-1303.38	augustus-Nitab14-processed-gene-538.4
maker-Nitab08-augustus-gene-251.0	maker-Nitab02-augustus-gene-975.1
maker-Nitab01-pred_gff_Mikado_loci-gene-252.23	maker-Nitab15-pred_gff_Mikado_loci-gene-934.11
maker-Nitab03-augustus-gene-1414.23	maker-Nitab14-pred_gff_Mikado_loci-gene-88.0
augustus-Nitab06-processed-gene-1318.6	maker-Nitab04-pred_gff_Mikado_loci-gene-498.9
maker-Nitab06-augustus-gene-9.0	maker-Nitab04-augustus-gene-1317.24
augustus-Nitab10-processed-gene-713.2	maker-Nitab18-augustus-gene-1373.9
augustus-Nitab21-processed-gene-18.0	maker-Nitab19-augustus-gene-1016.11
maker-Nitab10-augustus-gene-209.4	maker-Nitab02-augustus-gene-160.3
maker-Nitab01-augustus-gene-12.1	maker-Nitab15-pred_gff_Mikado_loci-gene-1244.7
augustus-Nitab19-processed-gene-854.8	maker-Nitab04-augustus-gene-1111.12
maker-Nitab08-augustus-gene-971.7	maker-Nitab22-pred_gff_Mikado_loci-gene-598.2
maker-Nitab05-augustus-gene-139.7	maker-Nitab24-augustus-gene-346.7
maker-Nitab11-augustus-gene-129.9	maker-Nitab22-augustus-gene-519.19
augustus-Nitab03-processed-gene-1317.4	maker-Nitab03-pred_gff_Mikado_loci-gene-1353.13
maker-Nitab10-pred_gff_Mikado_loci-gene-1221.12	maker-Nitab02-pred_gff_Mikado_loci-gene-1063.4
maker-Nitab03-pred_gff_Mikado_loci-gene-259.0	maker-Nitab17-augustus-gene-632.3
maker-Nitab08-pred_gff_Mikado_loci-gene-191.2	maker-Nitab17-augustus-gene-216.3
augustus-Nitab06-processed-gene-533.5	augustus-Nitab15-processed-gene-809.2
maker-Nitab05-pred_gff_Mikado_loci-gene-357.1	augustus-Nitab24-processed-gene-161.3
maker-Nitab03-augustus-gene-1570.6	maker-Nitab12-augustus-gene-1158.7
augustus-Nitab16-processed-gene-200.1	maker-Nitab12-augustus-gene-77.3
augustus-Nitab11-processed-gene-1156.2	maker-Nitab09-pred_gff_Mikado_loci-gene-798.28
maker-Nitab08-augustus-gene-580.17	maker-Nitab24-pred_gff_Mikado_loci-gene-603.14
maker-Nitab10-augustus-gene-1289.7	maker-Nitab02-pred_gff_Mikado_loci-gene-1112.0
maker-Nitab22-augustus-gene-2118.0	maker-Nitab19-pred_gff_Mikado_loci-gene-11.18
augustus-Nitab08-processed-gene-1341.5	maker-Nitab15-augustus-gene-781.3
maker-Nitab08-augustus-gene-1637.6	maker-Nitab23-augustus-gene-109.2
augustus-Nitab05-processed-gene-993.11	maker-Nitab09-augustus-gene-926.1
maker-Nitab09-augustus-gene-951.4	maker-Nitab09-augustus-gene-961.13
maker-Nitab01-augustus-gene-1837.11	maker-Nitab02-pred_gff_Mikado_loci-gene-772.28
maker-Nitab10-augustus-gene-1393.32	maker-Nitab17-augustus-gene-1552.6
augustus-Nitab03-processed-gene-3.5	augustus-Nitab17-processed-gene-86.7
augustus-Nitab08-processed-gene-1042.15	maker-Nitab22-pred_gff_Mikado_loci-gene-537.13
augustus-Nitab17-processed-gene-61.2	maker-Nitab18-pred_gff_Mikado_loci-gene-1367.9
maker-Nitab16-augustus-gene-609.12	maker-Nitab13-pred_gff_Mikado_loci-gene-88.2
maker-Nitab06-augustus-gene-1035.5	maker-Nitab19-augustus-gene-574.16
maker-Nitab05-augustus-gene-430.15	maker-Nitab19-pred_gff_Mikado_loci-gene-726.10
maker-Nitab08-pred_gff_Mikado_loci-gene-787.0	maker-Nitab09-pred_gff_Mikado_loci-gene-1018.11
maker-Nitab10-augustus-gene-75.3	maker-Nitab24-augustus-gene-248.10
maker-Nitab11-augustus-gene-633.2	maker-Nitab13-pred_gff_Mikado_loci-gene-993.19
maker-Nitab22-pred_gff_Mikado_loci-gene-1958.2	maker-Nitab19-pred_gff_Mikado_loci-gene-149.0
augustus-Nitab06-processed-gene-59.0	maker-Nitab04-augustus-gene-1301.8
maker-Nitab05-augustus-gene-46.6	maker-Nitab24-augustus-gene-527.0
maker-Nitab20-pred_gff_Mikado_loci-gene-913.0	maker-Nitab23-pred_gff_Mikado_loci-gene-727.8
augustus-Nitab11-processed-gene-885.8	augustus-Nitab13-processed-gene-625.0
maker-Nitab11-augustus-gene-1422.21	maker-Nitab09-augustus-gene-154.0
maker-Nitab20-augustus-gene-745.9	maker-Nitab15-augustus-gene-1086.3
maker-Nitab16-augustus-gene-1075.9	maker-Nitab15-pred_gff_Mikado_loci-gene-282.18
augustus-Nitab01-processed-gene-1663.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1246.3
maker-Nitab20-augustus-gene-1009.0	maker-Nitab15-pred_gff_Mikado_loci-gene-294.0
maker-Nitab01-pred_gff_Mikado_loci-gene-1775.18	maker-Nitab19-augustus-gene-11.2
augustus-Nitab03-processed-gene-833.2	maker-Nitab15-pred_gff_Mikado_loci-gene-634.5
maker-Nitab05-pred_gff_Mikado_loci-gene-736.3	augustus-Nitab15-processed-gene-926.1
maker-Nitab22-augustus-gene-2116.9	maker-Nitab23-pred_gff_Mikado_loci-gene-535.7
maker-Nitab05-augustus-gene-234.0	maker-Nitab02-augustus-gene-154.24
augustus-Nitab01-processed-gene-1751.17	maker-Nitab23-augustus-gene-1287.7
maker-Nitab11-augustus-gene-527.2	augustus-Nitab13-processed-gene-1212.0
maker-Nitab16-augustus-gene-2.13	maker-Nitab24-pred_gff_Mikado_loci-gene-23.22
maker-Nitab03-pred_gff_Mikado_loci-gene-1141.1	augustus-Nitab17-processed-gene-1557.5
maker-Nitab18-augustus-gene-1235.3	maker-Nitab09-augustus-gene-196.2
maker-Nitab07-augustus-gene-225.6	maker-Nitab19-augustus-gene-1018.20
maker-Nitab01-pred_gff_Mikado_loci-gene-1565.1	maker-Nitab23-pred_gff_Mikado_loci-gene-1192.6
maker-Nitab07-pred_gff_Mikado_loci-gene-784.28	maker-Nitab09-pred_gff_Mikado_loci-gene-1141.0
maker-Nitab08-augustus-gene-548.2	maker-Nitab22-pred_gff_Mikado_loci-gene-492.0
maker-Nitab18-augustus-gene-1117.5	maker-Nitab15-pred_gff_Mikado_loci-gene-826.0
maker-Nitab07-augustus-gene-708.5	maker-Nitab23-augustus-gene-1137.5
maker-Nitab07-augustus-gene-766.47	maker-Nitab19-augustus-gene-1501.4
maker-Nitab05-pred_gff_Mikado_loci-gene-1082.2	maker-Nitab15-pred_gff_Mikado_loci-gene-429.0
maker-Nitab08-augustus-gene-1487.2	maker-Nitab21-augustus-gene-815.5
maker-Nitab03-augustus-gene-780.2	maker-Nitab17-pred_gff_Mikado_loci-gene-1683.4
maker-Nitab16-augustus-gene-817.5	augustus-Nitab21-processed-gene-728.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1534.3	maker-Nitab19-augustus-gene-1456.2
augustus-Nitab18-processed-gene-480.1	maker-Nitab09-augustus-gene-861.5
maker-Nitab08-augustus-gene-253.4	maker-Nitab19-augustus-gene-637.2
maker-Nitab08-augustus-gene-843.3	maker-Nitab18-pred_gff_Mikado_loci-gene-108.0
maker-Nitab05-augustus-gene-83.7	maker-Nitab19-pred_gff_Mikado_loci-gene-1078.2
maker-Nitab03-pred_gff_Mikado_loci-gene-1052.3	maker-Nitab17-augustus-gene-1619.12
maker-Nitab22-augustus-gene-1663.15	maker-Nitab19-pred_gff_Mikado_loci-gene-395.2
maker-Nitab06-augustus-gene-1665.24	maker-Nitab06-augustus-gene-1677.66
augustus-Nitab01-processed-gene-90.4	maker-Nitab23-pred_gff_Mikado_loci-gene-186.0
maker-Nitab16-pred_gff_Mikado_loci-gene-1296.7	augustus-Nitab09-processed-gene-401.12
maker-Nitab07-pred_gff_Mikado_loci-gene-528.11	maker-Nitab13-augustus-gene-1001.7
augustus-Nitab06-processed-gene-641.28	maker-Nitab04-augustus-gene-1157.13
maker-Nitab01-augustus-gene-155.16	maker-Nitab23-pred_gff_Mikado_loci-gene-252.9
augustus-Nitab08-processed-gene-1178.3	maker-Nitab04-pred_gff_Mikado_loci-gene-501.11
maker-Nitab03-augustus-gene-1529.12	maker-Nitab23-augustus-gene-1388.8
maker-Nitab22-augustus-gene-1532.1	maker-Nitab19-augustus-gene-621.22
augustus-Nitab21-processed-gene-91.2	maker-Nitab14-augustus-gene-1056.3
maker-Nitab06-pred_gff_Mikado_loci-gene-1041.12	maker-Nitab04-pred_gff_Mikado_loci-gene-665.1
maker-Nitab20-pred_gff_Mikado_loci-gene-620.2	maker-Nitab24-pred_gff_Mikado_loci-gene-560.1
maker-Nitab06-augustus-gene-1280.24	maker-Nitab17-pred_gff_Mikado_loci-gene-110.32
maker-Nitab03-augustus-gene-1704.12	maker-Nitab17-pred_gff_Mikado_loci-gene-1252.27
maker-Nitab05-pred_gff_Mikado_loci-gene-1548.6	maker-Nitab23-pred_gff_Mikado_loci-gene-310.2
maker-Nitab20-augustus-gene-16.1	maker-Nitab13-augustus-gene-1326.19
augustus-Nitab20-processed-gene-732.4	augustus-Nitab15-processed-gene-87.4
maker-Nitab05-augustus-gene-918.3	maker-Nitab19-pred_gff_Mikado_loci-gene-386.21
maker-Nitab22-augustus-gene-804.1	maker-Nitab17-augustus-gene-1128.2
maker-Nitab11-augustus-gene-985.0	maker-Nitab23-pred_gff_Mikado_loci-gene-362.16
maker-Nitab06-augustus-gene-1717.26	maker-Nitab22-augustus-gene-402.2
augustus-Nitab22-processed-gene-1786.0	maker-Nitab13-augustus-gene-1226.2
augustus-Nitab18-processed-gene-832.5	maker-Nitab09-pred_gff_Mikado_loci-gene-629.1
maker-Nitab10-augustus-gene-1337.4	maker-Nitab02-pred_gff_Mikado_loci-gene-1134.11
maker-Nitab10-augustus-gene-1083.5	maker-Nitab02-pred_gff_Mikado_loci-gene-894.11
maker-Nitab06-augustus-gene-1393.4	maker-Nitab04-pred_gff_Mikado_loci-gene-406.23
maker-Nitab06-pred_gff_Mikado_loci-gene-1075.0	maker-Nitab13-augustus-gene-719.7
maker-Nitab11-pred_gff_Mikado_loci-gene-785.1	maker-Nitab13-pred_gff_Mikado_loci-gene-712.0
maker-Nitab17-augustus-gene-380.0	maker-Nitab17-augustus-gene-602.2
maker-Nitab18-augustus-gene-575.12	maker-Nitab09-pred_gff_Mikado_loci-gene-772.1
maker-Nitab18-pred_gff_Mikado_loci-gene-842.9	maker-Nitab12-pred_gff_Mikado_loci-gene-43.20
maker-Nitab16-pred_gff_Mikado_loci-gene-1302.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1165.27
maker-Nitab22-pred_gff_Mikado_loci-gene-1843.0	augustus-Nitab19-processed-gene-247.0
maker-Nitab22-augustus-gene-1466.0	maker-Nitab19-augustus-gene-578.2
augustus-Nitab16-processed-gene-1023.1	maker-Nitab12-augustus-gene-846.0
maker-Nitab16-augustus-gene-531.5	maker-Nitab24-augustus-gene-822.0
maker-Nitab11-augustus-gene-1255.7	maker-Nitab02-pred_gff_Mikado_loci-gene-1111.0
maker-Nitab08-augustus-gene-1727.2	maker-Nitab21-augustus-gene-1010.6
maker-Nitab16-augustus-gene-372.0	maker-Nitab24-augustus-gene-1028.0
maker-Nitab08-pred_gff_Mikado_loci-gene-1436.12	maker-Nitab21-pred_gff_Mikado_loci-gene-783.11
maker-Nitab06-augustus-gene-1192.6	maker-Nitab13-augustus-gene-697.4
maker-Nitab06-augustus-gene-1502.3	maker-Nitab12-augustus-gene-1056.9
augustus-Nitab22-processed-gene-1550.6	maker-Nitab19-pred_gff_Mikado_loci-gene-633.13
maker-Nitab01-augustus-gene-1.8	maker-Nitab23-augustus-gene-29.5
maker-Nitab01-augustus-gene-1916.21	augustus-Nitab01-processed-gene-1901.25
maker-Nitab08-augustus-gene-1743.4	maker-Nitab18-pred_gff_Mikado_loci-gene-1432.10
maker-Nitab01-augustus-gene-710.0	maker-Nitab23-augustus-gene-680.0
maker-Nitab08-pred_gff_Mikado_loci-gene-329.1	maker-Nitab23-pred_gff_Mikado_loci-gene-428.7
maker-Nitab20-augustus-gene-791.2	augustus-Nitab15-processed-gene-368.2
maker-Nitab20-augustus-gene-1297.0	maker-Nitab15-pred_gff_Mikado_loci-gene-127.14
maker-Nitab13-pred_gff_Mikado_loci-gene-886.0	maker-Nitab23-pred_gff_Mikado_loci-gene-823.10
maker-Nitab22-pred_gff_Mikado_loci-gene-865.5	maker-Nitab14-augustus-gene-764.13
maker-Nitab03-augustus-gene-1059.9	maker-Nitab17-pred_gff_Mikado_loci-gene-574.23
maker-Nitab08-pred_gff_Mikado_loci-gene-413.0	maker-Nitab04-pred_gff_Mikado_loci-gene-95.13
augustus-Nitab10-processed-gene-29.34	maker-Nitab02-augustus-gene-17.38
maker-Nitab05-augustus-gene-301.2	maker-Nitab24-augustus-gene-282.8
augustus-Nitab05-processed-gene-322.1	maker-Nitab10-augustus-gene-268.7
maker-Nitab18-augustus-gene-730.4	maker-Nitab24-pred_gff_Mikado_loci-gene-218.2
augustus-Nitab20-processed-gene-1335.6	maker-Nitab15-augustus-gene-110.8
augustus-Nitab06-processed-gene-1744.7	maker-Nitab04-pred_gff_Mikado_loci-gene-114.5
maker-Nitab03-augustus-gene-1623.8	maker-Nitab24-augustus-gene-278.3
maker-Nitab03-augustus-gene-81.1	maker-Nitab17-pred_gff_Mikado_loci-gene-833.11
maker-Nitab17-augustus-gene-1351.3	maker-Nitab17-augustus-gene-1325.9
maker-Nitab08-augustus-gene-1177.0	maker-Nitab21-pred_gff_Mikado_loci-gene-361.24
