Nitab20g005050.1	Nitab04g026460.1
Nitab20g007320.1	Nitab24g023590.1
Nitab20g007330.1	Nitab24g023580.1
Nitab20g007300.1	Nitab24g023620.1
Nitab20g007310.1	Nitab24g023610.1
Nitab20g007390.1	Nitab24g023500.1
Nitab20g007400.1	Nitab24g023520.1
Nitab20g007340.1	Nitab24g023570.1
Nitab20g007350.1	Nitab24g023560.1
Nitab20g007360.1	Nitab24g023550.1
Nitab20g007510.1	Nitab24g023460.1
Nitab20g007520.1	Nitab24g023470.1
Nitab20g007540.1	Nitab24g023430.1
Nitab20g007480.1	Nitab24g023490.1
Nitab20g007490.1	Nitab24g023480.1
Nitab20g007500.1	Nitab24g023450.1
Nitab20g007580.1	Nitab24g023350.1
Nitab20g007590.1	Nitab24g023340.1
Nitab20g007560.1	Nitab24g023370.1
Nitab20g007570.1	Nitab24g023360.1
Nitab20g007630.1	Nitab24g023280.1
Nitab20g007650.1	Nitab24g023270.1
Nitab20g007610.1	Nitab12g010110.1
Nitab20g007600.1	Nitab24g023320.1
Nitab20g007690.1	Nitab24g023160.1
Nitab20g007750.1	Nitab24g023050.1
Nitab20g007740.1	Nitab24g023080.1
Nitab20g007760.1	Nitab24g023040.1
Nitab20g007770.1	Nitab12g023570.1
Nitab20g007780.1	Nitab09g015150.1
Nitab20g007790.1	Nitab24g023010.1
Nitab20g007830.1	Nitab24g022910.1
Nitab20g007810.1	Nitab12g010120.1
Nitab20g007850.1	Nitab24g022790.1
Nitab20g007700.1	Nitab24g023140.1
Nitab20g007720.1	Nitab24g021470.1
Nitab20g007880.1	Nitab24g022920.1
Nitab20g007890.1	Nitab24g022730.1
Nitab20g007870.1	Nitab19g022450.1
Nitab20g007900.1	Nitab24g022620.1
Nitab20g007910.1	Nitab24g022660.1
Nitab20g007920.1	Nitab24g022650.1
Nitab20g007950.1	Nitab12g010200.1
Nitab20g008020.1	Nitab24g022610.1
Nitab20g008110.1	Nitab24g022580.1
Nitab20g008120.1	Nitab24g022590.1
Nitab20g008130.1	Nitab24g022520.1
Nitab20g008190.1	Nitab24g022480.1
Nitab20g008230.1	Nitab24g022440.1
Nitab20g008250.1	Nitab24g022510.1
Nitab20g008210.1	Nitab24g022460.1
Nitab20g008290.1	Nitab24g022370.1
Nitab20g008320.1	Nitab24g022350.1
Nitab20g008420.1	Nitab04g018070.1
Nitab20g008450.1	Nitab24g022100.1
Nitab20g008430.1	Nitab24g022080.1
Nitab20g008500.1	Nitab24g022170.1
Nitab20g008460.1	Nitab24g022090.1
Nitab20g008470.1	Nitab24g022120.1
Nitab20g008490.1	Nitab24g022180.1
Nitab20g008510.1	Nitab24g022160.1
Nitab20g008520.1	Nitab24g022140.1
Nitab20g008550.1	Nitab09g014930.1
Nitab20g008360.1	Nitab24g022320.1
Nitab20g008380.1	Nitab24g022300.1
Nitab20g008340.1	Nitab24g022330.1
Nitab20g008350.1	Nitab19g030360.1
Nitab20g008370.1	Nitab24g022310.1
Nitab20g008390.1	Nitab09g014980.1
Nitab20g008410.1	Nitab24g022270.1
Nitab20g008560.1	Nitab24g022000.1
Nitab20g008610.1	Nitab24g021960.1
Nitab20g008630.1	Nitab24g021930.1
Nitab20g008640.1	Nitab24g021890.1
Nitab20g008590.1	Nitab24g021990.1
Nitab20g008600.1	Nitab24g021970.1
Nitab20g008720.1	Nitab24g021840.1
Nitab20g008710.1	Nitab24g021850.1
Nitab20g008700.1	Nitab24g021860.1
Nitab20g008790.1	Nitab24g021810.1
Nitab20g008820.1	Nitab24g021780.1
Nitab20g008830.1	Nitab24g021770.1
Nitab20g008800.1	Nitab13g024970.1
Nitab20g008840.1	Nitab20g009200.1
Nitab20g008850.1	Nitab05g014800.1
Nitab20g008860.1	Nitab20g009180.1
Nitab20g008870.1	Nitab20g009170.1
Nitab20g008760.1	Nitab24g021820.1
Nitab20g008910.1	Nitab21g016330.1
Nitab20g008890.1	Nitab24g021590.1
Nitab20g008940.1	Nitab09g014430.1
Nitab20g008930.1	Nitab09g011420.1
Nitab20g008950.1	Nitab24g021570.1
Nitab20g009010.1	Nitab24g021560.1
Nitab20g009000.1	Nitab24g021540.1
Nitab20g009020.1	Nitab24g021550.1
Nitab20g009030.1	Nitab24g021510.1
Nitab20g009050.1	Nitab19g033720.1
Nitab20g009040.1	Nitab24g021500.1
Nitab20g009060.1	Nitab24g021490.1
Nitab20g009070.1	Nitab24g021480.1
Nitab20g009100.1	Nitab12g010610.1
Nitab20g009250.1	Nitab24g021050.1
Nitab20g009270.1	Nitab14g014370.1
Nitab20g009290.1	Nitab14g014380.1
Nitab20g009300.1	Nitab15g006930.1
Nitab20g009310.1	Nitab14g014400.1
Nitab20g009330.1	Nitab14g014390.1
Nitab20g009360.1	Nitab13g005980.1
Nitab20g009420.1	Nitab24g020730.1
Nitab20g009430.1	Nitab24g020710.1
Nitab20g009440.1	Nitab24g020680.1
Nitab20g009450.1	Nitab24g020690.1
Nitab20g009510.1	Nitab24g020660.1
Nitab20g009520.1	Nitab09g014530.1
Nitab20g009530.1	Nitab24g020640.1
Nitab20g009540.1	Nitab24g020510.1
Nitab20g009580.1	Nitab01g028120.1
Nitab20g009550.1	Nitab23g021680.1
Nitab20g009560.1	Nitab19g022880.1
Nitab20g009590.1	Nitab12g013560.1
Nitab20g009600.1	Nitab12g013610.1
Nitab20g009610.1	Nitab15g018280.1
Nitab20g009630.1	Nitab04g012740.1
Nitab20g009650.1	Nitab09g014560.1
Nitab20g009780.1	Nitab24g020470.1
Nitab20g009790.1	Nitab09g014640.1
Nitab20g009660.1	Nitab24g020490.1
Nitab20g009720.1	Nitab22g021620.1
Nitab20g009730.1	Nitab24g020430.1
Nitab20g009740.1	Nitab24g020440.1
Nitab20g009750.1	Nitab24g020450.1
Nitab20g009860.1	Nitab24g020290.1
Nitab20g009810.1	Nitab12g010750.1
Nitab20g009820.1	Nitab24g020320.1
Nitab20g009940.1	Nitab24g020190.1
Nitab20g009950.1	Nitab24g020170.1
Nitab20g009970.1	Nitab24g020180.1
Nitab20g009880.1	Nitab24g020250.1
Nitab20g009890.1	Nitab09g014680.1
Nitab20g010020.1	Nitab24g020050.1
Nitab20g010030.1	Nitab24g020040.1
Nitab20g010040.1	Nitab12g010880.1
Nitab20g009990.1	Nitab24g020100.1
Nitab20g010010.1	Nitab24g020080.1
Nitab20g010070.1	Nitab24g020010.1
Nitab20g010090.1	Nitab24g019990.1
Nitab20g010080.1	Nitab24g020000.1
Nitab20g010100.1	Nitab24g019980.1
Nitab20g010110.1	Nitab24g019970.1
Nitab20g010120.1	Nitab24g019960.1
Nitab20g010180.1	Nitab24g019870.1
Nitab20g010190.1	Nitab24g019880.1
Nitab20g010210.1	Nitab12g010920.1
Nitab20g010160.1	Nitab24g019840.1
Nitab20g010170.1	Nitab24g019850.1
Nitab20g010300.1	Nitab24g019740.1
Nitab20g010290.1	Nitab24g019750.1
Nitab20g010310.1	Nitab12g010990.1
Nitab20g010130.1	Nitab24g019930.1
Nitab20g010150.1	Nitab24g019830.1
Nitab20g010390.1	Nitab20g010670.1
Nitab20g010370.1	Nitab24g019630.1
Nitab20g010400.1	Nitab24g006840.1
Nitab20g010430.1	Nitab24g016610.1
Nitab20g010520.1	Nitab20g010630.1
Nitab20g010330.1	Nitab24g019720.1
Nitab20g010320.1	Nitab24g019700.1
Nitab20g010340.1	Nitab24g019710.1
Nitab20g010540.1	Nitab20g010640.1
Nitab20g010690.1	Nitab20g010470.1
Nitab20g010570.1	Nitab20g010610.1
Nitab20g010560.1	Nitab20g010620.1
Nitab20g010590.1	Nitab20g010600.1
Nitab20g010710.1	Nitab24g016640.1
Nitab20g010720.1	Nitab24g016630.1
Nitab20g010770.1	Nitab24g016620.1
Nitab20g010810.1	Nitab24g016580.1
Nitab20g010820.1	Nitab24g016560.1
Nitab20g010830.1	Nitab24g016550.1
Nitab20g010890.1	Nitab23g024500.1
Nitab20g010900.1	Nitab24g016480.1
Nitab20g010850.1	Nitab24g016530.1
Nitab20g010860.1	Nitab19g014930.1
Nitab20g010870.1	Nitab24g016500.1
Nitab20g010880.1	Nitab24g016510.1
Nitab20g010920.1	Nitab24g016440.1
Nitab20g010930.1	Nitab24g016430.1
Nitab20g010910.1	Nitab24g016470.1
Nitab20g010950.1	Nitab18g016600.1
Nitab20g011010.1	Nitab24g016360.1
Nitab20g011020.1	Nitab24g016350.1
Nitab20g010990.1	Nitab24g016400.1
Nitab20g011000.1	Nitab24g016390.1
Nitab20g010970.1	Nitab24g016380.1
Nitab20g010980.1	Nitab24g016370.1
Nitab20g010960.1	Nitab24g016460.1
Nitab20g011130.1	Nitab24g016260.1
Nitab20g011100.1	Nitab24g016270.1
Nitab20g011110.1	Nitab24g016230.1
Nitab20g011120.1	Nitab12g011170.1
Nitab20g011060.1	Nitab24g016320.1
Nitab20g011070.1	Nitab24g016310.1
Nitab20g011080.1	Nitab24g016300.1
Nitab20g011090.1	Nitab24g016290.1
Nitab20g011170.1	Nitab24g016190.1
Nitab20g011160.1	Nitab24g016200.1
Nitab20g011220.1	Nitab24g016080.1
Nitab20g011230.1	Nitab24g016050.1
Nitab20g011210.1	Nitab24g016130.1
Nitab20g011260.1	Nitab24g016020.1
Nitab20g011270.1	Nitab24g016000.1
Nitab20g011280.1	Nitab12g011160.1
Nitab20g011310.1	Nitab23g018900.1
Nitab20g011340.1	Nitab24g015740.1
Nitab20g011330.1	Nitab22g016590.1
Nitab20g011390.1	Nitab12g011130.1
Nitab20g011380.1	Nitab24g015790.1
Nitab20g011430.1	Nitab24g015720.1
Nitab20g011450.1	Nitab24g015710.1
Nitab20g011490.1	Nitab24g015610.1
Nitab20g011510.1	Nitab24g015590.1
Nitab20g011470.1	Nitab04g024720.1
Nitab20g011560.1	Nitab24g015540.1
Nitab20g011530.1	Nitab03g025050.1
Nitab20g011690.1	Nitab04g015900.1
Nitab20g011540.1	Nitab24g015550.1
Nitab20g011700.1	Nitab12g020020.1
Nitab20g011740.1	Nitab15g018880.1
Nitab20g011630.1	Nitab24g015530.1
Nitab20g011640.1	Nitab24g015520.1
Nitab20g011660.1	Nitab24g015510.1
Nitab20g011670.1	Nitab24g015500.1
Nitab20g011820.1	Nitab24g015410.1
Nitab20g011840.1	Nitab24g015400.1
Nitab20g011790.1	Nitab24g015460.1
Nitab20g011800.1	Nitab24g015450.1
Nitab20g011850.1	Nitab24g015390.1
Nitab20g011870.1	Nitab24g015360.1
Nitab20g011890.1	Nitab24g015340.1
Nitab20g011930.1	Nitab24g015210.1
Nitab20g011970.1	Nitab24g015250.1
Nitab20g011960.1	Nitab24g015190.1
Nitab20g011910.1	Nitab24g015280.1
Nitab20g011920.1	Nitab24g015260.1
Nitab20g012090.1	Nitab17g018240.1
Nitab20g012100.1	Nitab18g016530.1
Nitab20g012110.1	Nitab24g015170.1
Nitab20g012120.1	Nitab24g015160.1
Nitab20g012130.1	Nitab24g015140.1
Nitab20g012050.1	Nitab24g023790.1
Nitab20g012070.1	Nitab24g007160.1
Nitab20g012180.1	Nitab24g015130.1
Nitab20g012200.1	Nitab24g015110.1
Nitab20g012240.1	Nitab24g015080.1
Nitab20g012220.1	Nitab24g015100.1
Nitab20g012290.1	Nitab24g015060.1
Nitab20g012340.1	Nitab24g019520.1
Nitab20g012410.1	Nitab24g019550.1
Nitab20g012420.1	Nitab19g012520.1
Nitab20g012310.1	Nitab24g015010.1
Nitab20g012320.1	Nitab24g014970.1
Nitab20g012360.1	Nitab09g014380.1
Nitab20g012350.1	Nitab24g019530.1
Nitab20g012470.1	Nitab12g011510.1
Nitab20g012490.1	Nitab24g014890.1
Nitab20g012530.1	Nitab24g018110.1
Nitab20g012510.1	Nitab24g014950.1
Nitab20g012520.1	Nitab02g027420.1
Nitab20g012500.1	Nitab23g005270.1
Nitab20g012550.1	Nitab24g005080.1
Nitab20g012640.1	Nitab24g005130.1
Nitab20g012660.1	Nitab13g014450.1
Nitab20g012450.1	Nitab24g014860.1
Nitab20g012440.1	Nitab08g018500.1
Nitab20g012460.1	Nitab24g014850.1
Nitab20g012690.1	Nitab19g030020.1
Nitab20g012710.1	Nitab17g019080.1
Nitab20g012720.1	Nitab24g019040.1
Nitab20g012790.1	Nitab24g019240.1
Nitab20g012800.1	Nitab24g019280.1
Nitab20g012590.1	Nitab24g005150.1
Nitab20g012620.1	Nitab24g005140.1
Nitab20g012820.1	Nitab24g019310.1
Nitab20g012830.1	Nitab24g019320.1
Nitab20g012860.1	Nitab12g011790.1
Nitab20g012840.1	Nitab24g019160.1
Nitab20g012850.1	Nitab24g019300.1
Nitab20g012900.1	Nitab20g013060.1
Nitab20g012920.1	Nitab19g012610.1
Nitab20g012760.1	Nitab24g019110.1
Nitab20g012780.1	Nitab19g030530.1
Nitab20g012940.1	Nitab24g019140.1
Nitab20g012930.1	Nitab19g021710.1
Nitab20g012960.1	Nitab24g007350.1
Nitab20g013000.1	Nitab24g019410.1
Nitab20g012910.1	Nitab24g019390.1
Nitab20g013080.1	Nitab24g018540.1
Nitab20g013090.1	Nitab24g019490.1
Nitab20g013100.1	Nitab12g011560.1
Nitab20g013180.1	Nitab24g017600.1
Nitab20g013200.1	Nitab17g018860.1
Nitab20g013150.1	Nitab24g017630.1
Nitab20g013160.1	Nitab24g017640.1
Nitab20g013170.1	Nitab22g020410.1
Nitab20g013220.1	Nitab04g012200.1
Nitab20g013210.1	Nitab24g017580.1
Nitab20g013240.1	Nitab24g017550.1
Nitab20g013290.1	Nitab24g017650.1
Nitab20g013370.1	Nitab13g015920.1
Nitab20g013360.1	Nitab13g015930.1
Nitab20g013310.1	Nitab24g017670.1
Nitab20g013390.1	Nitab24g018240.1
Nitab20g013400.1	Nitab24g018250.1
Nitab20g013480.1	Nitab24g018290.1
Nitab20g013500.1	Nitab24g018320.1
Nitab20g013580.1	Nitab15g016430.1
Nitab20g013590.1	Nitab24g018350.1
Nitab20g013630.1	Nitab03g033560.1
Nitab20g013640.1	Nitab24g018120.1
Nitab20g013650.1	Nitab24g018130.1
Nitab20g013660.1	Nitab24g018160.1
Nitab20g013670.1	Nitab24g018170.1
Nitab20g013680.1	Nitab24g018180.1
Nitab20g013690.1	Nitab22g021390.1
Nitab20g013740.1	Nitab15g011980.1
Nitab20g013730.1	Nitab14g015570.1
Nitab20g013830.1	Nitab24g018000.1
Nitab20g013840.1	Nitab04g015050.1
Nitab20g013770.1	Nitab24g017950.1
Nitab20g013780.1	Nitab24g016340.1
Nitab20g013810.1	Nitab14g015600.1
Nitab20g013850.1	Nitab04g015130.1
Nitab20g013860.1	Nitab24g018030.1
Nitab20g013890.1	Nitab24g018050.1
Nitab20g013990.1	Nitab24g017810.1
Nitab20g014010.1	Nitab24g017830.1
Nitab20g014000.1	Nitab04g014470.1
Nitab20g014030.1	Nitab24g017750.1
Nitab20g014020.1	Nitab24g017840.1
Nitab20g013960.1	Nitab24g018070.1
Nitab20g014160.1	Nitab24g017890.1
Nitab20g014170.1	Nitab24g017900.1
Nitab20g014180.1	Nitab04g018630.1
Nitab20g014200.1	Nitab24g018820.1
Nitab20g014270.1	Nitab24g018430.1
Nitab20g014250.1	Nitab15g013140.1
Nitab20g014300.1	Nitab24g018680.1
Nitab20g014340.1	Nitab24g018510.1
Nitab20g014350.1	Nitab24g018520.1
Nitab20g014220.1	Nitab24g018650.1
Nitab20g014450.1	Nitab19g037420.1
Nitab20g014370.1	Nitab24g018770.1
Nitab20g014380.1	Nitab24g018780.1
Nitab20g014390.1	Nitab04g018900.1
Nitab20g014510.1	Nitab24g018550.1
Nitab20g014420.1	Nitab24g018950.1
Nitab20g014430.1	Nitab24g018970.1
Nitab20g014440.1	Nitab13g005250.1
Nitab20g014560.1	Nitab24g018900.1
Nitab20g014620.1	Nitab02g022150.1
Nitab20g014590.1	Nitab24g018600.1
Nitab20g014600.1	Nitab09g012300.1
Nitab20g014630.1	Nitab24g018470.1
Nitab20g014650.1	Nitab23g006900.1
Nitab20g014640.1	Nitab24g018990.1
Nitab20g014690.1	Nitab24g018720.1
Nitab20g014700.1	Nitab24g018760.1
Nitab20g014770.1	Nitab19g030010.1
Nitab20g014670.1	Nitab24g018690.1
Nitab20g014680.1	Nitab24g018710.1
Nitab20g014810.1	Nitab24g019090.1
Nitab20g014780.1	Nitab24g018840.1
Nitab20g014820.1	Nitab24g018890.1
Nitab20g014730.1	Nitab24g019100.1
Nitab20g014740.1	Nitab19g029700.1
Nitab20g014750.1	Nitab15g018860.1
Nitab20g014880.1	Nitab21g017070.1
Nitab20g014890.1	Nitab24g005400.1
Nitab20g014900.1	Nitab24g005410.1
Nitab20g014570.1	Nitab24g018610.1
Nitab20g014920.1	Nitab24g005430.1
Nitab20g014860.1	Nitab21g017020.1
Nitab20g014970.1	Nitab15g014340.1
Nitab20g014940.1	Nitab09g014780.1
Nitab20g014950.1	Nitab24g005340.1
Nitab20g014960.1	Nitab24g005330.1
Nitab20g015030.1	Nitab15g008090.1
Nitab20g015040.1	Nitab24g005300.1
Nitab20g014980.1	Nitab24g005090.1
Nitab20g015050.1	Nitab15g008130.1
Nitab20g015070.1	Nitab15g019430.1
Nitab20g015080.1	Nitab15g019460.1
Nitab20g015090.1	Nitab24g005240.1
Nitab20g014910.1	Nitab24g005420.1
Nitab20g015130.1	Nitab24g005320.1
Nitab20g014990.1	Nitab24g005180.1
Nitab20g015020.1	Nitab15g019520.1
Nitab20g015110.1	Nitab24g005220.1
Nitab20g015140.1	Nitab15g014320.1
Nitab20g015150.1	Nitab15g014310.1
Nitab20g015170.1	Nitab15g014290.1
Nitab20g015180.1	Nitab15g021330.1
Nitab20g015160.1	Nitab15g014300.1
Nitab20g015300.1	Nitab15g014540.1
Nitab20g015210.1	Nitab15g021440.1
Nitab20g015230.1	Nitab15g014250.1
Nitab20g015250.1	Nitab15g014220.1
Nitab20g015260.1	Nitab15g021480.1
Nitab20g015270.1	Nitab15g014190.1
Nitab20g015360.1	Nitab15g014130.1
Nitab20g015320.1	Nitab23g019710.1
Nitab20g015340.1	Nitab04g030900.1
Nitab20g015370.1	Nitab15g014110.1
Nitab20g015380.1	Nitab15g014100.1
Nitab20g015390.1	Nitab23g019980.1
Nitab20g015500.1	Nitab15g013910.1
Nitab20g015510.1	Nitab15g013920.1
Nitab20g015430.1	Nitab15g009780.1
Nitab20g015570.1	Nitab15g014000.1
Nitab20g015620.1	Nitab23g016020.1
Nitab20g015600.1	Nitab15g014030.1
Nitab20g015610.1	Nitab23g020250.1
Nitab20g015670.1	Nitab15g013810.1
Nitab20g015860.1	Nitab15g013670.1
Nitab20g015870.1	Nitab15g013660.1
Nitab20g015890.1	Nitab12g013270.1
Nitab20g015910.1	Nitab04g025070.1
Nitab20g015880.1	Nitab13g008100.1
Nitab20g015920.1	Nitab04g025080.1
Nitab20g015840.1	Nitab15g013700.1
Nitab20g015850.1	Nitab15g013680.1
Nitab20g015950.1	Nitab15g013630.1
Nitab20g015750.1	Nitab15g013720.1
Nitab20g015740.1	Nitab15g013740.1
Nitab20g015970.1	Nitab15g013620.1
Nitab20g015980.1	Nitab15g013610.1
Nitab20g016020.1	Nitab02g017330.1
Nitab20g016100.1	Nitab15g013560.1
Nitab20g015930.1	Nitab04g025100.1
Nitab20g016070.1	Nitab15g013590.1
Nitab20g016080.1	Nitab15g013580.1
Nitab20g016090.1	Nitab15g013570.1
Nitab20g016110.1	Nitab15g013520.1
Nitab20g016200.1	Nitab15g013460.1
Nitab20g016190.1	Nitab15g013470.1
Nitab20g016170.1	Nitab15g013500.1
Nitab20g016180.1	Nitab15g013480.1
Nitab20g016240.1	Nitab15g013440.1
Nitab20g016300.1	Nitab15g013390.1
Nitab20g016230.1	Nitab15g013450.1
Nitab20g016260.1	Nitab15g013430.1
Nitab20g016290.1	Nitab15g013400.1
Nitab20g016320.1	Nitab23g009130.1
Nitab20g016310.1	Nitab17g019330.1
Nitab20g016330.1	Nitab15g013350.1
Nitab20g016430.1	Nitab17g021900.1
Nitab20g016340.1	Nitab23g013410.1
Nitab20g016360.1	Nitab23g013420.1
Nitab20g016370.1	Nitab17g021920.1
Nitab20g016460.1	Nitab17g021970.1
Nitab20g016510.1	Nitab17g022040.1
Nitab20g016470.1	Nitab17g022020.1
Nitab20g016590.1	Nitab17g022110.1
Nitab20g016550.1	Nitab17g022050.1
Nitab20g016560.1	Nitab17g022060.1
Nitab20g016580.1	Nitab12g022540.1
Nitab20g016600.1	Nitab12g022660.1
Nitab20g016610.1	Nitab17g022150.1
Nitab20g016620.1	Nitab17g022160.1
Nitab20g016680.1	Nitab17g022200.1
Nitab20g016630.1	Nitab12g022770.1
Nitab20g016700.1	Nitab16g025110.1
Nitab20g016710.1	Nitab16g025090.1
Nitab20g016730.1	Nitab17g022270.1
Nitab20g016860.1	Nitab17g022370.1
Nitab20g016750.1	Nitab17g022300.1
Nitab20g016770.1	Nitab17g022320.1
Nitab20g016790.1	Nitab17g022330.1
Nitab20g016760.1	Nitab17g022310.1
Nitab20g016740.1	Nitab17g022290.1
Nitab20g016940.1	Nitab17g022500.1
Nitab20g016950.1	Nitab17g022510.1
Nitab20g016810.1	Nitab12g021670.1
Nitab20g016830.1	Nitab17g022560.1
Nitab20g016840.1	Nitab17g022390.1
Nitab20g016820.1	Nitab17g022350.1
Nitab20g016850.1	Nitab17g022380.1
Nitab20g017010.1	Nitab17g022420.1
Nitab20g017070.1	Nitab17g022540.1
Nitab20g016990.1	Nitab23g015910.1
Nitab20g016910.1	Nitab17g022450.1
Nitab20g016920.1	Nitab17g022470.1
Nitab20g016930.1	Nitab12g021320.1
Nitab20g017080.1	Nitab17g022550.1
Nitab20g017050.1	Nitab17g022410.1
Nitab20g017160.1	Nitab15g013260.1
Nitab20g017090.1	Nitab19g026630.1
Nitab20g017180.1	Nitab02g021990.1
Nitab20g017200.1	Nitab15g013240.1
Nitab20g017170.1	Nitab23g005150.1
Nitab20g017230.1	Nitab15g013230.1
Nitab20g017250.1	Nitab04g018970.1
Nitab20g017260.1	Nitab15g013220.1
Nitab20g017300.1	Nitab15g013180.1
Nitab20g017310.1	Nitab15g013160.1
Nitab20g017280.1	Nitab12g020790.1
Nitab20g017410.1	Nitab23g020710.1
Nitab20g017420.1	Nitab15g013050.1
Nitab20g017350.1	Nitab15g013110.1
Nitab20g017360.1	Nitab12g020540.1
Nitab20g017470.1	Nitab23g019380.1
Nitab20g017380.1	Nitab12g020470.1
Nitab20g017390.1	Nitab15g013080.1
Nitab20g017460.1	Nitab15g012990.1
Nitab20g017490.1	Nitab22g018460.1
Nitab20g017580.1	Nitab12g019900.1
Nitab20g017570.1	Nitab12g019850.1
Nitab20g017600.1	Nitab15g012930.1
Nitab20g017620.1	Nitab15g012810.1
Nitab20g017560.1	Nitab12g019970.1
Nitab20g017690.1	Nitab15g012740.1
Nitab20g017520.1	Nitab15g012820.1
Nitab20g017530.1	Nitab15g012980.1
Nitab20g017700.1	Nitab15g012720.1
Nitab20g017650.1	Nitab12g019370.1
