Nitab20g023470.1	Nitab15g007070.1
Nitab18g017250.1	Nitab24g010250.1
Nitab16g016490.1	Nitab15g011670.1
Nitab18g018780.1	Nitab12g023340.1
Nitab06g029940.1	Nitab17g029680.1
Nitab11g009230.1	Nitab11g008720.1
Nitab16g022960.1	Nitab09g010770.1
Nitab20g012520.1	Nitab02g027420.1
Nitab08g011450.1	Nitab12g012730.1
Nitab01g019290.1	Nitab19g036670.1
Nitab18g014870.1	Nitab23g024880.1
Nitab16g009990.1	Nitab24g006330.1
Nitab13g017220.1	Nitab23g020460.1
Nitab17g005170.1	Nitab19g010980.1
Nitab03g011380.1	Nitab02g011030.1
Nitab11g018170.1	Nitab19g037050.1
Nitab16g014280.1	Nitab22g009980.1
Nitab05g011430.1	Nitab24g008560.1
Nitab19g022600.1	Nitab19g021340.1
Nitab06g008180.1	Nitab04g027680.1
Nitab07g023740.1	Nitab19g037160.1
Nitab06g019190.1	Nitab17g007970.1
Nitab03g034190.1	Nitab17g026810.1
Nitab06g014310.1	Nitab19g021750.1
Nitab16g023020.1	Nitab17g024410.1
Nitab10g014790.1	Nitab18g023700.1
Nitab03g014800.1	Nitab17g039560.1
Nitab01g012200.1	Nitab23g014210.1
Nitab22g029730.1	Nitab19g031000.1
Nitab08g024790.1	Nitab21g015780.1
Nitab06g015470.1	Nitab04g023700.1
Nitab20g023160.1	Nitab15g007430.1
Nitab05g017940.1	Nitab19g010180.1
Nitab11g022270.1	Nitab02g024590.1
Nitab03g005240.1	Nitab17g008950.1
Nitab20g018150.1	Nitab15g012370.1
Nitab18g020860.1	Nitab15g018520.1
Nitab18g021130.1	Nitab09g011470.1
Nitab11g018420.1	Nitab21g019540.1
Nitab18g014210.1	Nitab09g015610.1
Nitab10g017210.1	Nitab19g027850.1
Nitab20g019900.1	Nitab04g014590.1
Nitab11g022310.1	Nitab02g024640.1
Nitab09g018250.1	Nitab09g018430.1
Nitab05g014390.1	Nitab15g016530.1
Nitab03g009980.1	Nitab17g013880.1
Nitab11g023120.1	Nitab11g005590.1
Nitab20g018820.1	Nitab12g015890.1
Nitab16g012680.1	Nitab24g023310.1
Nitab10g006520.1	Nitab03g033720.1
Nitab10g017630.1	Nitab02g017870.1
Nitab03g012870.1	Nitab14g019110.1
Nitab06g024750.1	Nitab04g009830.1
Nitab05g007380.1	Nitab19g020760.1
Nitab01g011180.1	Nitab23g013560.1
Nitab03g034200.1	Nitab17g026800.1
Nitab16g011440.1	Nitab12g008730.1
Nitab16g010590.1	Nitab12g007730.1
Nitab21g005190.1	Nitab23g013290.1
Nitab03g007860.1	Nitab17g028250.1
Nitab08g006580.1	Nitab23g022760.1
Nitab03g018440.1	Nitab14g018430.1
Nitab07g011080.1	Nitab13g006000.1
Nitab01g025780.1	Nitab01g027060.1
Nitab18g019530.1	Nitab15g012830.1
Nitab07g018680.1	Nitab17g035980.1
Nitab21g008540.1	Nitab17g035740.1
Nitab08g006080.1	Nitab04g006630.1
Nitab06g009340.1	Nitab04g028810.1
Nitab22g036300.1	Nitab23g016340.1
Nitab11g021170.1	Nitab11g008550.1
Nitab10g022940.1	Nitab02g024620.1
Nitab22g034420.1	Nitab19g007490.1
Nitab10g024600.1	Nitab21g016150.1
Nitab01g015860.1	Nitab23g018080.1
Nitab08g024170.1	Nitab21g015160.1
Nitab20g022040.1	Nitab15g008660.1
Nitab20g023580.1	Nitab13g016470.1
Nitab19g021230.1	Nitab04g029270.1
Nitab06g005000.1	Nitab19g033700.1
Nitab11g023490.1	Nitab17g024350.1
Nitab16g005330.1	Nitab23g029580.1
Nitab10g023250.1	Nitab18g024490.1
Nitab06g029090.1	Nitab15g009760.1
Nitab21g009160.1	Nitab14g018390.1
Nitab21g009520.1	Nitab14g018250.1
Nitab01g017100.1	Nitab23g018780.1
Nitab05g022840.1	Nitab15g020090.1
Nitab07g031010.1	Nitab14g008650.1
Nitab01g022710.1	Nitab15g018320.1
Nitab20g011490.1	Nitab24g015610.1
Nitab18g021970.1	Nitab09g009020.1
Nitab01g017750.1	Nitab23g019570.1
Nitab07g020060.1	Nitab02g014010.1
Nitab11g023420.1	Nitab11g007940.1
Nitab18g022270.1	Nitab09g008510.1
Nitab08g012190.1	Nitab23g014310.1
Nitab21g005580.1	Nitab19g024630.1
Nitab05g012510.1	Nitab24g009290.1
Nitab20g023410.1	Nitab13g006560.1
Nitab06g027610.1	Nitab04g024520.1
Nitab11g014530.1	Nitab24g005390.1
Nitab07g030300.1	Nitab14g009180.1
Nitab03g019630.1	Nitab17g036410.1
Nitab07g033200.1	Nitab14g006130.1
Nitab06g008660.1	Nitab04g026620.1
Nitab20g015260.1	Nitab15g021480.1
Nitab03g011740.1	Nitab17g021150.1
Nitab03g012260.1	Nitab17g025630.1
Nitab10g024070.1	Nitab02g025860.1
Nitab05g011080.1	Nitab24g008310.1
Nitab07g031250.1	Nitab14g008450.1
Nitab13g027130.1	Nitab02g012160.1
Nitab11g017460.1	Nitab04g024650.1
Nitab01g026030.1	Nitab02g017110.1
Nitab18g009550.1	Nitab18g007720.1
Nitab22g032120.1	Nitab24g010520.1
Nitab06g017510.1	Nitab04g021540.1
Nitab06g010590.1	Nitab15g018390.1
Nitab18g015150.1	Nitab09g014730.1
Nitab11g014610.1	Nitab13g012240.1
Nitab08g012970.1	Nitab22g012650.1
Nitab06g029210.1	Nitab23g008120.1
Nitab01g007400.1	Nitab23g007720.1
Nitab05g015010.1	Nitab15g018830.1
Nitab05g010960.1	Nitab24g011890.1
Nitab10g011660.1	Nitab24g015680.1
Nitab06g026950.1	Nitab04g005800.1
Nitab22g032770.1	Nitab19g008920.1
Nitab06g014110.1	Nitab22g013470.1
Nitab05g007060.1	Nitab17g034530.1
Nitab10g014910.1	Nitab02g014290.1
Nitab06g014940.1	Nitab04g024110.1
Nitab06g028210.1	Nitab04g007730.1
Nitab05g014440.1	Nitab19g007750.1
Nitab17g018600.1	Nitab17g018560.1
Nitab06g024220.1	Nitab12g021090.1
Nitab08g023850.1	Nitab21g014030.1
Nitab18g015110.1	Nitab09g014760.1
Nitab03g008900.1	Nitab17g037940.1
Nitab06g016180.1	Nitab13g015540.1
Nitab18g018430.1	Nitab09g011190.1
Nitab21g014420.1	Nitab21g012570.1
Nitab06g029430.1	Nitab04g008390.1
Nitab22g029280.1	Nitab24g013080.1
Nitab05g015180.1	Nitab15g022590.1
Nitab18g009490.1	Nitab18g006800.1
Nitab06g023900.1	Nitab09g013410.1
Nitab22g029710.1	Nitab19g015070.1
Nitab11g025810.1	Nitab14g014600.1
Nitab05g008000.1	Nitab24g013530.1
Nitab05g026560.1	Nitab23g011950.1
Nitab08g017250.1	Nitab04g027510.1
Nitab18g013470.1	Nitab09g016470.1
Nitab10g019900.1	Nitab02g021090.1
Nitab18g014700.1	Nitab24g022890.1
Nitab11g016850.1	Nitab04g021680.1
Nitab01g013110.1	Nitab23g014920.1
Nitab03g016040.1	Nitab15g016710.1
Nitab05g021310.1	Nitab19g030880.1
Nitab03g029980.1	Nitab12g023520.1
Nitab08g010750.1	Nitab19g013980.1
Nitab21g008110.1	Nitab14g019590.1
Nitab10g015900.1	Nitab02g015630.1
Nitab13g016280.1	Nitab13g016120.1
Nitab06g009060.1	Nitab06g009080.1
Nitab11g020820.1	Nitab13g018340.1
Nitab06g028180.1	Nitab06g028490.1
Nitab13g013360.1	Nitab15g013900.1
Nitab03g027500.1	Nitab17g030660.1
Nitab05g006680.1	Nitab19g026430.1
Nitab05g011860.1	Nitab24g011480.1
Nitab21g007520.1	Nitab14g020130.1
Nitab20g016820.1	Nitab17g022350.1
Nitab03g015310.1	Nitab17g038250.1
Nitab10g013140.1	Nitab22g020020.1
Nitab20g009540.1	Nitab24g020510.1
Nitab07g016830.1	Nitab24g019290.1
Nitab16g020900.1	Nitab13g021920.1
Nitab16g019950.1	Nitab15g012240.1
Nitab06g011550.1	Nitab04g029730.1
Nitab06g009590.1	Nitab04g005390.1
Nitab05g021770.1	Nitab15g016020.1
Nitab01g005940.1	Nitab23g006560.1
Nitab06g012250.1	Nitab13g007750.1
Nitab01g012320.1	Nitab23g014360.1
Nitab21g008230.1	Nitab14g009640.1
Nitab22g032550.1	Nitab19g009190.1
Nitab09g018130.1	Nitab19g029470.1
Nitab01g026050.1	Nitab12g005880.1
Nitab20g019990.1	Nitab04g005660.1
Nitab20g020110.1	Nitab15g010380.1
Nitab10g006490.1	Nitab17g018990.1
Nitab22g012910.1	Nitab22g010850.1
Nitab20g024970.1	Nitab09g021640.1
Nitab20g013200.1	Nitab17g018860.1
Nitab11g026240.1	Nitab14g006710.1
Nitab18g012690.1	Nitab09g017080.1
Nitab07g030490.1	Nitab14g009010.1
Nitab01g006510.1	Nitab23g006990.1
Nitab22g023500.1	Nitab14g014700.1
Nitab06g014070.1	Nitab13g014390.1
Nitab03g021100.1	Nitab04g027260.1
Nitab03g014110.1	Nitab17g023730.1
Nitab21g009040.1	Nitab17g037210.1
Nitab22g022150.1	Nitab14g015870.1
Nitab03g030950.1	Nitab17g027200.1
Nitab07g015540.1	Nitab15g015210.1
Nitab08g021800.1	Nitab21g011150.1
Nitab07g031400.1	Nitab14g008330.1
Nitab20g013850.1	Nitab04g015130.1
Nitab06g016850.1	Nitab04g021780.1
Nitab05g018120.1	Nitab19g009200.1
Nitab20g020930.1	Nitab15g009430.1
Nitab03g012480.1	Nitab23g024200.1
Nitab03g023680.1	Nitab14g020700.1
Nitab22g035810.1	Nitab18g011500.1
Nitab03g019840.1	Nitab17g015980.1
Nitab08g029300.1	Nitab21g020630.1
Nitab01g028300.1	Nitab02g019560.1
Nitab20g023810.1	Nitab14g009960.1
Nitab05g011810.1	Nitab24g009020.1
Nitab10g006990.1	Nitab24g009420.1
Nitab08g019740.1	Nitab22g016230.1
Nitab11g015800.1	Nitab13g017740.1
Nitab01g005240.1	Nitab15g010770.1
Nitab05g018840.1	Nitab24g017270.1
Nitab07g032660.1	Nitab14g007650.1
Nitab08g016650.1	Nitab22g019620.1
Nitab07g028980.1	Nitab17g017110.1
Nitab03g021480.1	Nitab17g017190.1
Nitab03g024370.1	Nitab03g025190.1
Nitab10g010650.1	Nitab02g009670.1
Nitab06g021660.1	Nitab04g016600.1
Nitab03g035300.1	Nitab14g021880.1
Nitab08g017480.1	Nitab09g019410.1
Nitab06g006300.1	Nitab13g024560.1
Nitab06g007350.1	Nitab04g030710.1
Nitab20g017690.1	Nitab15g012740.1
Nitab07g009100.1	Nitab19g017620.1
Nitab08g014460.1	Nitab22g015860.1
Nitab01g010820.1	Nitab23g013200.1
Nitab11g026440.1	Nitab23g023020.1
Nitab11g020810.1	Nitab13g011600.1
Nitab08g015200.1	Nitab22g016320.1
Nitab01g015040.1	Nitab23g017120.1
Nitab22g033550.1	Nitab09g018490.1
Nitab01g010990.1	Nitab17g021950.1
Nitab06g028820.1	Nitab14g015560.1
Nitab10g022750.1	Nitab21g012600.1
Nitab10g008350.1	Nitab24g011460.1
Nitab20g015880.1	Nitab13g008100.1
Nitab12g014900.1	Nitab12g014970.1
Nitab01g024360.1	Nitab23g024840.1
Nitab22g026920.1	Nitab22g006470.1
Nitab05g012390.1	Nitab24g009400.1
Nitab10g023570.1	Nitab02g025190.1
Nitab08g014650.1	Nitab22g015690.1
Nitab06g029910.1	Nitab21g018790.1
Nitab08g019470.1	Nitab22g017660.1
Nitab06g010610.1	Nitab04g026030.1
Nitab08g019210.1	Nitab15g016310.1
Nitab20g005200.1	Nitab13g011020.1
Nitab03g006620.1	Nitab09g019260.1
Nitab10g020040.1	Nitab02g019770.1
Nitab07g017210.1	Nitab19g029600.1
Nitab01g021300.1	Nitab23g021180.1
Nitab11g012850.1	Nitab13g019780.1
Nitab16g012310.1	Nitab24g023940.1
Nitab03g034690.1	Nitab17g026380.1
Nitab08g023930.1	Nitab02g017730.1
Nitab21g005500.1	Nitab14g021910.1
Nitab16g020460.1	Nitab12g019220.1
Nitab21g008210.1	Nitab14g009610.1
Nitab08g029380.1	Nitab18g024760.1
Nitab06g010060.1	Nitab04g026490.1
Nitab05g011050.1	Nitab10g010200.1
Nitab06g018090.1	Nitab09g020020.1
Nitab06g013140.1	Nitab04g025330.1
Nitab06g024760.1	Nitab04g009850.1
Nitab08g018760.1	Nitab02g009030.1
Nitab11g005010.1	Nitab11g007030.1
Nitab11g024960.1	Nitab13g007880.1
Nitab01g026110.1	Nitab12g005810.1
Nitab01g028530.1	Nitab01g029120.1
Nitab20g005210.1	Nitab13g024140.1
Nitab20g020730.1	Nitab15g009480.1
Nitab08g006390.1	Nitab22g014070.1
Nitab07g028530.1	Nitab22g005300.1
Nitab16g020400.1	Nitab12g019260.1
Nitab18g018400.1	Nitab12g006380.1
Nitab03g025970.1	Nitab17g031970.1
Nitab11g018810.1	Nitab23g012920.1
Nitab11g015440.1	Nitab13g018470.1
Nitab07g012650.1	Nitab13g005130.1
Nitab10g008680.1	Nitab17g017290.1
Nitab06g009250.1	Nitab19g020870.1
Nitab07g026940.1	Nitab14g012290.1
Nitab07g023270.1	Nitab19g036350.1
Nitab03g012060.1	Nitab17g020870.1
Nitab06g015190.1	Nitab24g018460.1
Nitab01g007260.1	Nitab15g023640.1
Nitab18g016000.1	Nitab21g018030.1
Nitab05g028180.1	Nitab23g006640.1
Nitab05g020040.1	Nitab23g028790.1
Nitab01g018220.1	Nitab23g019810.1
Nitab13g005890.1	Nitab19g027260.1
Nitab18g007530.1	Nitab19g006780.1
Nitab06g023810.1	Nitab06g024870.1
Nitab11g012530.1	Nitab19g020920.1
Nitab10g019620.1	Nitab17g038070.1
Nitab07g016140.1	Nitab19g029330.1
Nitab22g031350.1	Nitab19g010210.1
Nitab22g021860.1	Nitab17g023520.1
Nitab21g007830.1	Nitab17g030420.1
Nitab08g028520.1	Nitab21g020050.1
Nitab21g012360.1	Nitab04g020670.1
Nitab16g019130.1	Nitab12g016510.1
Nitab06g016220.1	Nitab04g022670.1
Nitab08g023270.1	Nitab15g018270.1
Nitab16g006480.1	Nitab23g026770.1
Nitab18g014390.1	Nitab04g022040.1
Nitab02g021340.1	Nitab02g021700.1
Nitab20g017360.1	Nitab12g020540.1
Nitab17g012200.1	Nitab17g016450.1
Nitab16g025080.1	Nitab12g022460.1
Nitab03g030040.1	Nitab03g030480.1
Nitab08g011800.1	Nitab22g011380.1
Nitab03g021470.1	Nitab17g034580.1
Nitab01g015690.1	Nitab22g011600.1
Nitab11g025790.1	Nitab09g008470.1
Nitab05g024560.1	Nitab23g019860.1
Nitab10g019670.1	Nitab02g021640.1
Nitab08g006500.1	Nitab22g014150.1
Nitab07g018010.1	Nitab13g023060.1
Nitab07g018700.1	Nitab19g031960.1
Nitab16g023950.1	Nitab17g022580.1
Nitab08g020400.1	Nitab04g014160.1
Nitab06g022750.1	Nitab04g018130.1
Nitab03g015890.1	Nitab17g014140.1
Nitab21g009410.1	Nitab14g012050.1
Nitab21g007990.1	Nitab14g019640.1
Nitab18g019360.1	Nitab09g010010.1
Nitab05g022300.1	Nitab15g019610.1
Nitab03g006460.1	Nitab17g018540.1
Nitab20g012960.1	Nitab24g007350.1
Nitab06g006960.1	Nitab04g031110.1
Nitab18g019550.1	Nitab12g020990.1
Nitab01g020670.1	Nitab23g020800.1
Nitab01g014820.1	Nitab23g016510.1
Nitab11g014510.1	Nitab13g021520.1
Nitab16g008590.1	Nitab23g027620.1
Nitab08g023140.1	Nitab21g013520.1
Nitab10g025500.1	Nitab02g027460.1
Nitab05g026700.1	Nitab15g022940.1
Nitab05g010590.1	Nitab02g011580.1
Nitab07g015460.1	Nitab19g028560.1
Nitab07g025000.1	Nitab23g019100.1
Nitab08g015880.1	Nitab21g017990.1
Nitab10g019330.1	Nitab02g020500.1
Nitab01g021770.1	Nitab23g020060.1
Nitab06g005220.1	Nitab04g032360.1
Nitab20g019940.1	Nitab15g010620.1
Nitab16g009240.1	Nitab02g008700.1
Nitab05g019760.1	Nitab15g014860.1
Nitab20g021170.1	Nitab04g006970.1
Nitab05g009820.1	Nitab02g008460.1
Nitab17g019510.1	Nitab17g037410.1
Nitab01g010280.1	Nitab23g012620.1
Nitab01g024030.1	Nitab23g024570.1
Nitab01g005540.1	Nitab15g024040.1
Nitab08g020610.1	Nitab22g021360.1
Nitab18g018500.1	Nitab09g011110.1
Nitab08g018480.1	Nitab19g019430.1
Nitab06g006440.1	Nitab13g011170.1
Nitab11g020710.1	Nitab13g018260.1
Nitab20g019630.1	Nitab15g011290.1
Nitab22g028970.1	Nitab22g005520.1
Nitab08g017370.1	Nitab17g018350.1
Nitab03g011230.1	Nitab14g015390.1
Nitab06g032820.1	Nitab22g009290.1
Nitab09g006550.1	Nitab18g024920.1
Nitab08g018240.1	Nitab09g020520.1
Nitab18g019390.1	Nitab09g010040.1
Nitab07g032230.1	Nitab19g028870.1
Nitab05g020030.1	Nitab24g006160.1
Nitab11g023680.1	Nitab13g025200.1
Nitab08g028890.1	Nitab21g020220.1
Nitab05g014990.1	Nitab17g011020.1
Nitab08g022420.1	Nitab04g006780.1
Nitab18g017970.1	Nitab09g013200.1
Nitab08g026430.1	Nitab13g016550.1
Nitab11g019470.1	Nitab13g016490.1
Nitab22g031020.1	Nitab19g010490.1
Nitab11g013470.1	Nitab13g008610.1
Nitab06g026380.1	Nitab04g006750.1
Nitab20g013840.1	Nitab04g015050.1
Nitab04g031390.1	Nitab04g031360.1
Nitab22g029140.1	Nitab19g014490.1
Nitab10g021660.1	Nitab23g025330.1
Nitab03g009040.1	Nitab17g038110.1
Nitab08g007890.1	Nitab22g008840.1
Nitab01g011030.1	Nitab23g013430.1
Nitab16g017720.1	Nitab22g014700.1
Nitab03g021690.1	Nitab17g034230.1
Nitab20g013990.1	Nitab24g017810.1
Nitab01g014810.1	Nitab23g016520.1
Nitab07g022960.1	Nitab19g035400.1
Nitab03g034390.1	Nitab17g026610.1
Nitab10g012760.1	Nitab23g022320.1
Nitab06g023800.1	Nitab17g032670.1
Nitab06g011410.1	Nitab04g029780.1
Nitab01g022210.1	Nitab19g037100.1
Nitab03g021550.1	Nitab17g034450.1
Nitab11g026560.1	Nitab13g005540.1
Nitab05g014960.1	Nitab15g018910.1
Nitab03g006030.1	Nitab14g008820.1
Nitab05g025250.1	Nitab16g009030.1
Nitab01g024800.1	Nitab23g025240.1
Nitab08g021100.1	Nitab21g010730.1
Nitab06g030120.1	Nitab04g009190.1
Nitab01g006580.1	Nitab23g007060.1
Nitab07g029320.1	Nitab19g037150.1
Nitab08g015330.1	Nitab22g016820.1
Nitab03g020850.1	Nitab17g035210.1
Nitab22g024170.1	Nitab19g016590.1
Nitab03g007310.1	Nitab17g017520.1
Nitab05g016450.1	Nitab24g006110.1
Nitab05g022330.1	Nitab15g019620.1
Nitab09g007540.1	Nitab18g024030.1
Nitab20g012720.1	Nitab24g019040.1
Nitab01g005430.1	Nitab23g005690.1
Nitab03g008680.1	Nitab17g015030.1
Nitab03g007780.1	Nitab17g016710.1
Nitab07g007950.1	Nitab19g034300.1
Nitab22g031990.1	Nitab24g010480.1
Nitab03g011240.1	Nitab04g014850.1
Nitab22g036500.1	Nitab09g017240.1
Nitab01g014870.1	Nitab23g016910.1
Nitab08g027000.1	Nitab02g027840.1
Nitab11g025730.1	Nitab03g033730.1
Nitab16g007320.1	Nitab23g025980.1
Nitab20g005490.1	Nitab15g015570.1
Nitab06g021830.1	Nitab12g023890.1
Nitab06g013180.1	Nitab04g025360.1
Nitab08g006790.1	Nitab04g008060.1
Nitab01g023690.1	Nitab23g024360.1
Nitab05g010580.1	Nitab24g010780.1
Nitab11g015540.1	Nitab13g018220.1
Nitab10g014460.1	Nitab02g007380.1
Nitab16g020260.1	Nitab12g019380.1
Nitab05g013970.1	Nitab21g013500.1
Nitab01g011300.1	Nitab23g013660.1
Nitab08g022610.1	Nitab21g012890.1
Nitab01g008850.1	Nitab23g009330.1
Nitab05g017150.1	Nitab24g006360.1
Nitab08g028070.1	Nitab21g019570.1
Nitab10g015850.1	Nitab01g027040.1
Nitab01g016790.1	Nitab23g022130.1
Nitab03g023220.1	Nitab17g032910.1
Nitab22g022280.1	Nitab17g027420.1
Nitab01g012630.1	Nitab23g014820.1
Nitab16g012160.1	Nitab12g009620.1
Nitab20g017570.1	Nitab12g019850.1
Nitab19g026750.1	Nitab19g026700.1
Nitab03g006400.1	Nitab09g020330.1
Nitab11g015170.1	Nitab13g018670.1
Nitab06g023440.1	Nitab04g013900.1
Nitab03g021740.1	Nitab17g034350.1
Nitab08g019870.1	Nitab23g006690.1
Nitab03g019760.1	Nitab24g013400.1
Nitab10g024680.1	Nitab02g026470.1
Nitab01g017760.1	Nitab23g019550.1
Nitab03g034480.1	Nitab24g007660.1
Nitab03g019380.1	Nitab14g018710.1
Nitab01g023710.1	Nitab23g024450.1
Nitab10g013570.1	Nitab17g010410.1
Nitab10g009460.1	Nitab02g008900.1
Nitab03g007240.1	Nitab17g017500.1
Nitab22g028560.1	Nitab22g005800.1
Nitab05g015150.1	Nitab23g022410.1
Nitab11g020550.1	Nitab24g011590.1
Nitab11g006590.1	Nitab23g014400.1
Nitab17g027510.1	Nitab17g028770.1
Nitab01g026270.1	Nitab12g005980.1
Nitab20g024290.1	Nitab22g024540.1
Nitab07g012040.1	Nitab19g026170.1
Nitab16g011000.1	Nitab12g008130.1
Nitab19g039050.1	Nitab23g021930.1
Nitab09g005750.1	Nitab18g025510.1
Nitab01g025080.1	Nitab12g006910.1
Nitab09g006720.1	Nitab18g024820.1
Nitab07g014970.1	Nitab19g028160.1
Nitab18g012560.1	Nitab04g005830.1
Nitab18g013840.1	Nitab09g016180.1
Nitab01g022920.1	Nitab19g025210.1
Nitab06g033450.1	Nitab04g012070.1
Nitab03g013840.1	Nitab19g017670.1
Nitab01g024120.1	Nitab17g030790.1
Nitab22g035320.1	Nitab09g021380.1
Nitab06g009770.1	Nitab19g035420.1
Nitab08g023330.1	Nitab21g013020.1
Nitab20g021750.1	Nitab04g009990.1
Nitab07g017600.1	Nitab19g030140.1
Nitab03g018380.1	Nitab17g037530.1
Nitab03g009660.1	Nitab17g023970.1
Nitab11g026670.1	Nitab23g023470.1
Nitab13g016970.1	Nitab22g013660.1
Nitab20g006400.1	Nitab24g024250.1
Nitab10g024420.1	Nitab13g012890.1
Nitab18g013110.1	Nitab09g016710.1
Nitab22g027900.1	Nitab04g007460.1
Nitab16g011430.1	Nitab12g008720.1
Nitab21g005450.1	Nitab14g021870.1
Nitab08g024630.1	Nitab02g018380.1
Nitab20g022320.1	Nitab15g008380.1
Nitab10g023000.1	Nitab02g024670.1
Nitab16g005160.1	Nitab15g024230.1
Nitab08g027490.1	Nitab21g019030.1
Nitab07g027540.1	Nitab04g028490.1
Nitab07g018500.1	Nitab19g031820.1
Nitab07g024820.1	Nitab19g038300.1
Nitab05g020610.1	Nitab15g017460.1
Nitab16g008290.1	Nitab23g027920.1
Nitab16g020760.1	Nitab09g010220.1
Nitab22g033790.1	Nitab19g008160.1
Nitab08g006650.1	Nitab22g014260.1
Nitab01g016750.1	Nitab15g021830.1
Nitab01g014550.1	Nitab15g013780.1
Nitab01g028290.1	Nitab01g027720.1
Nitab16g015610.1	Nitab12g011620.1
Nitab20g020570.1	Nitab15g009980.1
Nitab01g005150.1	Nitab23g005500.1
Nitab06g026690.1	Nitab09g022650.1
Nitab03g031100.1	Nitab03g024890.1
Nitab03g028010.1	Nitab22g009370.1
Nitab21g007620.1	Nitab14g020010.1
Nitab01g021530.1	Nitab23g021620.1
Nitab11g026370.1	Nitab19g036180.1
Nitab03g028730.1	Nitab23g027390.1
Nitab07g021630.1	Nitab14g013140.1
Nitab08g023880.1	Nitab21g014010.1
Nitab13g016340.1	Nitab04g024270.1
Nitab07g012330.1	Nitab06g017580.1
Nitab01g023140.1	Nitab23g023710.1
Nitab08g010380.1	Nitab22g006090.1
Nitab21g012180.1	Nitab21g014620.1
Nitab05g010540.1	Nitab24g010730.1
Nitab06g024630.1	Nitab04g014900.1
Nitab18g013580.1	Nitab19g006610.1
Nitab20g020740.1	Nitab22g009720.1
Nitab20g010770.1	Nitab24g016620.1
Nitab21g012350.1	Nitab21g011780.1
Nitab11g018540.1	Nitab21g019320.1
Nitab10g018670.1	Nitab02g018890.1
Nitab03g015960.1	Nitab17g024020.1
Nitab11g015030.1	Nitab13g018780.1
Nitab07g030860.1	Nitab22g016460.1
Nitab21g008060.1	Nitab17g028520.1
Nitab03g016130.1	Nitab17g024140.1
Nitab11g018870.1	Nitab21g018770.1
Nitab03g016510.1	Nitab17g024360.1
Nitab17g019660.1	Nitab17g036690.1
Nitab07g016930.1	Nitab22g016110.1
Nitab01g025900.1	Nitab12g005560.1
Nitab08g014430.1	Nitab22g015380.1
