Nitab01g028610.1	Nitab12g005140.1
Nitab10g021090.1	Nitab02g020120.1
Nitab06g018740.1	Nitab04g018180.1
Nitab18g008620.1	Nitab09g020830.1
Nitab22g035670.1	Nitab19g006490.1
Nitab11g026760.1	Nitab13g005160.1
Nitab11g015690.1	Nitab13g011590.1
Nitab06g026180.1	Nitab04g005260.1
Nitab10g022720.1	Nitab02g024360.1
Nitab01g007610.1	Nitab23g007930.1
Nitab03g023810.1	Nitab17g032560.1
Nitab01g027270.1	Nitab01g026830.1
Nitab10g012100.1	Nitab02g012930.1
Nitab10g019600.1	Nitab02g021950.1
Nitab08g028560.1	Nitab21g020000.1
Nitab11g020380.1	Nitab13g011970.1
Nitab08g020790.1	Nitab22g021380.1
Nitab10g010860.1	Nitab02g009930.1
Nitab01g005620.1	Nitab15g024030.1
Nitab20g015270.1	Nitab15g014190.1
Nitab01g013700.1	Nitab18g024220.1
Nitab10g017170.1	Nitab02g017410.1
Nitab10g011820.1	Nitab02g013260.1
Nitab22g033220.1	Nitab19g008630.1
Nitab06g022880.1	Nitab04g016080.1
Nitab05g011290.1	Nitab24g008470.1
Nitab18g013040.1	Nitab15g006070.1
Nitab22g035600.1	Nitab19g006570.1
Nitab07g024670.1	Nitab19g038150.1
Nitab15g009940.1	Nitab15g010520.1
Nitab03g021760.1	Nitab17g034330.1
Nitab08g027410.1	Nitab21g018930.1
Nitab20g021470.1	Nitab15g009100.1
Nitab18g010790.1	Nitab09g020060.1
Nitab18g013370.1	Nitab09g016250.1
Nitab07g010960.1	Nitab19g022440.1
Nitab03g012130.1	Nitab17g020820.1
Nitab03g017590.1	Nitab17g038770.1
Nitab07g009210.1	Nitab19g022760.1
Nitab06g025500.1	Nitab04g014430.1
Nitab22g035900.1	Nitab19g005910.1
Nitab16g014270.1	Nitab12g012790.1
Nitab03g011070.1	Nitab17g018900.1
Nitab05g008360.1	Nitab24g013120.1
Nitab10g018240.1	Nitab02g018470.1
Nitab06g025120.1	Nitab04g014740.1
Nitab01g015710.1	Nitab23g017610.1
Nitab16g013010.1	Nitab12g012140.1
Nitab03g022560.1	Nitab17g033560.1
Nitab10g012050.1	Nitab02g012980.1
Nitab03g014170.1	Nitab17g023800.1
Nitab10g007140.1	Nitab02g006880.1
Nitab03g011610.1	Nitab03g032590.1
Nitab07g008580.1	Nitab19g019620.1
Nitab10g006350.1	Nitab19g013550.1
Nitab01g008970.1	Nitab23g009440.1
Nitab08g018630.1	Nitab22g019220.1
Nitab10g006290.1	Nitab02g006180.1
Nitab11g019260.1	Nitab13g012920.1
Nitab08g026840.1	Nitab21g018320.1
Nitab03g032000.1	Nitab03g032770.1
Nitab10g005630.1	Nitab02g005540.1
Nitab07g006260.1	Nitab19g019220.1
Nitab07g020320.1	Nitab19g033670.1
Nitab10g007010.1	Nitab02g006780.1
Nitab16g005320.1	Nitab23g029360.1
Nitab16g020210.1	Nitab12g019360.1
Nitab07g019990.1	Nitab09g013690.1
Nitab12g025070.1	Nitab21g016240.1
Nitab01g009820.1	Nitab23g010630.1
Nitab06g029150.1	Nitab04g008220.1
Nitab05g012850.1	Nitab15g018470.1
Nitab10g016350.1	Nitab02g016540.1
Nitab20g022370.1	Nitab15g008340.1
Nitab03g018410.1	Nitab17g037500.1
Nitab22g025570.1	Nitab19g039030.1
Nitab18g022880.1	Nitab23g010220.1
Nitab16g020070.1	Nitab12g017440.1
Nitab11g020190.1	Nitab13g012160.1
Nitab10g019340.1	Nitab02g020520.1
Nitab08g019890.1	Nitab22g016050.1
Nitab05g025790.1	Nitab23g021160.1
Nitab22g028610.1	Nitab19g013770.1
Nitab22g030340.1	Nitab19g011340.1
Nitab03g023790.1	Nitab17g032590.1
Nitab01g006660.1	Nitab23g007180.1
Nitab09g005610.1	Nitab18g026050.1
Nitab06g025650.1	Nitab04g014050.1
Nitab07g017350.1	Nitab19g029760.1
Nitab13g022200.1	Nitab13g022240.1
Nitab11g014840.1	Nitab13g018990.1
Nitab18g015720.1	Nitab09g014220.1
Nitab06g019460.1	Nitab04g017910.1
Nitab22g026890.1	Nitab19g012040.1
Nitab06g027800.1	Nitab04g007230.1
Nitab07g006040.1	Nitab19g020500.1
Nitab03g015810.1	Nitab17g023890.1
Nitab11g025970.1	Nitab13g006440.1
Nitab11g016350.1	Nitab13g017630.1
Nitab05g009520.1	Nitab24g012090.1
Nitab03g012960.1	Nitab17g019780.1
Nitab03g014220.1	Nitab17g025050.1
Nitab06g016800.1	Nitab04g021750.1
Nitab08g009050.1	Nitab22g007900.1
Nitab08g018610.1	Nitab22g019200.1
Nitab10g026130.1	Nitab02g028040.1
Nitab07g014080.1	Nitab19g025280.1
Nitab06g027640.1	Nitab04g006570.1
Nitab08g023220.1	Nitab21g013430.1
Nitab05g010740.1	Nitab24g010640.1
Nitab07g021590.1	Nitab23g015620.1
Nitab06g008190.1	Nitab04g027690.1
Nitab11g018330.1	Nitab13g013910.1
Nitab07g007660.1	Nitab19g021030.1
Nitab10g016440.1	Nitab02g017020.1
Nitab16g023910.1	Nitab12g021080.1
Nitab10g019560.1	Nitab02g022010.1
Nitab01g008000.1	Nitab23g006030.1
Nitab11g010040.1	Nitab13g023810.1
Nitab09g005850.1	Nitab18g025480.1
Nitab07g005870.1	Nitab19g020670.1
Nitab05g018130.1	Nitab17g036390.1
Nitab08g013570.1	Nitab22g010000.1
Nitab10g017880.1	Nitab07g026270.1
Nitab01g026250.1	Nitab12g005960.1
Nitab16g005650.1	Nitab23g029190.1
Nitab03g013400.1	Nitab17g023160.1
Nitab06g022380.1	Nitab04g016510.1
Nitab08g012560.1	Nitab22g010580.1
Nitab17g022830.1	Nitab17g008320.1
Nitab03g031270.1	Nitab03g033490.1
Nitab07g012570.1	Nitab19g024480.1
Nitab20g011100.1	Nitab24g016270.1
Nitab16g015420.1	Nitab12g012630.1
Nitab10g011430.1	Nitab02g010700.1
Nitab20g021770.1	Nitab15g008910.1
Nitab07g020830.1	Nitab19g034320.1
Nitab07g014950.1	Nitab19g028150.1
Nitab06g022970.1	Nitab04g015960.1
Nitab08g021030.1	Nitab21g010710.1
Nitab05g013880.1	Nitab02g016160.1
Nitab17g012520.1	Nitab17g011190.1
Nitab18g020180.1	Nitab09g012420.1
Nitab16g015080.1	Nitab12g016000.1
Nitab05g024880.1	Nitab15g021500.1
Nitab07g012520.1	Nitab19g023820.1
Nitab09g007590.1	Nitab18g024000.1
Nitab05g016120.1	Nitab15g014920.1
Nitab18g017730.1	Nitab09g013460.1
Nitab18g009050.1	Nitab09g021010.1
Nitab16g023590.1	Nitab12g020780.1
Nitab07g019760.1	Nitab19g033000.1
Nitab09g005420.1	Nitab18g025850.1
Nitab10g013070.1	Nitab02g011810.1
Nitab06g033100.1	Nitab04g011610.1
Nitab10g020690.1	Nitab02g022310.1
Nitab03g006880.1	Nitab17g017780.1
Nitab20g009660.1	Nitab24g020490.1
Nitab10g008540.1	Nitab22g022870.1
Nitab06g031150.1	Nitab04g010240.1
Nitab06g013820.1	Nitab17g028940.1
Nitab08g010960.1	Nitab22g005270.1
Nitab06g019290.1	Nitab17g007880.1
Nitab07g007310.1	Nitab24g014050.1
Nitab11g010650.1	Nitab13g023330.1
Nitab10g022370.1	Nitab02g023860.1
Nitab20g012830.1	Nitab24g019320.1
Nitab18g015680.1	Nitab09g014260.1
Nitab01g005700.1	Nitab23g006180.1
Nitab23g011330.1	Nitab23g008610.1
Nitab08g009040.1	Nitab22g007890.1
Nitab18g008400.1	Nitab18g007290.1
Nitab10g008820.1	Nitab02g008210.1
Nitab05g022860.1	Nitab15g020160.1
Nitab10g008070.1	Nitab02g007580.1
Nitab16g023750.1	Nitab12g020930.1
Nitab21g010070.1	Nitab14g017510.1
Nitab18g018900.1	Nitab09g010810.1
Nitab11g005130.1	Nitab11g005320.1
Nitab06g028010.1	Nitab04g006990.1
Nitab16g014330.1	Nitab12g012840.1
Nitab16g025740.1	Nitab12g022630.1
Nitab11g026060.1	Nitab13g006500.1
Nitab07g013640.1	Nitab07g013190.1
Nitab03g008350.1	Nitab17g015830.1
Nitab03g031680.1	Nitab03g033090.1
Nitab07g030000.1	Nitab14g009400.1
Nitab06g014640.1	Nitab04g024280.1
Nitab13g025790.1	Nitab11g008180.1
Nitab07g017390.1	Nitab19g029650.1
Nitab20g021930.1	Nitab15g008760.1
Nitab11g009480.1	Nitab13g024360.1
Nitab06g027240.1	Nitab22g013550.1
Nitab09g005570.1	Nitab18g026040.1
Nitab18g009980.1	Nitab18g007000.1
Nitab11g021350.1	Nitab13g010960.1
Nitab01g020830.1	Nitab23g021150.1
Nitab03g016720.1	Nitab17g037820.1
Nitab06g023770.1	Nitab06g025000.1
Nitab03g009190.1	Nitab17g014540.1
Nitab08g018800.1	Nitab08g015640.1
Nitab02g021110.1	Nitab02g019930.1
Nitab11g025550.1	Nitab13g006780.1
Nitab05g010730.1	Nitab24g010650.1
Nitab22g023640.1	Nitab14g015260.1
Nitab07g020900.1	Nitab19g034380.1
Nitab22g025600.1	Nitab19g039000.1
Nitab07g026740.1	Nitab14g012540.1
Nitab03g008480.1	Nitab17g015410.1
Nitab07g012640.1	Nitab19g024690.1
Nitab08g022000.1	Nitab21g011310.1
Nitab06g011880.1	Nitab04g027630.1
Nitab03g005390.1	Nitab22g007170.1
Nitab09g007120.1	Nitab18g024480.1
Nitab03g013870.1	Nitab17g023570.1
Nitab22g025610.1	Nitab19g038990.1
Nitab10g012460.1	Nitab02g011460.1
Nitab06g012660.1	Nitab04g025940.1
Nitab08g025900.1	Nitab21g017200.1
Nitab07g015480.1	Nitab19g028930.1
Nitab03g028540.1	Nitab17g028700.1
Nitab10g023680.1	Nitab02g025400.1
Nitab03g034350.1	Nitab17g026660.1
Nitab10g012000.1	Nitab02g013020.1
Nitab06g011350.1	Nitab17g036790.1
Nitab03g020650.1	Nitab17g035390.1
Nitab13g025710.1	Nitab11g008330.1
Nitab07g024390.1	Nitab19g037990.1
Nitab11g020530.1	Nitab13g011840.1
Nitab18g022700.1	Nitab09g008400.1
Nitab22g010280.1	Nitab22g008330.1
Nitab08g024060.1	Nitab21g015000.1
Nitab10g011960.1	Nitab02g013120.1
Nitab21g012010.1	Nitab14g016980.1
Nitab18g015130.1	Nitab09g014670.1
Nitab06g011760.1	Nitab04g029910.1
Nitab08g026540.1	Nitab21g018060.1
Nitab05g017670.1	Nitab09g022460.1
Nitab06g015500.1	Nitab04g023570.1
Nitab11g006310.1	Nitab13g025320.1
Nitab16g010540.1	Nitab12g007680.1
Nitab08g016470.1	Nitab22g020040.1
Nitab07g016480.1	Nitab19g030450.1
Nitab11g019490.1	Nitab13g016520.1
Nitab16g005130.1	Nitab23g029600.1
Nitab01g007600.1	Nitab23g007920.1
Nitab06g023260.1	Nitab04g015610.1
Nitab01g028420.1	Nitab21g016030.1
Nitab20g006690.1	Nitab24g024070.1
Nitab03g019460.1	Nitab17g036480.1
Nitab06g009860.1	Nitab04g028110.1
Nitab12g014890.1	Nitab12g014960.1
Nitab01g013350.1	Nitab23g015150.1
Nitab16g012830.1	Nitab12g011870.1
Nitab06g033930.1	Nitab04g012400.1
Nitab06g023650.1	Nitab04g013730.1
Nitab01g023500.1	Nitab23g024160.1
Nitab08g029390.1	Nitab21g020860.1
Nitab03g034170.1	Nitab17g026820.1
Nitab06g013630.1	Nitab04g024880.1
Nitab09g006380.1	Nitab18g025130.1
Nitab07g030620.1	Nitab14g008870.1
Nitab08g027620.1	Nitab21g019180.1
Nitab10g018210.1	Nitab02g018430.1
Nitab05g018100.1	Nitab18g011400.1
Nitab10g021600.1	Nitab02g022930.1
Nitab16g012940.1	Nitab12g011970.1
Nitab08g006760.1	Nitab04g008210.1
Nitab06g026100.1	Nitab04g005150.1
Nitab01g023580.1	Nitab23g024270.1
Nitab23g010170.1	Nitab23g010480.1
Nitab01g025840.1	Nitab12g005490.1
Nitab07g020590.1	Nitab19g033470.1
Nitab06g026890.1	Nitab04g005740.1
Nitab10g011560.1	Nitab02g010770.1
Nitab18g015470.1	Nitab24g015420.1
Nitab01g017050.1	Nitab23g018680.1
Nitab05g027030.1	Nitab15g023240.1
Nitab11g024190.1	Nitab17g035120.1
Nitab20g009940.1	Nitab24g020190.1
Nitab16g026140.1	Nitab12g023370.1
Nitab07g014310.1	Nitab19g027430.1
Nitab20g013860.1	Nitab24g018030.1
Nitab10g008670.1	Nitab02g008110.1
Nitab03g034880.1	Nitab17g026100.1
Nitab01g014190.1	Nitab23g016170.1
Nitab03g035630.1	Nitab17g025440.1
Nitab01g017230.1	Nitab23g022000.1
Nitab06g014350.1	Nitab04g025630.1
Nitab08g012760.1	Nitab22g010370.1
Nitab03g013450.1	Nitab17g023200.1
Nitab07g026630.1	Nitab14g012650.1
Nitab13g027120.1	Nitab11g005770.1
Nitab20g025200.1	Nitab15g006040.1
Nitab08g020290.1	Nitab22g021000.1
Nitab18g013800.1	Nitab09g016120.1
Nitab10g024740.1	Nitab02g026550.1
Nitab05g022220.1	Nitab15g019530.1
Nitab16g023990.1	Nitab12g021150.1
Nitab10g006090.1	Nitab02g006000.1
Nitab10g018730.1	Nitab02g018970.1
Nitab06g029220.1	Nitab23g008130.1
Nitab16g023200.1	Nitab12g020250.1
Nitab01g007690.1	Nitab23g008000.1
Nitab07g011670.1	Nitab19g025930.1
Nitab06g024610.1	Nitab04g014940.1
Nitab11g006660.1	Nitab13g025000.1
Nitab07g021460.1	Nitab19g035060.1
Nitab08g013540.1	Nitab22g010030.1
Nitab01g021820.1	Nitab14g007530.1
Nitab06g007840.1	Nitab04g030290.1
Nitab18g018690.1	Nitab09g010830.1
Nitab07g015850.1	Nitab19g029000.1
Nitab01g016880.1	Nitab09g013710.1
Nitab03g029740.1	Nitab14g016270.1
Nitab11g025940.1	Nitab13g006580.1
Nitab10g016470.1	Nitab02g017060.1
Nitab18g007950.1	Nitab09g020580.1
Nitab16g008170.1	Nitab17g011500.1
Nitab01g026180.1	Nitab12g005910.1
Nitab10g020180.1	Nitab02g019690.1
Nitab20g019710.1	Nitab23g006380.1
Nitab18g007450.1	Nitab09g021630.1
Nitab20g023240.1	Nitab15g007250.1
Nitab03g018500.1	Nitab17g037350.1
Nitab10g021310.1	Nitab02g022700.1
Nitab18g010540.1	Nitab09g019190.1
Nitab08g014790.1	Nitab22g015570.1
Nitab03g014460.1	Nitab17g039700.1
Nitab05g015970.1	Nitab15g019270.1
Nitab04g029340.1	Nitab21g017400.1
Nitab06g009020.1	Nitab06g009010.1
Nitab05g008940.1	Nitab24g012600.1
Nitab06g017100.1	Nitab04g021970.1
Nitab20g023770.1	Nitab15g006690.1
Nitab10g014190.1	Nitab02g013640.1
Nitab07g027030.1	Nitab14g012190.1
Nitab01g012020.1	Nitab23g014080.1
Nitab05g015560.1	Nitab15g016640.1
Nitab07g010400.1	Nitab19g021980.1
Nitab20g013890.1	Nitab24g018050.1
Nitab20g023720.1	Nitab15g006730.1
Nitab01g017610.1	Nitab23g019670.1
Nitab06g031410.1	Nitab17g007600.1
Nitab07g018650.1	Nitab19g032420.1
Nitab07g029200.1	Nitab14g010230.1
Nitab09g006250.1	Nitab18g025060.1
Nitab11g015050.1	Nitab13g018750.1
Nitab08g010630.1	Nitab22g005850.1
Nitab22g017780.1	Nitab22g016770.1
Nitab07g010530.1	Nitab19g021920.1
Nitab05g020960.1	Nitab15g017130.1
Nitab01g024040.1	Nitab23g024590.1
Nitab05g024090.1	Nitab15g021120.1
Nitab07g014470.1	Nitab19g027240.1
Nitab16g024410.1	Nitab12g021540.1
Nitab11g023320.1	Nitab13g009420.1
Nitab08g009720.1	Nitab22g006590.1
Nitab10g020490.1	Nitab02g020920.1
Nitab20g010560.1	Nitab20g010620.1
Nitab03g030010.1	Nitab03g030510.1
Nitab07g012880.1	Nitab19g024340.1
Nitab12g013310.1	Nitab12g012170.1
Nitab11g020990.1	Nitab13g011430.1
Nitab01g007680.1	Nitab23g007990.1
Nitab01g013980.1	Nitab23g015970.1
Nitab18g018390.1	Nitab09g011220.1
Nitab05g020810.1	Nitab15g017240.1
Nitab06g028860.1	Nitab04g007950.1
Nitab16g006750.1	Nitab23g026430.1
Nitab13g026660.1	Nitab09g015180.1
Nitab22g030550.1	Nitab19g010920.1
Nitab07g015640.1	Nitab19g028790.1
Nitab03g035800.1	Nitab17g025270.1
Nitab11g024240.1	Nitab13g008470.1
Nitab20g012340.1	Nitab24g019520.1
Nitab22g030370.1	Nitab19g011270.1
Nitab03g008300.1	Nitab17g015820.1
Nitab01g013970.1	Nitab23g015980.1
Nitab20g023960.1	Nitab15g006440.1
Nitab11g010110.1	Nitab13g023700.1
Nitab22g035550.1	Nitab09g015950.1
Nitab16g011730.1	Nitab12g009180.1
Nitab05g019180.1	Nitab15g017970.1
Nitab06g005610.1	Nitab04g032900.1
Nitab20g022930.1	Nitab15g007790.1
Nitab06g031580.1	Nitab17g007750.1
Nitab18g009370.1	Nitab09g021320.1
Nitab11g014460.1	Nitab13g021500.1
Nitab01g011570.1	Nitab23g013800.1
Nitab03g030070.1	Nitab14g016020.1
Nitab03g034960.1	Nitab02g022460.1
Nitab06g021970.1	Nitab04g017060.1
Nitab16g009630.1	Nitab12g024160.1
Nitab01g007420.1	Nitab23g007730.1
Nitab03g021830.1	Nitab17g034280.1
Nitab03g011990.1	Nitab17g020900.1
Nitab17g006770.1	Nitab17g008570.1
Nitab03g027000.1	Nitab17g031000.1
Nitab01g020250.1	Nitab23g018990.1
Nitab16g010840.1	Nitab12g008010.1
Nitab08g011330.1	Nitab22g011860.1
Nitab09g007270.1	Nitab21g020820.1
Nitab21g005300.1	Nitab14g021740.1
Nitab01g014460.1	Nitab23g016370.1
Nitab22g026460.1	Nitab19g015530.1
Nitab22g025530.1	Nitab19g038840.1
Nitab07g011720.1	Nitab19g025970.1
Nitab16g022480.1	Nitab12g018300.1
Nitab06g021690.1	Nitab12g023650.1
Nitab20g020790.1	Nitab15g009500.1
Nitab18g021800.1	Nitab09g009250.1
Nitab06g031970.1	Nitab17g007150.1
Nitab07g024160.1	Nitab19g037550.1
Nitab08g015470.1	Nitab22g017130.1
Nitab05g008990.1	Nitab24g012580.1
Nitab03g027790.1	Nitab17g030430.1
Nitab10g026060.1	Nitab21g018580.1
Nitab21g017910.1	Nitab17g019880.1
Nitab11g017470.1	Nitab13g016910.1
Nitab03g010010.1	Nitab17g013870.1
Nitab05g009640.1	Nitab24g012010.1
Nitab06g030550.1	Nitab04g009590.1
Nitab22g032590.1	Nitab19g009070.1
Nitab08g022520.1	Nitab13g012410.1
Nitab03g025920.1	Nitab17g032000.1
Nitab11g021550.1	Nitab13g010870.1
Nitab03g021310.1	Nitab17g034690.1
Nitab07g026110.1	Nitab14g013890.1
Nitab05g013860.1	Nitab02g016180.1
Nitab06g020380.1	Nitab04g018660.1
Nitab03g018110.1	Nitab17g039210.1
Nitab02g021290.1	Nitab02g021680.1
Nitab08g020820.1	Nitab22g021500.1
Nitab03g034840.1	Nitab17g026130.1
Nitab10g019180.1	Nitab02g022380.1
Nitab06g009260.1	Nitab04g028710.1
Nitab10g011900.1	Nitab02g013200.1
Nitab06g033970.1	Nitab04g012440.1
Nitab08g013440.1	Nitab22g010080.1
Nitab11g010880.1	Nitab13g023070.1
Nitab07g015910.1	Nitab19g029060.1
Nitab06g031330.1	Nitab04g010390.1
Nitab08g005710.1	Nitab22g013290.1
Nitab07g017960.1	Nitab19g029890.1
Nitab16g025660.1	Nitab12g022690.1
Nitab22g032560.1	Nitab18g011420.1
Nitab22g024750.1	Nitab19g015570.1
Nitab05g021050.1	Nitab15g017010.1
Nitab22g022030.1	Nitab14g016130.1
Nitab10g016130.1	Nitab02g015880.1
Nitab10g007390.1	Nitab02g007170.1
Nitab22g025230.1	Nitab19g038520.1
Nitab06g014650.1	Nitab04g024300.1
Nitab03g012080.1	Nitab17g020840.1
Nitab01g015590.1	Nitab23g017850.1
Nitab01g015950.1	Nitab23g018190.1
Nitab03g006410.1	Nitab17g011830.1
Nitab13g027090.1	Nitab11g005720.1
Nitab10g005430.1	Nitab02g005240.1
Nitab09g008230.1	Nitab18g023290.1
Nitab16g021520.1	Nitab12g023360.1
Nitab05g022280.1	Nitab15g019600.1
Nitab06g028030.1	Nitab04g006980.1
Nitab22g023210.1	Nitab17g007100.1
Nitab08g008880.1	Nitab22g007750.1
Nitab07g023120.1	Nitab19g036240.1
Nitab08g007380.1	Nitab22g009470.1
Nitab03g031340.1	Nitab03g033430.1
Nitab06g023140.1	Nitab04g015750.1
Nitab08g020110.1	Nitab22g016700.1
Nitab11g013310.1	Nitab13g019280.1
Nitab12g025560.1	Nitab13g014900.1
Nitab01g008170.1	Nitab23g008150.1
Nitab06g030580.1	Nitab04g009730.1
Nitab20g022120.1	Nitab04g013470.1
Nitab05g027760.1	Nitab15g023830.1
Nitab10g007730.1	Nitab23g027180.1
Nitab06g020510.1	Nitab04g018540.1
Nitab07g025660.1	Nitab14g013050.1
Nitab01g016800.1	Nitab23g022010.1
Nitab05g006560.1	Nitab24g016900.1
Nitab11g013400.1	Nitab13g020340.1
Nitab06g005860.1	Nitab04g032440.1
Nitab17g005320.1	Nitab17g009330.1
Nitab23g025940.1	Nitab23g027100.1
Nitab11g022280.1	Nitab13g010130.1
Nitab01g007270.1	Nitab23g007640.1
Nitab11g009670.1	Nitab13g024010.1
Nitab14g005490.1	Nitab14g006590.1
Nitab01g009040.1	Nitab23g009540.1
Nitab01g006290.1	Nitab23g006830.1
Nitab08g018660.1	Nitab22g019280.1
Nitab18g008520.1	Nitab09g020680.1
Nitab01g014640.1	Nitab23g016770.1
Nitab06g022980.1	Nitab15g018510.1
Nitab03g008830.1	Nitab17g014930.1
