Nitab13g026770.1	Nitab13g009490.1
Nitab01g011410.1	Nitab23g013670.1
Nitab18g018530.1	Nitab09g011060.1
Nitab11g016470.1	Nitab08g018460.1
Nitab07g032200.1	Nitab14g007960.1
Nitab07g016790.1	Nitab19g030790.1
Nitab03g026310.1	Nitab14g007170.1
Nitab03g025780.1	Nitab01g026640.1
Nitab05g025940.1	Nitab23g021020.1
Nitab22g031820.1	Nitab19g009880.1
Nitab06g021780.1	Nitab22g021840.1
Nitab08g013870.1	Nitab22g014680.1
Nitab06g017790.1	Nitab04g021040.1
Nitab07g016810.1	Nitab19g030810.1
Nitab22g034200.1	Nitab15g005890.1
Nitab07g008550.1	Nitab19g018010.1
Nitab07g011230.1	Nitab19g025520.1
Nitab05g011710.1	Nitab24g008890.1
Nitab22g023170.1	Nitab15g006430.1
Nitab01g020690.1	Nitab05g025740.1
Nitab06g017290.1	Nitab04g021700.1
Nitab10g023140.1	Nitab02g024830.1
Nitab10g013150.1	Nitab02g011900.1
Nitab20g014860.1	Nitab21g017020.1
Nitab06g008890.1	Nitab04g028780.1
Nitab11g015780.1	Nitab13g017710.1
Nitab17g005340.1	Nitab17g009430.1
Nitab10g018380.1	Nitab02g018630.1
Nitab11g020650.1	Nitab13g011680.1
Nitab16g026100.1	Nitab12g023310.1
Nitab16g021660.1	Nitab19g035590.1
Nitab11g006920.1	Nitab14g012830.1
Nitab03g031840.1	Nitab17g021310.1
Nitab10g023960.1	Nitab02g025710.1
Nitab22g030740.1	Nitab17g009980.1
Nitab07g011980.1	Nitab23g022940.1
Nitab10g005850.1	Nitab02g005740.1
Nitab07g031260.1	Nitab14g021410.1
Nitab03g031690.1	Nitab14g015490.1
Nitab11g019920.1	Nitab13g012380.1
Nitab20g017460.1	Nitab15g012990.1
Nitab10g007850.1	Nitab24g011290.1
Nitab03g014530.1	Nitab17g039640.1
Nitab01g021050.1	Nitab23g020400.1
Nitab01g007450.1	Nitab15g011260.1
Nitab18g008460.1	Nitab09g020620.1
Nitab06g025930.1	Nitab04g014250.1
Nitab07g015270.1	Nitab19g028430.1
Nitab19g031490.1	Nitab15g016930.1
Nitab07g029980.1	Nitab14g009430.1
Nitab07g011660.1	Nitab19g025920.1
Nitab20g008210.1	Nitab24g022460.1
Nitab03g034560.1	Nitab17g026460.1
Nitab16g012590.1	Nitab12g010000.1
Nitab11g011590.1	Nitab13g022450.1
Nitab07g010510.1	Nitab19g021940.1
Nitab22g035770.1	Nitab19g006460.1
Nitab05g019980.1	Nitab23g029270.1
Nitab11g022720.1	Nitab12g011650.1
Nitab11g006860.1	Nitab13g008790.1
Nitab07g006720.1	Nitab24g013810.1
Nitab06g022150.1	Nitab04g017380.1
Nitab11g010990.1	Nitab24g010190.1
Nitab06g016710.1	Nitab04g022160.1
Nitab07g032400.1	Nitab13g006590.1
Nitab03g034760.1	Nitab12g005300.1
Nitab22g027150.1	Nitab17g009470.1
Nitab18g012520.1	Nitab09g017660.1
Nitab01g017660.1	Nitab23g019620.1
Nitab24g020820.1	Nitab09g014490.1
Nitab07g032870.1	Nitab13g006480.1
Nitab18g012050.1	Nitab09g017190.1
Nitab08g015820.1	Nitab22g020700.1
Nitab08g007700.1	Nitab22g010300.1
Nitab21g007970.1	Nitab14g019660.1
Nitab11g013160.1	Nitab13g019410.1
Nitab07g006620.1	Nitab24g013770.1
Nitab01g016160.1	Nitab23g018550.1
Nitab08g012900.1	Nitab22g012710.1
Nitab21g008400.1	Nitab14g019320.1
Nitab05g010920.1	Nitab24g012390.1
Nitab08g010470.1	Nitab22g006020.1
Nitab08g025560.1	Nitab02g022790.1
Nitab09g006880.1	Nitab18g024690.1
Nitab01g013460.1	Nitab17g018260.1
Nitab06g027140.1	Nitab21g018420.1
Nitab16g023980.1	Nitab17g009900.1
Nitab07g012920.1	Nitab23g023270.1
Nitab18g010110.1	Nitab17g011820.1
Nitab18g019630.1	Nitab09g010360.1
Nitab08g024190.1	Nitab02g018910.1
Nitab03g035560.1	Nitab14g021960.1
Nitab06g020810.1	Nitab04g017740.1
Nitab07g022110.1	Nitab19g035490.1
Nitab18g012150.1	Nitab22g017810.1
Nitab06g019170.1	Nitab17g007840.1
Nitab06g028060.1	Nitab04g007260.1
Nitab21g008940.1	Nitab19g018550.1
Nitab07g028390.1	Nitab12g018560.1
Nitab18g015170.1	Nitab09g014700.1
Nitab10g009040.1	Nitab02g024030.1
Nitab07g023470.1	Nitab19g036580.1
Nitab19g016100.1	Nitab19g016110.1
Nitab10g015950.1	Nitab02g015710.1
Nitab06g029950.1	Nitab13g014070.1
Nitab16g005210.1	Nitab23g029420.1
Nitab06g011300.1	Nitab24g013610.1
Nitab03g006480.1	Nitab17g018520.1
Nitab10g009210.1	Nitab02g008640.1
Nitab21g009440.1	Nitab14g012040.1
Nitab03g011700.1	Nitab09g015450.1
Nitab10g025420.1	Nitab02g027390.1
Nitab01g019010.1	Nitab19g035990.1
Nitab13g005920.1	Nitab17g034190.1
Nitab07g005150.1	Nitab19g021420.1
Nitab08g018160.1	Nitab22g019060.1
Nitab10g020660.1	Nitab02g022160.1
Nitab01g026070.1	Nitab02g017050.1
Nitab18g018380.1	Nitab09g011230.1
Nitab06g030100.1	Nitab04g009170.1
Nitab18g006160.1	Nitab09g022000.1
Nitab10g007520.1	Nitab13g011820.1
Nitab16g013200.1	Nitab12g012370.1
Nitab01g028600.1	Nitab12g005130.1
Nitab10g013810.1	Nitab02g013350.1
Nitab08g029410.1	Nitab18g024630.1
Nitab09g007860.1	Nitab24g021300.1
Nitab04g020390.1	Nitab04g019780.1
Nitab01g025460.1	Nitab09g011160.1
Nitab10g010620.1	Nitab02g009640.1
Nitab07g024890.1	Nitab15g006540.1
Nitab20g007770.1	Nitab12g023570.1
Nitab08g005680.1	Nitab22g013570.1
Nitab08g014300.1	Nitab22g015140.1
Nitab13g026950.1	Nitab13g009570.1
Nitab03g005870.1	Nitab19g011390.1
Nitab03g026250.1	Nitab17g031750.1
Nitab07g022480.1	Nitab19g035830.1
Nitab20g024900.1	Nitab15g005680.1
Nitab16g021670.1	Nitab17g011780.1
Nitab06g033650.1	Nitab07g031770.1
Nitab20g010310.1	Nitab12g010990.1
Nitab21g008180.1	Nitab14g019490.1
Nitab06g022470.1	Nitab22g021690.1
Nitab22g036760.1	Nitab19g005120.1
Nitab06g012170.1	Nitab02g011820.1
Nitab07g024000.1	Nitab23g021920.1
Nitab07g020860.1	Nitab22g010350.1
Nitab08g008340.1	Nitab02g010480.1
Nitab16g020430.1	Nitab12g019240.1
Nitab03g029490.1	Nitab14g019310.1
Nitab11g026910.1	Nitab19g026230.1
Nitab20g022590.1	Nitab15g008140.1
Nitab22g022270.1	Nitab14g015890.1
Nitab22g022510.1	Nitab22g020540.1
Nitab20g017530.1	Nitab15g012980.1
Nitab10g006770.1	Nitab02g006370.1
Nitab07g026990.1	Nitab14g012240.1
Nitab05g015640.1	Nitab05g021180.1
Nitab20g015890.1	Nitab12g013270.1
Nitab05g010350.1	Nitab24g006340.1
Nitab03g026910.1	Nitab03g026900.1
Nitab05g028070.1	Nitab23g029390.1
Nitab08g023840.1	Nitab13g017840.1
Nitab16g009920.1	Nitab23g025500.1
Nitab20g006250.1	Nitab24g024350.1
Nitab10g018680.1	Nitab02g018950.1
Nitab03g020550.1	Nitab17g016890.1
Nitab10g024890.1	Nitab02g026710.1
Nitab06g028630.1	Nitab04g007790.1
Nitab03g007970.1	Nitab17g016000.1
Nitab11g022010.1	Nitab17g009650.1
Nitab03g016490.1	Nitab17g024380.1
Nitab10g025250.1	Nitab02g027140.1
Nitab01g028560.1	Nitab12g005060.1
Nitab06g011720.1	Nitab04g029870.1
Nitab11g009000.1	Nitab15g007960.1
Nitab01g027510.1	Nitab09g014890.1
Nitab17g027540.1	Nitab23g024310.1
Nitab08g020070.1	Nitab15g019400.1
Nitab08g015500.1	Nitab22g017200.1
Nitab10g018760.1	Nitab21g015080.1
Nitab13g027060.1	Nitab23g026580.1
Nitab01g018590.1	Nitab23g019650.1
Nitab03g020830.1	Nitab17g035270.1
Nitab10g011470.1	Nitab24g012360.1
Nitab01g006460.1	Nitab23g006960.1
Nitab06g014000.1	Nitab13g008160.1
Nitab01g023660.1	Nitab23g024340.1
Nitab22g035350.1	Nitab09g021750.1
Nitab11g018050.1	Nitab13g015940.1
Nitab07g024900.1	Nitab14g009950.1
Nitab05g016330.1	Nitab15g014420.1
Nitab16g005250.1	Nitab23g029450.1
Nitab03g034100.1	Nitab14g015630.1
Nitab07g006420.1	Nitab17g037030.1
Nitab09g005960.1	Nitab12g018230.1
Nitab22g028330.1	Nitab12g010250.1
Nitab09g006150.1	Nitab13g023010.1
Nitab20g019340.1	Nitab04g025010.1
Nitab10g019010.1	Nitab02g019470.1
Nitab08g007320.1	Nitab22g009540.1
Nitab22g030490.1	Nitab15g014080.1
Nitab20g006390.1	Nitab24g024260.1
Nitab06g028620.1	Nitab04g007780.1
Nitab18g018960.1	Nitab09g010430.1
Nitab03g022310.1	Nitab17g017680.1
Nitab08g018710.1	Nitab22g019340.1
Nitab03g017750.1	Nitab17g038870.1
Nitab17g022730.1	Nitab17g018430.1
Nitab05g027870.1	Nitab23g006040.1
Nitab03g020580.1	Nitab17g016930.1
Nitab06g033470.1	Nitab22g020400.1
Nitab22g023610.1	Nitab13g007210.1
Nitab08g011740.1	Nitab08g011730.1
Nitab10g005950.1	Nitab02g005880.1
Nitab03g030570.1	Nitab03g030250.1
Nitab08g011050.1	Nitab19g015140.1
Nitab06g030090.1	Nitab04g009160.1
Nitab16g026230.1	Nitab09g010710.1
Nitab05g014930.1	Nitab15g015110.1
Nitab01g027250.1	Nitab02g018290.1
Nitab08g026850.1	Nitab02g027470.1
Nitab10g018700.1	Nitab02g018930.1
Nitab16g018940.1	Nitab12g013620.1
Nitab20g019830.1	Nitab15g010760.1
Nitab12g025490.1	Nitab02g009470.1
Nitab07g014650.1	Nitab19g027810.1
Nitab09g007100.1	Nitab15g020620.1
Nitab01g005290.1	Nitab23g005350.1
Nitab05g019830.1	Nitab15g014590.1
Nitab18g019060.1	Nitab09g009830.1
Nitab07g012440.1	Nitab19g024700.1
Nitab18g011860.1	Nitab09g017760.1
Nitab22g012950.1	Nitab23g014250.1
Nitab08g027180.1	Nitab21g018560.1
Nitab20g014570.1	Nitab24g018610.1
Nitab07g016850.1	Nitab15g016810.1
Nitab10g010710.1	Nitab24g008400.1
Nitab21g005640.1	Nitab14g022030.1
Nitab16g015880.1	Nitab22g021420.1
Nitab06g011450.1	Nitab04g029820.1
Nitab06g032700.1	Nitab04g011160.1
Nitab08g007260.1	Nitab22g009610.1
Nitab16g013890.1	Nitab12g010890.1
Nitab05g005540.1	Nitab24g017370.1
Nitab01g005880.1	Nitab17g025640.1
Nitab11g017060.1	Nitab13g015610.1
Nitab08g028550.1	Nitab02g012140.1
Nitab08g029430.1	Nitab18g024530.1
Nitab20g022530.1	Nitab04g012730.1
Nitab10g014150.1	Nitab24g010470.1
Nitab05g007490.1	Nitab09g010890.1
Nitab06g017950.1	Nitab04g021200.1
Nitab19g016210.1	Nitab19g015900.1
Nitab01g005470.1	Nitab23g005720.1
Nitab10g014010.1	Nitab02g013440.1
Nitab20g021390.1	Nitab15g009170.1
Nitab18g014810.1	Nitab09g014970.1
Nitab06g025970.1	Nitab04g014210.1
Nitab11g024170.1	Nitab13g008560.1
Nitab18g016280.1	Nitab18g016930.1
Nitab21g009810.1	Nitab14g017830.1
Nitab11g012360.1	Nitab13g020230.1
Nitab02g021180.1	Nitab02g019810.1
Nitab20g015070.1	Nitab15g019430.1
Nitab08g011610.1	Nitab22g011520.1
Nitab16g009420.1	Nitab12g024330.1
Nitab17g025990.1	Nitab17g025120.1
Nitab11g014330.1	Nitab12g022410.1
Nitab05g017480.1	Nitab22g017610.1
Nitab07g010890.1	Nitab19g012990.1
Nitab06g019380.1	Nitab17g007950.1
Nitab03g009680.1	Nitab17g023990.1
Nitab10g014660.1	Nitab02g014090.1
Nitab08g023670.1	Nitab02g016930.1
Nitab20g012860.1	Nitab12g011790.1
Nitab07g007680.1	Nitab19g020990.1
Nitab17g005010.1	Nitab02g011010.1
Nitab03g035340.1	Nitab17g025760.1
Nitab01g026150.1	Nitab02g016760.1
Nitab03g026360.1	Nitab17g031600.1
Nitab10g007200.1	Nitab19g008600.1
Nitab22g034730.1	Nitab19g007180.1
Nitab22g008120.1	Nitab22g008200.1
Nitab11g016150.1	Nitab11g007350.1
Nitab05g026640.1	Nitab15g022870.1
Nitab11g015190.1	Nitab13g018650.1
Nitab16g020520.1	Nitab12g019010.1
Nitab08g010900.1	Nitab19g014350.1
Nitab06g018930.1	Nitab04g019420.1
Nitab10g016810.1	Nitab02g016680.1
Nitab07g029670.1	Nitab14g009750.1
Nitab10g007560.1	Nitab02g007370.1
Nitab11g024810.1	Nitab13g008000.1
Nitab16g017650.1	Nitab23g022590.1
Nitab10g021450.1	Nitab23g025360.1
Nitab20g016630.1	Nitab12g022770.1
Nitab03g009200.1	Nitab17g038620.1
Nitab05g016220.1	Nitab24g005760.1
Nitab03g027550.1	Nitab17g030620.1
Nitab10g022890.1	Nitab02g024570.1
Nitab13g026830.1	Nitab11g005410.1
Nitab20g024040.1	Nitab24g009320.1
Nitab22g023790.1	Nitab14g015070.1
Nitab07g025890.1	Nitab22g015560.1
Nitab10g025950.1	Nitab21g018530.1
Nitab03g020070.1	Nitab17g016050.1
Nitab03g027610.1	Nitab17g030540.1
Nitab06g011750.1	Nitab22g009350.1
Nitab08g023780.1	Nitab21g014070.1
Nitab13g026780.1	Nitab23g026500.1
Nitab20g017380.1	Nitab12g020470.1
Nitab10g012740.1	Nitab17g010680.1
Nitab22g023950.1	Nitab17g008800.1
Nitab01g022080.1	Nitab23g021690.1
Nitab11g017390.1	Nitab15g017370.1
Nitab07g012100.1	Nitab19g024060.1
Nitab11g026580.1	Nitab13g005500.1
Nitab03g026970.1	Nitab17g030950.1
Nitab18g018650.1	Nitab13g010320.1
Nitab08g024920.1	Nitab21g015880.1
Nitab01g024640.1	Nitab19g005340.1
Nitab10g005620.1	Nitab09g017700.1
Nitab10g016850.1	Nitab02g017090.1
Nitab03g028560.1	Nitab17g028670.1
Nitab07g017910.1	Nitab19g029970.1
Nitab10g017190.1	Nitab02g017420.1
Nitab16g018490.1	Nitab12g013370.1
Nitab06g029550.1	Nitab22g012570.1
Nitab10g007320.1	Nitab02g007080.1
Nitab05g005740.1	Nitab24g017160.1
Nitab07g015550.1	Nitab14g007880.1
Nitab20g016290.1	Nitab15g013400.1
Nitab08g018150.1	Nitab22g019050.1
Nitab18g015100.1	Nitab24g020110.1
Nitab23g025810.1	Nitab23g026850.1
Nitab16g020130.1	Nitab12g017500.1
Nitab03g035770.1	Nitab17g025330.1
Nitab05g018290.1	Nitab19g008910.1
Nitab20g010340.1	Nitab24g019710.1
Nitab18g014350.1	Nitab09g015470.1
Nitab08g005930.1	Nitab04g006360.1
Nitab06g033220.1	Nitab04g011780.1
Nitab10g009810.1	Nitab02g009250.1
Nitab01g024980.1	Nitab18g025720.1
Nitab06g032290.1	Nitab04g010730.1
Nitab08g005440.1	Nitab22g013090.1
Nitab05g020670.1	Nitab04g027860.1
Nitab11g025130.1	Nitab13g007610.1
Nitab11g006650.1	Nitab19g038560.1
Nitab18g008710.1	Nitab19g007600.1
Nitab03g017820.1	Nitab17g038940.1
Nitab06g031520.1	Nitab15g009030.1
Nitab18g017240.1	Nitab09g014000.1
Nitab08g015160.1	Nitab22g016400.1
Nitab06g022680.1	Nitab09g015010.1
Nitab18g009770.1	Nitab02g008970.1
Nitab18g019940.1	Nitab15g008800.1
Nitab10g009360.1	Nitab02g008770.1
Nitab18g008340.1	Nitab22g005640.1
Nitab06g023760.1	Nitab06g024990.1
Nitab10g009600.1	Nitab02g009000.1
Nitab08g005940.1	Nitab04g006380.1
Nitab05g010020.1	Nitab02g007800.1
Nitab10g012590.1	Nitab02g011200.1
Nitab08g027150.1	Nitab02g028010.1
Nitab10g009900.1	Nitab02g009260.1
