Nitab22g034730.1	Nitab19g007180.1
Nitab17g029590.1	Nitab17g029990.1
Nitab03g030020.1	Nitab17g013320.1
Nitab24g020820.1	Nitab09g014490.1
Nitab16g022770.1	Nitab12g018550.1
Nitab21g005420.1	Nitab03g035210.1
Nitab05g012490.1	Nitab02g007130.1
Nitab06g031210.1	Nitab15g009000.1
Nitab08g005940.1	Nitab04g006380.1
Nitab06g022270.1	Nitab04g016610.1
Nitab01g006460.1	Nitab23g006960.1
Nitab06g032700.1	Nitab04g011160.1
Nitab17g025890.1	Nitab21g010860.1
Nitab08g024040.1	Nitab02g019220.1
Nitab03g034700.1	Nitab03g027100.1
Nitab16g021820.1	Nitab12g018770.1
Nitab07g015240.1	Nitab19g028410.1
Nitab20g006850.1	Nitab12g009710.1
Nitab10g009300.1	Nitab16g009190.1
Nitab05g018290.1	Nitab19g008910.1
Nitab11g010030.1	Nitab13g014430.1
Nitab07g027090.1	Nitab14g012030.1
Nitab20g012860.1	Nitab12g011790.1
Nitab07g026990.1	Nitab14g012240.1
Nitab11g015190.1	Nitab13g018650.1
Nitab06g023220.1	Nitab04g015560.1
Nitab06g019380.1	Nitab17g007950.1
Nitab21g008590.1	Nitab17g035910.1
Nitab18g011680.1	Nitab22g018270.1
Nitab21g010580.1	Nitab14g016420.1
Nitab08g023970.1	Nitab21g014270.1
Nitab05g007490.1	Nitab09g010890.1
Nitab22g034200.1	Nitab15g005890.1
Nitab06g032320.1	Nitab04g010770.1
Nitab03g031810.1	Nitab03g032860.1
Nitab10g013810.1	Nitab02g013350.1
Nitab10g008080.1	Nitab02g007610.1
Nitab03g026310.1	Nitab14g007170.1
Nitab10g014590.1	Nitab19g033250.1
Nitab22g029870.1	Nitab22g005380.1
Nitab20g020320.1	Nitab04g008160.1
Nitab01g028560.1	Nitab12g005060.1
Nitab06g029610.1	Nitab22g009920.1
Nitab16g026230.1	Nitab09g010710.1
Nitab01g009500.1	Nitab23g010380.1
Nitab10g006910.1	Nitab24g011750.1
Nitab08g008710.1	Nitab22g007990.1
Nitab01g028500.1	Nitab02g021030.1
Nitab19g031480.1	Nitab15g016910.1
Nitab01g021130.1	Nitab13g013220.1
Nitab07g019440.1	Nitab13g016190.1
Nitab18g018380.1	Nitab09g011230.1
Nitab03g020210.1	Nitab17g035790.1
Nitab11g015360.1	Nitab04g019590.1
Nitab07g015550.1	Nitab14g007880.1
Nitab08g006630.1	Nitab04g008420.1
Nitab20g020260.1	Nitab04g007850.1
Nitab01g006050.1	Nitab15g023730.1
Nitab16g009620.1	Nitab12g012160.1
Nitab21g008940.1	Nitab19g018550.1
Nitab06g022470.1	Nitab22g021690.1
Nitab08g006590.1	Nitab22g014220.1
Nitab06g025710.1	Nitab22g020840.1
Nitab16g018940.1	Nitab12g013620.1
Nitab22g027150.1	Nitab17g009470.1
Nitab06g027990.1	Nitab04g007020.1
Nitab07g016790.1	Nitab19g030790.1
Nitab19g031490.1	Nitab15g016930.1
Nitab06g034010.1	Nitab22g008000.1
Nitab07g024890.1	Nitab15g006540.1
Nitab03g009530.1	Nitab14g017270.1
Nitab10g016900.1	Nitab02g017340.1
Nitab08g005220.1	Nitab22g010020.1
Nitab05g016220.1	Nitab24g005760.1
Nitab20g025150.1	Nitab09g021890.1
Nitab22g023380.1	Nitab15g015740.1
Nitab08g026850.1	Nitab02g027470.1
Nitab08g013710.1	Nitab22g014540.1
Nitab06g028630.1	Nitab04g007790.1
Nitab08g009940.1	Nitab17g033210.1
Nitab10g014150.1	Nitab24g010470.1
Nitab07g016000.1	Nitab19g029180.1
Nitab09g007250.1	Nitab21g020830.1
Nitab03g025780.1	Nitab01g026640.1
Nitab03g035610.1	Nitab03g012300.1
Nitab10g025470.1	Nitab13g013090.1
